1,0.42,0.52,0.31,0.74,0.72,0.55,0.35,0.07,0.52,0.87,0.73
0.42,1,0.43,0.25,0.46,0.41,0.27,0.24,0.01,0.23,0.45,0.40
0.52,0.43,1,0.24,0.41,0.45,0.37,0.23,0.06,0.37,0.55,0.53
0.31,0.25,0.24,1,0.23,0.25,0.15,0.21,0.06,0.13,0.31,0.20
0.74,0.46,0.41,0.23,1,0.58,0.47,0.31,-0.02,0.36,0.73,0.58
0.72,0.41,0.45,0.25,0.58,1,0.55,0.42,0.07,0.45,0.76,0.69
0.55,0.27,0.37,0.15,0.47,0.55,1,0.38,0.06,0.44,0.55,0.50
0.35,0.24,0.23,0.21,0.31,0.42,0.38,1,0.09,0.40,0.39,0.30
0.07,0.01,0.06,0.06,-0.02,0.07,0.06,0.09,1,0.16,0.12,0.10
0.52,0.23,0.37,0.13,0.36,0.45,0.44,0.40,0.16,1,0.56,0.53
0.87,0.45,0.55,0.31,0.73,0.76,0.55,0.39,0.12,0.56,1,0.78
0.73,0.40,0.53,0.20,0.58,0.69,0.50,0.30,0.10,0.53,0.78,1
