1,0.41,0.39,0.31,0.36,0.45,0.0,0.17,0.21,0.42,0.35,0.50,0.28,0.22,0.0,0.35,0.41,0.96,0.31,0.23,0.49,0.06,0.36,0.15,0.40,0.35,0.20,0.39,0.23,0.24,0.42,0.44,0.37,0.18,0.19,0.16,0.30,0.51,0.22,0.40,0.33,0.0,0.18,0.0,0.27,0.21,0.37,0.32,0.29,0.21,0.45,0.34,0.10,0.0,0.33,0.56,0.03,0.24,0.30,0.58,0.37,0.45,0.27,0.34,0.36,0.38,0.34,0.19,0.0,0.30,0.25,0.32,0.21
0.41,1,0.33,0.26,0.32,0.37,0.0,0.27,0.19,0.23,0.34,0.32,0.27,0.30,0.0,0.29,0.30,0.33,0.35,0.24,0.29,0.05,0.35,0.09,0.25,0.27,0.15,0.28,0.18,0.28,0.26,0.33,0.31,0.15,0.17,0.13,0.30,0.28,0.11,0.38,0.28,0.0,0.13,0.0,0.10,0.50,0.32,0.27,0.11,0.09,0.38,0.31,0.10,0.0,0.46,0.26,0.03,0.19,0.23,0.21,0.34,0.33,0.18,0.25,0.27,0.35,0.31,0.09,0.0,0.22,0.18,0.21,0.21
0.39,0.33,1,0.49,0.34,0.80,0.0,0.24,0.41,0.29,0.72,0.82,0.48,0.09,0.0,0.84,0.83,0.41,0.64,0.56,0.25,0.12,0.34,0.48,0.70,0.77,0.40,0.39,0.37,0.40,0.58,0.84,0.71,0.33,0.22,0.21,0.81,0.57,0.25,0.87,0.85,0.0,0.31,0.0,0.16,0.29,0.85,0.76,0.18,0.32,0.87,0.88,0.16,0.0,0.42,0.27,0.13,0.52,0.55,0.36,0.88,0.73,0.24,0.48,0.86,0.75,0.73,0.14,0.0,0.50,0.42,0.48,0.53
0.31,0.26,0.49,1,0.47,0.58,0.0,0.13,0.22,0.23,0.48,0.56,0.34,0.14,0.0,0.36,0.49,0.24,0.32,0.42,0.27,0.38,0.29,0.21,0.49,0.49,0.23,0.29,0.35,0.22,0.39,0.55,0.40,0.17,0.19,0.30,0.37,0.45,0.29,0.50,0.32,0.0,0.19,0.0,0.14,0.20,0.51,0.52,0.18,0.27,0.53,0.53,0.20,0.0,0.36,0.23,0.26,0.45,0.20,0.13,0.48,0.53,0.14,0.43,0.51,0.54,0.44,0.07,0.0,0.37,0.24,0.24,0.22
0.36,0.32,0.34,0.47,1,0.39,0.0,0.28,0.30,0.16,0.25,0.37,0.33,0.11,0.0,0.18,0.26,0.23,0.22,0.26,0.22,0.06,0.26,0.13,0.32,0.34,0.23,0.27,0.36,0.13,0.46,0.30,0.25,0.08,0.36,0.16,0.21,0.51,0.14,0.44,0.17,0.0,0.09,0.0,0.12,0.20,0.32,0.47,0.15,0.07,0.48,0.38,0.15,0.0,0.46,0.24,0.06,0.19,0.31,0.19,0.36,0.34,0.21,0.39,0.25,0.28,0.39,0.05,0.0,0.43,0.19,0.23,0.19
0.45,0.37,0.80,0.58,0.39,1,0.0,0.28,0.49,0.36,0.75,0.84,0.39,0.21,0.0,0.86,0.91,0.41,0.66,0.50,0.46,0.16,0.54,0.42,0.75,0.79,0.39,0.50,0.41,0.33,0.60,0.87,0.78,0.31,0.23,0.27,0.72,0.60,0.34,0.89,0.77,0.0,0.28,0.0,0.14,0.37,0.93,0.81,0.18,0.42,0.87,0.85,0.14,0.0,0.54,0.31,0.14,0.54,0.57,0.32,0.83,0.79,0.32,0.57,0.87,0.88,0.72,0.15,0.0,0.46,0.43,0.46,0.43
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17,0.27,0.24,0.13,0.28,0.28,0.0,1,0.21,0.17,0.26,0.19,0.11,0.19,0.0,0.23,0.24,0.20,0.20,0.22,0.15,0.04,0.26,0.17,0.24,0.24,0.66,0.10,0.60,0.14,0.22,0.28,0.29,0.15,0.08,0.02,0.20,0.22,0.12,0.22,0.20,0.0,0.17,0.0,0.03,0.19,0.22,0.20,0.06,0.12,0.23,0.19,0.11,0.0,0.49,0.09,0.11,0.18,0.25,0.15,0.23,0.20,0.20,0.17,0.19,0.23,0.16,0.08,0.0,0.09,0.31,0.19,0.15
0.21,0.19,0.41,0.22,0.30,0.49,0.0,0.21,1,0.14,0.40,0.40,0.30,0.19,0.0,0.39,0.44,0.32,0.29,0.26,0.20,0.06,0.28,0.21,0.35,0.45,0.14,0.34,0.18,0.16,0.23,0.45,0.40,0.21,0.29,0.10,0.44,0.47,0.18,0.46,0.46,0.0,0.20,0.0,0.06,0.36,0.46,0.43,0.11,0.30,0.44,0.47,0.02,0.0,0.29,0.41,0.24,0.32,0.25,0.33,0.51,0.31,0.75,0.25,0.43,0.39,0.33,0.15,0.0,0.29,0.26,0.24,0.21
0.42,0.23,0.29,0.23,0.16,0.36,0.0,0.17,0.14,1,0.23,0.29,0.23,0.06,0.0,0.19,0.23,0.45,0.24,0.19,0.35,0.11,0.21,0.18,0.34,0.27,0.07,0.17,0.18,0.07,0.22,0.37,0.21,0.15,0.10,0.15,0.18,0.27,0.07,0.25,0.15,0.0,0.14,0.0,0.59,0.26,0.24,0.32,0.12,0.15,0.34,0.32,0.01,0.0,0.24,0.25,0.07,0.15,0.15,0.12,0.23,0.34,0.13,0.28,0.19,0.26,0.28,0.08,0.0,0.17,0.18,0.15,0.10
0.35,0.34,0.72,0.48,0.25,0.75,0.0,0.26,0.40,0.23,1,0.72,0.37,0.13,0.0,0.78,0.76,0.39,0.49,0.52,0.35,0.12,0.27,0.42,0.80,0.69,0.25,0.35,0.31,0.33,0.36,0.79,0.63,0.37,0.23,0.26,0.66,0.46,0.44,0.78,0.69,0.0,0.30,0.0,0.21,0.46,0.76,0.69,0.17,0.53,0.77,0.74,0.10,0.0,0.35,0.30,0.15,0.44,0.40,0.30,0.74,0.65,0.40,0.45,0.75,0.66,0.62,0.11,0.0,0.31,0.46,0.35,0.40
0.50,0.32,0.82,0.56,0.37,0.84,0.0,0.19,0.40,0.29,0.72,1,0.40,0.12,0.0,0.83,0.85,0.42,0.59,0.42,0.40,0.12,0.34,0.33,0.75,0.83,0.30,0.38,0.34,0.28,0.49,0.89,0.72,0.29,0.22,0.30,0.72,0.54,0.29,0.88,0.79,0.0,0.27,0.0,0.24,0.36,0.88,0.83,0.16,0.25,0.87,0.86,0.10,0.0,0.39,0.28,0.11,0.49,0.53,0.36,0.83,0.75,0.15,0.54,0.86,0.82,0.70,0.12,0.0,0.47,0.39,0.41,0.43
0.28,0.27,0.48,0.34,0.33,0.39,0.0,0.11,0.30,0.23,0.37,0.40,1,0.18,0.0,0.34,0.40,0.25,0.52,0.30,0.27,0.04,0.15,0.21,0.39,0.35,0.22,0.16,0.25,0.23,0.27,0.40,0.34,0.18,0.16,0.26,0.42,0.40,0.17,0.43,0.39,0.0,0.11,0.0,0.19,0.22,0.42,0.33,0.13,0.13,0.44,0.45,0.12,0.0,0.23,0.19,0.20,0.22,0.29,0.09,0.42,0.40,0.22,0.35,0.48,0.41,0.54,0.16,0.0,0.42,0.21,0.27,0.28
0.22,0.30,0.09,0.14,0.11,0.21,0.0,0.19,0.19,0.06,0.13,0.12,0.18,1,0.0,0.11,0.15,0.20,0.15,0.06,0.20,0.03,0.75,0.13,0.15,0.11,0.24,0.13,0.30,0.08,0.08,0.13,0.25,0.24,0.13,0.05,0.18,0.25,0.03,0.26,0.10,0.0,0.16,0.0,0.12,0.13,0.13,0.12,0.01,0.10,0.29,0.22,0.46,0.0,0.43,0.04,0.02,0.02,0.13,0.11,0.24,0.25,0.10,0.05,0.06,0.31,0.18,0.58,0.0,0.16,0.17,0.09,0.17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
