1,0.57,0.34,0.73,0.74,0.48,0.99,0.42,0.84
0.57,1,0.38,0.43,0.44,0.40,0.53,0.28,0.54
0.34,0.38,1,0.24,0.32,0.18,0.35,0.31,0.43
0.73,0.43,0.24,1,0.48,0.25,0.74,0.40,0.83
0.74,0.44,0.32,0.48,1,0.47,0.81,0.46,0.72
0.48,0.40,0.18,0.25,0.47,1,0.47,0.23,0.39
0.99,0.53,0.35,0.74,0.81,0.47,1,0.46,0.89
0.42,0.28,0.31,0.40,0.46,0.23,0.46,1,0.46
0.84,0.54,0.43,0.83,0.72,0.39,0.89,0.46,1
