1,0.16,0.08,0.08,0.46,0.11,0.01,0.23,0.23,0.11,0.08,0.14,0.0,0.08,0.24,0.14,0.26,0.18,0.0,0.0,0.23,0.26,0.17,0.11,-0.13,0.11,0.25,0.13,0.01,0.07,0.25,0.12,0.12,0.30,0.17,0.13,0.0,0.11,0.11,0.10,0.28,0.16,0.22,0.07,0.14,0.29,0.25,0.25,0.20,0.23,0.09,0.08,0.22,0.06,0.24,0.19
0.16,1,0.54,0.30,0.40,0.29,0.09,0.46,0.43,0.26,0.08,0.14,0.0,0.21,0.40,0.10,0.43,0.35,0.0,0.0,0.47,0.41,0.33,0.34,0.05,0.39,0.14,0.16,0.11,0.38,0.45,0.20,0.24,0.30,0.11,0.06,0.0,0.12,0.20,0.07,0.43,0.30,0.30,0.13,0.07,0.29,0.08,0.45,0.28,0.24,0.22,0.12,0.38,0.29,0.43,0.16
0.08,0.54,1,0.25,0.40,0.20,0.15,0.39,0.38,0.51,0.22,0.20,0.0,0.31,0.36,0.26,0.35,0.33,0.0,0.0,0.35,0.35,0.31,0.34,0.10,0.54,0.17,0.21,0.11,0.65,0.37,0.28,0.43,0.34,0.21,0.11,0.0,0.15,0.32,0.16,0.38,0.51,0.28,0.18,0.26,0.33,0.19,0.37,0.37,0.34,0.22,0.12,0.34,0.39,0.42,0.17
0.08,0.30,0.25,1,0.40,0.17,0.09,0.38,0.21,0.09,0.16,0.26,0.0,0.11,0.27,0.18,0.31,0.15,0.0,0.0,0.26,0.28,0.27,0.23,-0.14,0.14,0.36,0.13,0.04,0.33,0.28,0.24,0.25,0.19,0.13,0.13,0.0,0.21,0.54,0.10,0.30,0.38,0.21,0.23,0.28,0.41,0.04,0.28,0.08,0.36,0.16,0.12,0.33,0.19,0.23,0.19
0.46,0.40,0.40,0.40,1,0.23,0.08,0.56,0.55,0.13,0.09,0.29,0.0,0.13,0.51,0.20,0.63,0.41,0.0,0.0,0.46,0.55,0.48,0.21,0.01,0.18,0.27,0.23,0.10,0.37,0.63,0.39,0.30,0.41,0.32,0.10,0.0,0.24,0.33,0.22,0.61,0.24,0.38,0.26,0.28,0.64,0.11,0.65,0.14,0.49,0.23,0.17,0.47,0.21,0.57,0.23
0.11,0.29,0.20,0.17,0.23,1,0.02,0.23,0.25,0.05,0.04,0.09,0.0,0.03,0.39,0.06,0.40,0.31,0.0,0.0,0.28,0.43,0.17,0.20,0.05,0.07,0.21,0.16,0.01,0.06,0.36,0.10,0.13,0.25,0.08,0.04,0.0,0.11,0.17,0.04,0.46,0.05,0.22,0.12,0.07,0.22,0.07,0.39,0.12,0.40,0.23,0.12,0.21,0.09,0.26,0.15
0.01,0.09,0.15,0.09,0.08,0.02,1,0.25,0.09,0.23,0.07,0.16,0.0,0.12,0.10,0.05,0.15,0.08,0.0,0.0,0.19,0.09,0.26,0.02,0.04,0.50,0.14,0.14,0.25,0.28,0.14,0.09,0.11,0.04,0.14,0.47,0.0,0.08,0.15,0.13,0.09,0.38,0.15,0.07,0.15,0.10,0.36,0.14,0.03,0.11,0.08,0.14,0.22,0.18,0.13,0.15
0.23,0.46,0.39,0.38,0.56,0.23,0.25,1,0.71,0.33,0.24,0.53,0.0,0.28,0.72,0.22,0.81,0.26,0.0,0.0,0.58,0.68,0.78,0.39,0.09,0.36,0.39,0.41,0.20,0.36,0.81,0.55,0.51,0.44,0.37,0.23,0.0,0.46,0.46,0.33,0.74,0.46,0.63,0.36,0.28,0.68,0.22,0.81,0.31,0.51,0.27,0.32,0.79,0.34,0.63,0.46
0.23,0.43,0.38,0.21,0.55,0.25,0.09,0.71,1,0.19,0.14,0.37,0.0,0.19,0.70,0.12,0.78,0.31,0.0,0.0,0.59,0.60,0.61,0.28,0.08,0.21,0.37,0.36,0.19,0.35,0.75,0.47,0.31,0.47,0.32,0.12,0.0,0.26,0.43,0.26,0.66,0.24,0.57,0.27,0.29,0.53,0.34,0.79,0.21,0.51,0.25,0.16,0.58,0.25,0.69,0.40
0.11,0.26,0.51,0.09,0.13,0.05,0.23,0.33,0.19,1,0.10,0.14,0.0,0.38,0.21,0.06,0.21,0.04,0.0,0.0,0.26,0.13,0.18,0.22,-0.09,0.43,0.06,0.11,0.33,0.41,0.25,0.11,0.23,0.15,0.02,0.07,0.0,0.05,0.13,0.02,0.14,0.53,0.16,0.25,0.44,0.13,0.21,0.25,0.25,0.15,0.07,0.11,0.28,0.57,0.25,0.27
0.08,0.08,0.22,0.16,0.09,0.04,0.07,0.24,0.14,0.10,1,0.08,0.0,0.04,0.18,0.12,0.17,0.07,0.0,0.0,0.18,0.10,0.15,0.13,-0.11,0.06,0.07,0.11,0.01,0.06,0.19,0.21,0.04,0.30,0.18,0.04,0.0,0.08,0.22,0.15,0.12,0.15,0.12,0.13,0.13,0.14,0.04,0.19,0.20,0.16,0.02,0.04,0.13,0.09,0.06,0.03
0.14,0.14,0.20,0.26,0.29,0.09,0.16,0.53,0.37,0.14,0.08,1,0.0,0.17,0.33,0.11,0.37,0.18,0.0,0.0,0.32,0.27,0.42,0.20,0.00,0.15,0.19,0.34,0.16,0.13,0.37,0.42,0.22,0.25,0.17,0.26,0.0,0.35,0.20,0.15,0.31,0.25,0.61,0.45,0.16,0.37,0.17,0.36,0.14,0.22,0.33,0.15,0.38,0.15,0.36,0.30
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,0.21,0.31,0.11,0.13,0.03,0.12,0.28,0.19,0.38,0.04,0.17,0.0,1,0.20,0.11,0.21,0.08,0.0,0.0,0.22,0.15,0.20,0.05,0.01,0.45,0.14,0.11,0.81,0.54,0.23,0.22,0.37,0.13,0.10,0.16,0.0,0.10,0.10,0.10,0.17,0.41,0.12,0.16,0.23,0.15,0.22,0.23,0.05,0.24,0.14,0.22,0.34,0.37,0.20,0.23
0.24,0.40,0.36,0.27,0.51,0.39,0.10,0.72,0.70,0.21,0.18,0.33,0.0,0.20,1,0.10,0.85,0.30,0.0,0.0,0.68,0.64,0.65,0.30,0.05,0.36,0.40,0.44,0.20,0.34,0.92,0.57,0.34,0.46,0.35,0.19,0.0,0.30,0.41,0.29,0.73,0.33,0.54,0.28,0.27,0.54,0.21,0.92,0.21,0.58,0.26,0.15,0.62,0.24,0.65,0.40
0.14,0.10,0.26,0.18,0.20,0.06,0.05,0.22,0.12,0.06,0.12,0.11,0.0,0.11,0.10,1,0.15,0.10,0.0,0.0,0.24,0.15,0.18,0.12,0.09,0.07,0.10,0.13,0.11,0.24,0.18,0.08,0.12,0.28,0.11,0.07,0.0,0.09,0.11,0.10,0.15,0.32,0.16,0.13,0.03,0.16,0.01,0.18,0.05,0.23,0.47,0.11,0.24,0.29,0.11,0.07
0.26,0.43,0.35,0.31,0.63,0.40,0.15,0.81,0.78,0.21,0.17,0.37,0.0,0.21,0.85,0.15,1,0.35,0.0,0.0,0.66,0.75,0.74,0.29,0.25,0.30,0.59,0.42,0.15,0.30,0.98,0.49,0.37,0.55,0.30,0.18,0.0,0.30,0.48,0.25,0.83,0.31,0.62,0.28,0.29,0.64,0.22,0.98,0.22,0.65,0.36,0.19,0.70,0.23,0.66,0.43
0.18,0.35,0.33,0.15,0.41,0.31,0.08,0.26,0.31,0.04,0.07,0.18,0.0,0.08,0.30,0.10,0.35,1,0.0,0.0,0.24,0.56,0.23,0.08,0.01,0.10,0.18,0.22,0.07,0.20,0.34,0.23,0.20,0.26,0.16,0.04,0.0,0.15,0.28,0.13,0.51,0.06,0.27,0.13,0.10,0.24,0.05,0.36,0.10,0.30,0.09,0.09,0.22,0.12,0.34,0.20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
