1,0.14,0.02,0.09,0.03,0.05,0.0,0.13,0.16,0.01,0.10,0.18,0.07,0.07,-0.03,0.05,0.06,0.14,0.02,0.08,0.0,0.02,0.03,0.0,-0.10,-0.15,0.04,0.07,0.04,-0.01,0.09,0.02,0.02,0.0,0.07,-0.02,0.08,0.08,0.0,0.07,0.05,0.10,0.05,0.05,0.10,0.0,0.0,0.05
0.14,1,0.05,0.29,0.26,0.35,0.0,0.41,0.29,0.50,0.35,0.37,0.29,0.36,0.00,0.29,0.28,0.59,0.64,0.25,0.0,0.13,0.10,0.0,0.01,0.20,0.29,0.13,0.29,0.12,0.36,0.21,0.14,0.0,0.07,0.03,0.17,0.27,0.0,0.23,0.15,0.34,0.32,0.26,0.30,0.0,0.0,0.24
0.02,0.05,1,0.17,0.31,0.31,0.0,0.21,0.19,0.14,0.20,0.23,0.22,0.17,-0.00,0.21,0.19,0.19,0.09,0.14,0.0,0.01,0.14,0.0,0.02,0.21,0.15,0.10,0.08,0.09,0.13,0.14,0.87,0.0,0.15,0.06,0.14,0.17,0.0,0.25,0.12,0.22,0.07,0.37,0.06,0.0,0.0,0.14
0.09,0.29,0.17,1,0.48,0.51,0.0,0.49,0.51,0.25,0.56,0.50,0.52,0.69,-0.02,0.47,0.22,0.28,0.25,0.46,0.0,0.18,0.07,0.0,0.10,0.25,0.34,0.14,0.20,0.23,0.18,0.16,0.10,0.0,0.25,0.02,0.20,0.54,0.0,0.45,0.30,0.53,0.76,0.33,0.22,0.0,0.0,0.13
0.03,0.26,0.31,0.48,1,0.92,0.0,0.50,0.54,0.35,0.51,0.50,0.57,0.32,-0.02,0.43,0.26,0.41,0.39,0.38,0.0,0.15,0.19,0.0,0.05,0.12,0.41,0.11,0.16,0.49,0.25,0.27,0.19,0.0,0.64,0.03,0.15,0.53,0.0,0.36,0.25,0.46,0.43,0.34,0.23,0.0,0.0,0.24
0.05,0.35,0.31,0.51,0.92,1,0.0,0.75,0.71,0.42,0.80,0.79,0.79,0.45,-0.01,0.46,0.33,0.34,0.40,0.53,0.0,0.20,0.19,0.0,0.04,0.24,0.70,0.19,0.28,0.42,0.32,0.35,0.20,0.0,0.64,0.04,0.21,0.78,0.0,0.37,0.27,0.81,0.49,0.48,0.26,0.0,0.0,0.25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13,0.41,0.21,0.49,0.50,0.75,0.0,1,0.73,0.36,0.78,0.88,0.78,0.42,0.14,0.52,0.36,0.36,0.28,0.59,0.0,0.21,0.24,0.0,0.03,0.35,0.77,0.22,0.37,0.28,0.33,0.31,0.16,0.0,0.45,0.06,0.34,0.75,0.0,0.42,0.27,0.81,0.55,0.50,0.23,0.0,0.0,0.39
0.16,0.29,0.19,0.51,0.54,0.71,0.0,0.73,1,0.45,0.76,0.68,0.77,0.38,0.03,0.58,0.38,0.25,0.29,0.60,0.0,0.15,0.17,0.0,0.06,0.27,0.68,0.19,0.26,0.29,0.23,0.38,0.16,0.0,0.47,0.06,0.30,0.78,0.0,0.24,0.27,0.72,0.47,0.47,0.26,0.0,0.0,0.27
0.01,0.50,0.14,0.25,0.35,0.42,0.0,0.36,0.45,1,0.42,0.39,0.41,0.26,0.04,0.32,0.31,0.38,0.97,0.31,0.0,0.06,0.14,0.0,0.01,0.19,0.91,0.13,0.23,0.27,0.54,0.99,0.09,0.0,0.30,0.03,0.23,0.38,0.0,0.12,0.23,0.42,0.30,0.28,0.42,0.0,0.0,0.24
0.10,0.35,0.20,0.56,0.51,0.80,0.0,0.78,0.76,0.42,1,0.87,0.84,0.46,0.04,0.58,0.43,0.25,0.26,0.71,0.0,0.15,0.20,0.0,0.10,0.31,0.80,0.22,0.38,0.29,0.28,0.36,0.20,0.0,0.45,0.06,0.22,0.85,0.0,0.41,0.27,0.89,0.53,0.51,0.23,0.0,0.0,0.25
0.18,0.37,0.23,0.50,0.50,0.79,0.0,0.88,0.68,0.39,0.87,1,0.82,0.42,-0.01,0.55,0.40,0.31,0.29,0.54,0.0,0.18,0.29,0.0,0.07,0.36,0.81,0.27,0.43,0.36,0.30,0.35,0.20,0.0,0.40,0.07,0.35,0.79,0.0,0.35,0.26,0.93,0.59,0.52,0.32,0.0,0.0,0.25
