1,0.34,0.30,0.13,0.34,0.31,0.38,0.35,0.37,0.29,0.34,0.24,0.35
0.34,1,0.53,0.31,1.00,0.60,0.67,0.63,0.60,0.64,0.67,0.32,0.63
0.30,0.53,1,0.25,0.53,0.81,0.84,0.75,0.86,0.51,0.87,0.40,0.78
0.13,0.31,0.25,1,0.31,0.33,0.35,0.28,0.28,0.25,0.26,0.14,0.34
0.34,1.00,0.53,0.31,1,0.60,0.67,0.63,0.60,0.64,0.67,0.32,0.63
0.31,0.60,0.81,0.33,0.60,1,0.87,0.80,0.83,0.48,0.86,0.42,0.79
0.38,0.67,0.84,0.35,0.67,0.87,1,0.87,0.90,0.50,0.92,0.44,0.86
0.35,0.63,0.75,0.28,0.63,0.80,0.87,1,0.84,0.51,0.84,0.41,0.83
0.37,0.60,0.86,0.28,0.60,0.83,0.90,0.84,1,0.47,0.90,0.43,0.84
0.29,0.64,0.51,0.25,0.64,0.48,0.50,0.51,0.47,1,0.55,0.34,0.50
0.34,0.67,0.87,0.26,0.67,0.86,0.92,0.84,0.90,0.55,1,0.51,0.83
0.24,0.32,0.40,0.14,0.32,0.42,0.44,0.41,0.43,0.34,0.51,1,0.40
0.35,0.63,0.78,0.34,0.63,0.79,0.86,0.83,0.84,0.50,0.83,0.40,1
