1,-0.04,-0.04,0.00,-0.02,0.00,0.00,0.01,0.00,0.0,0.02,0.02,0.03,0.04,0.04,-0.01,0.03,0.04,0.00,0.03,0.04,-0.03,0.0,-0.03,0.03,0.02,0.0,0.0,-0.02
-0.04,1,0.18,0.38,0.22,0.24,0.57,0.22,0.16,0.0,0.54,0.23,0.26,0.22,0.61,0.30,0.25,0.41,0.27,0.33,0.41,-0.05,0.0,0.39,0.49,0.45,0.03,0.03,0.17
-0.04,0.18,1,0.34,0.17,0.20,0.13,0.08,0.10,0.0,0.11,0.13,0.26,0.17,0.24,0.24,0.25,0.25,0.22,0.07,0.29,0.12,0.0,0.21,0.21,0.32,0.19,0.06,0.10
0.00,0.38,0.34,1,0.22,0.22,0.35,0.36,0.33,0.0,0.25,0.26,0.38,0.35,0.53,0.41,0.42,0.74,0.45,0.25,0.89,0.09,0.0,0.35,0.39,0.80,0.14,0.12,0.17
-0.02,0.22,0.17,0.22,1,0.13,0.30,0.10,0.15,0.0,0.14,0.23,0.16,0.17,0.34,0.11,0.25,0.26,0.18,0.21,0.28,-0.01,0.0,0.19,0.18,0.23,-0.00,-0.04,0.13
0.00,0.24,0.20,0.22,0.13,1,0.25,0.12,0.78,0.0,0.06,0.12,0.15,0.20,0.26,0.32,0.12,0.34,0.31,0.12,0.37,-0.00,0.0,0.07,0.25,0.29,-0.00,0.04,0.04
0.00,0.57,0.13,0.35,0.30,0.25,1,0.05,0.29,0.0,0.58,0.19,0.18,0.25,0.67,0.25,0.21,0.44,0.25,0.55,0.39,-0.04,0.0,0.34,0.61,0.38,0.04,0.02,0.33
0.01,0.22,0.08,0.36,0.10,0.12,0.05,1,0.13,0.0,0.11,0.34,0.17,0.17,0.24,0.21,0.28,0.32,0.20,0.10,0.30,-0.07,0.0,0.26,0.09,0.32,-0.00,0.00,0.10
0.00,0.16,0.10,0.33,0.15,0.78,0.29,0.13,1,0.0,0.10,0.14,0.10,0.21,0.25,0.48,0.19,0.32,0.34,0.09,0.30,0.10,0.0,0.11,0.19,0.27,-0.04,0.04,0.03
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.54,0.11,0.25,0.14,0.06,0.58,0.11,0.10,0.0,1,0.17,0.17,0.10,0.54,0.07,0.13,0.39,0.14,0.37,0.35,-0.06,0.0,0.51,0.55,0.36,0.15,0.07,0.46
0.02,0.23,0.13,0.26,0.23,0.12,0.19,0.34,0.14,0.0,0.17,1,0.31,0.09,0.24,0.14,0.18,0.29,0.20,0.27,0.33,-0.04,0.0,0.26,0.34,0.29,0.11,0.02,0.08
0.03,0.26,0.26,0.38,0.16,0.15,0.18,0.17,0.10,0.0,0.17,0.31,1,0.18,0.28,0.17,0.30,0.34,0.21,0.17,0.33,-0.04,0.0,0.18,0.28,0.38,0.11,0.07,0.12
0.04,0.22,0.17,0.35,0.17,0.20,0.25,0.17,0.21,0.0,0.10,0.09,0.18,1,0.31,0.28,0.63,0.36,0.29,0.15,0.37,-0.02,0.0,0.21,0.24,0.36,-0.01,0.07,0.06
0.04,0.61,0.24,0.53,0.34,0.26,0.67,0.24,0.25,0.0,0.54,0.24,0.28,0.31,1,0.37,0.32,0.83,0.33,0.53,0.85,0.06,0.0,0.57,0.75,0.67,0.07,-0.01,0.41
-0.01,0.30,0.24,0.41,0.11,0.32,0.25,0.21,0.48,0.0,0.07,0.14,0.17,0.28,0.37,1,0.21,0.48,0.38,0.08,0.50,0.07,0.0,0.11,0.38,0.44,0.04,0.00,0.06
0.03,0.25,0.25,0.42,0.25,0.12,0.21,0.28,0.19,0.0,0.13,0.18,0.30,0.63,0.32,0.21,1,0.40,0.34,0.23,0.43,0.04,0.0,0.34,0.24,0.41,0.08,0.08,0.08
0.04,0.41,0.25,0.74,0.26,0.34,0.44,0.32,0.32,0.0,0.39,0.29,0.34,0.36,0.83,0.48,0.40,1,0.41,0.33,0.95,0.09,0.0,0.47,0.53,0.84,0.16,0.08,0.26
0.00,0.27,0.22,0.45,0.18,0.31,0.25,0.20,0.34,0.0,0.14,0.20,0.21,0.29,0.33,0.38,0.34,0.41,1,0.23,0.43,-0.05,0.0,0.28,0.37,0.40,0.09,0.15,0.11
0.03,0.33,0.07,0.25,0.21,0.12,0.55,0.10,0.09,0.0,0.37,0.27,0.17,0.15,0.53,0.08,0.23,0.33,0.23,1,0.33,0.08,0.0,0.31,0.54,0.73,0.21,-0.02,0.30
0.04,0.41,0.29,0.89,0.28,0.37,0.39,0.30,0.30,0.0,0.35,0.33,0.33,0.37,0.85,0.50,0.43,0.95,0.43,0.33,1,0.15,0.0,0.48,0.49,0.87,0.26,0.47,0.19
