1,0.40,0.10,0.22,-0.01,0.0
0.40,1,0.07,0.41,-0.04,0.0
0.10,0.07,1,0.15,-0.05,0.0
0.22,0.41,0.15,1,-0.01,0.0
-0.01,-0.04,-0.05,-0.01,1,0.0
0.0,0.0,0.0,0.0,0.0,0.0
