1,0.12,0.17,0.28,0.26,0.12,0.07,0.09,0.18,0.09,0.15,0.08,0.13,0.21,0.09,0.09,0.21,0.16,0.14,0.25,0.0,1.00,0.15,0.14,0.29,0.03,1.00,0.21,0.30,0.24,0.19,0.24,0.15
0.12,1,-0.02,0.13,0.02,-0.07,0.04,0.12,0.10,0.02,0.04,0.06,0.14,0.13,0.20,0.00,0.07,0.04,0.19,0.19,0.0,0.12,-0.08,0.18,0.14,0.01,0.12,0.12,0.11,0.01,0.06,0.19,0.02
0.17,-0.02,1,0.09,0.30,-0.12,0.05,0.06,0.40,0.60,0.18,0.19,0.08,0.10,0.07,0.12,0.14,0.31,0.17,0.10,0.0,0.17,0.53,0.10,0.25,0.10,0.17,0.33,0.11,0.07,0.19,0.15,0.21
0.28,0.13,0.09,1,0.10,0.07,0.19,0.11,0.11,0.16,0.17,0.12,0.12,0.13,0.05,0.06,0.11,0.16,0.15,0.34,0.0,0.28,0.12,0.14,0.17,0.14,0.28,0.25,0.15,0.07,0.14,0.15,0.19
0.26,0.02,0.30,0.10,1,0.07,0.15,0.09,0.13,0.17,0.29,0.09,0.02,0.16,0.25,0.24,0.21,0.26,0.21,0.18,0.0,0.26,0.02,0.19,0.16,0.20,0.26,0.32,0.15,0.22,0.25,0.13,0.18
0.12,-0.07,-0.12,0.07,0.07,1,0.02,0.06,0.05,0.01,0.13,0.20,0.16,0.18,0.06,0.02,0.03,0.11,0.06,0.17,0.0,0.12,-0.01,0.26,-0.00,0.0,0.12,0.06,0.08,0.19,0.11,-0.03,0.05
0.07,0.04,0.05,0.19,0.15,0.02,1,0.03,0.02,0.04,0.19,0.08,0.03,0.14,0.03,0.05,0.10,0.26,0.15,0.20,0.0,0.07,0.10,0.26,0.08,0.02,0.07,0.15,0.01,0.08,0.17,0.28,0.39
0.09,0.12,0.06,0.11,0.09,0.06,0.03,1,0.16,0.03,0.14,0.33,0.24,0.18,0.10,0.07,0.21,0.19,0.28,0.20,0.0,0.09,0.25,0.21,0.28,0.06,0.09,0.30,0.17,0.06,0.21,0.20,0.08
0.18,0.10,0.40,0.11,0.13,0.05,0.02,0.16,1,0.45,0.14,0.22,0.15,0.14,0.08,0.16,0.03,0.10,0.06,0.09,0.0,0.18,0.30,0.12,0.30,0.08,0.18,0.21,0.10,0.05,0.09,0.18,0.10
0.09,0.02,0.60,0.16,0.17,0.01,0.04,0.03,0.45,1,0.24,0.09,0.01,0.05,0.23,0.04,0.13,0.14,0.20,0.11,0.0,0.09,0.53,0.13,0.05,0.08,0.09,0.23,0.16,0.05,0.06,0.10,0.05
0.15,0.04,0.18,0.17,0.29,0.13,0.19,0.14,0.14,0.24,1,0.13,0.05,0.46,0.17,0.06,0.34,0.46,0.32,0.43,0.0,0.15,0.30,0.37,0.48,0.07,0.15,0.46,0.35,0.14,0.39,0.38,0.45
0.08,0.06,0.19,0.12,0.09,0.20,0.08,0.33,0.22,0.09,0.13,1,0.10,0.24,0.05,0.20,0.13,0.16,0.52,0.12,0.0,0.08,0.13,0.23,0.15,0.03,0.08,0.32,0.26,0.13,0.19,0.13,0.19
0.13,0.14,0.08,0.12,0.02,0.16,0.03,0.24,0.15,0.01,0.05,0.10,1,0.09,0.07,0.01,0.09,0.11,0.05,0.06,0.0,0.13,0.27,0.10,0.16,0.09,0.13,0.23,0.10,0.09,0.21,0.04,0.08
0.21,0.13,0.10,0.13,0.16,0.18,0.14,0.18,0.14,0.05,0.46,0.24,0.09,1,0.20,0.09,0.40,0.43,0.34,0.43,0.0,0.21,0.36,0.34,0.57,0.15,0.21,0.43,0.43,0.16,0.44,0.36,0.40
0.09,0.20,0.07,0.05,0.25,0.06,0.03,0.10,0.08,0.23,0.17,0.05,0.07,0.20,1,0.02,0.18,0.14,0.23,0.12,0.0,0.09,-0.01,0.84,0.23,0.09,0.09,0.20,0.21,0.07,0.20,0.28,0.08
0.09,0.00,0.12,0.06,0.24,0.02,0.05,0.07,0.16,0.04,0.06,0.20,0.01,0.09,0.02,1,0.18,0.13,0.09,0.22,0.0,0.09,0.07,0.15,0.12,0.14,0.09,0.19,0.12,0.08,0.08,0.07,0.18
0.21,0.07,0.14,0.11,0.21,0.03,0.10,0.21,0.03,0.13,0.34,0.13,0.09,0.40,0.18,0.18,1,0.41,0.38,0.46,0.0,0.21,0.10,0.33,0.55,0.11,0.21,0.47,0.42,0.12,0.46,0.29,0.31
