1,0.16,0.30,0.12,0.48,0.25,0.28,0.31,0.17,0.24,0.06,0.35,0.08,0.17,0.36,0.12,0.30,0.30,0.26,0.30,0.23,0.21,0.17,0.14,0.27,0.19,0.24,0.30,0.17,0.38,0.11,0.18,0.25,0.11,0.0,0.0,0.17
0.16,1,0.29,0.06,0.12,0.30,0.21,0.25,0.09,0.09,-0.02,0.19,0.09,0.08,0.07,0.15,0.22,0.08,0.04,0.16,0.10,0.10,0.16,0.10,0.16,0.04,0.22,0.13,0.33,0.08,0.13,0.17,0.17,0.20,0.0,0.0,0.11
0.30,0.29,1,0.25,0.43,0.33,0.38,0.46,0.42,0.23,0.00,0.48,0.13,0.14,0.29,0.22,0.38,0.31,0.24,0.38,0.40,0.38,0.20,0.17,0.37,0.26,0.30,0.42,0.29,0.20,0.11,0.39,0.47,0.21,0.0,0.0,0.21
0.12,0.06,0.25,1,0.21,0.21,0.12,0.19,0.26,0.22,0.0,0.28,0.09,0.06,0.08,0.08,0.12,0.05,0.09,0.12,0.09,0.24,0.09,0.13,0.13,0.18,0.16,0.18,0.31,0.12,0.04,0.25,0.25,0.03,0.0,0.0,0.10
0.48,0.12,0.43,0.21,1,0.31,0.29,0.37,0.25,0.32,0.00,0.39,0.20,0.16,0.57,0.47,0.28,0.25,0.47,0.45,0.39,0.27,0.10,0.09,0.35,0.24,0.17,0.34,0.12,0.28,0.16,0.26,0.26,0.23,0.0,0.0,0.29
0.25,0.30,0.33,0.21,0.31,1,0.19,0.31,0.11,0.18,0.05,0.37,0.09,0.13,0.21,0.30,0.17,0.17,0.33,0.17,0.24,0.12,0.10,0.10,0.24,0.48,0.20,0.29,0.13,0.11,0.02,0.32,0.25,0.21,0.0,0.0,0.20
0.28,0.21,0.38,0.12,0.29,0.19,1,0.39,0.25,0.14,0.02,0.42,0.14,0.10,0.15,0.20,0.36,0.31,0.20,0.19,0.13,0.29,0.14,0.07,0.34,0.22,0.24,0.32,0.25,0.21,0.07,0.38,0.25,0.08,0.0,0.0,0.34
0.31,0.25,0.46,0.19,0.37,0.31,0.39,1,0.17,0.32,-0.05,0.41,0.07,0.29,0.24,0.16,0.42,0.31,0.30,0.17,0.18,0.21,0.30,0.08,0.36,0.08,0.15,0.24,0.18,0.18,0.20,0.26,0.30,0.15,0.0,0.0,0.30
0.17,0.09,0.42,0.26,0.25,0.11,0.25,0.17,1,0.04,0.0,0.31,0.05,0.08,0.08,0.15,0.21,0.06,0.11,0.25,0.30,0.17,0.12,0.07,0.18,0.49,0.21,0.41,0.11,0.20,0.00,0.24,0.18,0.02,0.0,0.0,0.32
0.24,0.09,0.23,0.22,0.32,0.18,0.14,0.32,0.04,1,-0.05,0.25,0.40,0.14,0.19,0.13,0.27,0.19,0.25,0.23,0.15,0.12,0.25,0.19,0.19,0.13,0.14,0.18,0.12,0.28,0.17,0.10,0.22,0.06,0.0,0.0,0.10
0.06,-0.02,0.00,0.0,0.00,0.05,0.02,-0.05,0.0,-0.05,1,-0.05,-0.04,-0.02,0.00,0.0,-0.01,-0.02,-0.00,-0.04,0.0,0.0,0.08,0.0,-0.01,0.08,-0.03,0.07,-0.03,-0.06,-0.01,0.03,0.05,0.0,0.0,0.0,0.01
0.35,0.19,0.48,0.28,0.39,0.37,0.42,0.41,0.31,0.25,-0.05,1,0.16,0.16,0.31,0.24,0.33,0.38,0.25,0.19,0.23,0.32,0.20,0.09,0.28,0.16,0.30,0.54,0.24,0.16,0.13,0.37,0.43,0.11,0.0,0.0,0.59
0.08,0.09,0.13,0.09,0.20,0.09,0.14,0.07,0.05,0.40,-0.04,0.16,1,0.39,0.27,0.17,0.14,0.06,0.13,0.06,0.28,0.10,0.12,0.11,0.11,0.06,0.14,0.22,0.19,0.06,0.13,0.10,0.15,0.13,0.0,0.0,0.06
0.17,0.08,0.14,0.06,0.16,0.13,0.10,0.29,0.08,0.14,-0.02,0.16,0.39,1,0.11,0.50,0.23,0.08,0.13,0.08,0.06,0.09,0.23,0.10,0.08,0.02,0.13,0.31,0.06,0.12,0.20,0.05,0.15,0.07,0.0,0.0,0.17
0.36,0.07,0.29,0.08,0.57,0.21,0.15,0.24,0.08,0.19,0.00,0.31,0.27,0.11,1,0.36,0.20,0.21,0.67,0.27,0.16,0.20,0.15,0.06,0.24,0.11,0.21,0.19,0.07,0.21,0.17,0.18,0.23,0.11,0.0,0.0,0.26
0.12,0.15,0.22,0.08,0.47,0.30,0.20,0.16,0.15,0.13,0.0,0.24,0.17,0.50,0.36,1,0.14,0.23,0.23,0.22,0.15,0.12,0.06,0.10,0.18,0.10,0.19,0.12,0.17,0.10,0.12,0.16,0.12,0.13,0.0,0.0,0.10
0.30,0.22,0.38,0.12,0.28,0.17,0.36,0.42,0.21,0.27,-0.01,0.33,0.14,0.23,0.20,0.14,1,0.27,0.28,0.22,0.16,0.21,0.23,0.09,0.40,0.05,0.28,0.34,0.17,0.28,0.30,0.31,0.27,0.18,0.0,0.0,0.26
0.30,0.08,0.31,0.05,0.25,0.17,0.31,0.31,0.06,0.19,-0.02,0.38,0.06,0.08,0.21,0.23,0.27,1,0.27,0.20,0.11,0.24,0.17,0.07,0.28,0.12,0.21,0.25,0.26,0.14,0.14,0.20,0.17,0.12,0.0,0.0,0.16
0.26,0.04,0.24,0.09,0.47,0.33,0.20,0.30,0.11,0.25,-0.00,0.25,0.13,0.13,0.67,0.23,0.28,0.27,1,0.23,0.17,0.19,0.14,0.12,0.22,0.11,0.19,0.24,0.11,0.15,0.17,0.18,0.24,0.04,0.0,0.0,0.10
0.30,0.16,0.38,0.12,0.45,0.17,0.19,0.17,0.25,0.23,-0.04,0.19,0.06,0.08,0.27,0.22,0.22,0.20,0.23,1,0.32,0.61,0.08,0.04,0.21,0.24,0.16,0.46,0.13,0.45,0.02,0.21,0.17,0.13,0.0,0.0,0.08
0.23,0.10,0.40,0.09,0.39,0.24,0.13,0.18,0.30,0.15,0.0,0.23,0.28,0.06,0.16,0.15,0.16,0.11,0.17,0.32,1,0.11,0.16,0.18,0.26,0.12,0.12,0.21,0.11,0.10,0.01,0.08,0.25,0.21,0.0,0.0,0.12
0.21,0.10,0.38,0.24,0.27,0.12,0.29,0.21,0.17,0.12,0.0,0.32,0.10,0.09,0.20,0.12,0.21,0.24,0.19,0.61,0.11,1,0.11,0.09,0.28,0.17,0.27,0.37,0.19,0.09,0.28,0.32,0.18,-0.06,0.0,0.0,0.25
0.17,0.16,0.20,0.09,0.10,0.10,0.14,0.30,0.12,0.25,0.08,0.20,0.12,0.23,0.15,0.06,0.23,0.17,0.14,0.08,0.16,0.11,1,0.01,0.14,0.06,0.17,0.13,0.19,0.25,0.08,0.31,0.23,0.10,0.0,0.0,0.28
0.14,0.10,0.17,0.13,0.09,0.10,0.07,0.08,0.07,0.19,0.0,0.09,0.11,0.10,0.06,0.10,0.09,0.07,0.12,0.04,0.18,0.09,0.01,1,0.07,0.05,0.07,0.14,0.18,0.14,0.06,0.04,0.09,0.06,0.0,0.0,0.04
0.27,0.16,0.37,0.13,0.35,0.24,0.34,0.36,0.18,0.19,-0.01,0.28,0.11,0.08,0.24,0.18,0.40,0.28,0.22,0.21,0.26,0.28,0.14,0.07,1,0.07,0.17,0.21,0.19,0.22,0.14,0.26,0.23,0.10,0.0,0.0,0.37
0.19,0.04,0.26,0.18,0.24,0.48,0.22,0.08,0.49,0.13,0.08,0.16,0.06,0.02,0.11,0.10,0.05,0.12,0.11,0.24,0.12,0.17,0.06,0.05,0.07,1,0.09,0.22,0.06,0.09,0.12,0.44,0.13,0.03,0.0,0.0,0.13
0.24,0.22,0.30,0.16,0.17,0.20,0.24,0.15,0.21,0.14,-0.03,0.30,0.14,0.13,0.21,0.19,0.28,0.21,0.19,0.16,0.12,0.27,0.17,0.07,0.17,0.09,1,0.31,0.12,0.17,0.14,0.13,0.36,0.07,0.0,0.0,0.17
0.30,0.13,0.42,0.18,0.34,0.29,0.32,0.24,0.41,0.18,0.07,0.54,0.22,0.31,0.19,0.12,0.34,0.25,0.24,0.46,0.21,0.37,0.13,0.14,0.21,0.22,0.31,1,0.20,0.22,0.12,0.33,0.19,0.15,0.0,0.0,0.31
0.17,0.33,0.29,0.31,0.12,0.13,0.25,0.18,0.11,0.12,-0.03,0.24,0.19,0.06,0.07,0.17,0.17,0.26,0.11,0.13,0.11,0.19,0.19,0.18,0.19,0.06,0.12,0.20,1,0.35,0.06,0.15,0.29,0.17,0.0,0.0,0.31
0.38,0.08,0.20,0.12,0.28,0.11,0.21,0.18,0.20,0.28,-0.06,0.16,0.06,0.12,0.21,0.10,0.28,0.14,0.15,0.45,0.10,0.09,0.25,0.14,0.22,0.09,0.17,0.22,0.35,1,0.09,0.22,0.19,0.09,0.0,0.0,0.08
0.11,0.13,0.11,0.04,0.16,0.02,0.07,0.20,0.00,0.17,-0.01,0.13,0.13,0.20,0.17,0.12,0.30,0.14,0.17,0.02,0.01,0.28,0.08,0.06,0.14,0.12,0.14,0.12,0.06,0.09,1,0.06,0.06,0.07,0.0,0.0,0.18
0.18,0.17,0.39,0.25,0.26,0.32,0.38,0.26,0.24,0.10,0.03,0.37,0.10,0.05,0.18,0.16,0.31,0.20,0.18,0.21,0.08,0.32,0.31,0.04,0.26,0.44,0.13,0.33,0.15,0.22,0.06,1,0.36,0.10,0.0,0.0,0.25
0.25,0.17,0.47,0.25,0.26,0.25,0.25,0.30,0.18,0.22,0.05,0.43,0.15,0.15,0.23,0.12,0.27,0.17,0.24,0.17,0.25,0.18,0.23,0.09,0.23,0.13,0.36,0.19,0.29,0.19,0.06,0.36,1,0.13,0.0,0.0,0.22
0.11,0.20,0.21,0.03,0.23,0.21,0.08,0.15,0.02,0.06,0.0,0.11,0.13,0.07,0.11,0.13,0.18,0.12,0.04,0.13,0.21,-0.06,0.10,0.06,0.10,0.03,0.07,0.15,0.17,0.09,0.07,0.10,0.13,1,0.0,0.0,0.03
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17,0.11,0.21,0.10,0.29,0.20,0.34,0.30,0.32,0.10,0.01,0.59,0.06,0.17,0.26,0.10,0.26,0.16,0.10,0.08,0.12,0.25,0.28,0.04,0.37,0.13,0.17,0.31,0.31,0.08,0.18,0.25,0.22,0.03,0.0,0.0,1
