1,0.27,0.0,0.26,0.15,0.22,0.29,0.0,0.06,0.10,0.02,0.12,0.16,0.08,0.02
0.27,1,0.0,0.12,0.31,0.27,0.61,0.0,0.28,0.33,0.12,0.05,0.07,0.25,0.20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26,0.12,0.0,1,0.12,0.17,0.21,0.0,0.06,0.15,0.21,0.03,0.14,0.01,-0.02
0.15,0.31,0.0,0.12,1,0.17,0.23,0.0,0.02,0.15,0.19,0.06,0.14,0.18,0.02
0.22,0.27,0.0,0.17,0.17,1,0.27,0.0,0.10,0.21,0.14,0.04,0.12,0.18,0.06
0.29,0.61,0.0,0.21,0.23,0.27,1,0.0,0.22,0.34,0.12,0.11,0.31,0.25,0.08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,0.28,0.0,0.06,0.02,0.10,0.22,0.0,1,0.05,0.01,-0.01,0.01,0.05,0.50
0.10,0.33,0.0,0.15,0.15,0.21,0.34,0.0,0.05,1,0.13,0.06,0.12,0.24,0.09
0.02,0.12,0.0,0.21,0.19,0.14,0.12,0.0,0.01,0.13,1,0.07,0.02,0.06,-0.02
0.12,0.05,0.0,0.03,0.06,0.04,0.11,0.0,-0.01,0.06,0.07,1,0.20,0.01,0.01
0.16,0.07,0.0,0.14,0.14,0.12,0.31,0.0,0.01,0.12,0.02,0.20,1,0.17,0.04
0.08,0.25,0.0,0.01,0.18,0.18,0.25,0.0,0.05,0.24,0.06,0.01,0.17,1,0.01
0.02,0.20,0.0,-0.02,0.02,0.06,0.08,0.0,0.50,0.09,-0.02,0.01,0.04,0.01,1
