1,0.41,0.32,0.17,0.17,0.18,0.26,0.45,0.63,0.10,0.43,0.02,0.26,0.29,0.16,0.40,0.16,0.42,0.30,0.35,0.33,0.41,0.42,0.0,0.02,0.30,0.06,0.31,0.48,0.22,0.02,0.23,0.09,0.45,0.14,0.24,0.28,0.42,0.0,0.11,0.22,0.0,0.05,0.21,0.21,0.34,0.12,0.18,0.01,0.10,0.12,0.15,0.38,0.15,0.24
0.41,1,0.44,0.43,0.21,0.13,0.22,0.28,0.42,0.17,0.47,-0.01,0.54,0.13,0.19,0.41,0.09,0.42,0.34,0.43,0.45,1.00,0.43,0.0,0.04,0.57,0.07,0.30,0.63,0.28,-0.01,0.27,0.36,0.14,0.19,0.46,0.22,0.44,0.0,0.13,0.13,0.0,0.04,0.16,0.34,0.52,0.11,0.18,0.03,0.11,0.11,0.11,0.45,0.19,0.39
0.32,0.44,1,0.38,0.40,0.32,0.26,0.38,0.49,0.20,0.78,0.14,0.43,0.08,0.22,0.36,0.20,0.65,0.14,0.52,0.50,0.46,0.48,0.0,0.07,0.44,0.08,0.38,0.42,0.46,0.14,0.49,0.21,0.31,0.42,0.31,0.28,0.69,0.0,0.17,0.30,0.0,0.05,0.16,0.28,0.62,0.17,0.27,0.17,0.16,0.26,0.10,0.50,0.32,0.39
0.17,0.43,0.38,1,0.32,0.24,0.19,0.25,0.38,0.14,0.45,0.02,0.23,0.09,0.41,0.26,0.36,0.36,0.15,0.31,0.30,0.39,0.26,0.0,0.07,0.18,0.04,0.15,0.17,0.31,0.02,0.32,0.48,0.18,0.22,0.23,0.20,0.39,0.0,0.19,0.07,0.0,0.00,0.06,0.23,0.40,0.16,0.19,0.09,0.07,0.13,0.41,0.26,0.24,0.27
0.17,0.21,0.40,0.32,1,0.21,0.24,0.15,0.34,0.10,0.48,0.05,0.21,0.10,0.15,0.26,0.26,0.42,0.14,0.31,0.43,0.21,0.25,0.0,0.01,0.17,0.08,0.22,0.10,0.35,0.05,0.32,0.13,0.21,0.50,0.08,0.22,0.60,0.0,0.09,0.22,0.0,0.02,0.12,0.07,0.31,0.22,0.18,0.13,0.07,0.37,0.06,0.33,0.23,0.36
0.18,0.13,0.32,0.24,0.21,1,0.09,0.10,0.18,0.16,0.32,0.09,0.07,0.10,0.16,0.11,0.20,0.33,0.13,0.22,0.19,0.14,0.16,0.0,0.21,0.12,0.07,0.35,0.12,0.31,0.09,0.28,0.10,0.24,0.25,0.06,0.12,0.31,0.0,0.03,0.23,0.0,0.02,0.06,0.16,0.18,0.05,0.17,0.00,0.22,0.17,0.06,0.25,0.06,0.19
0.26,0.22,0.26,0.19,0.24,0.09,1,0.10,0.23,0.09,0.30,0.00,0.11,0.13,0.16,0.10,0.10,0.49,0.17,0.20,0.22,0.23,0.15,0.0,0.04,0.18,0.07,0.17,0.15,0.35,0.00,0.18,0.25,0.19,0.21,0.24,0.17,0.50,0.0,0.07,0.64,0.0,0.01,0.07,0.09,0.23,0.15,0.13,0.04,0.23,0.19,0.03,0.24,0.15,0.18
0.45,0.28,0.38,0.25,0.15,0.10,0.10,1,0.36,0.12,0.41,0.14,0.30,0.09,0.23,0.38,0.12,0.35,0.44,0.34,0.40,0.29,0.32,0.0,0.02,0.32,0.14,0.26,0.33,0.28,0.14,0.21,0.17,0.33,0.20,0.19,0.23,0.39,0.0,0.16,0.16,0.0,0.08,0.06,0.47,0.41,0.12,0.25,0.23,0.15,0.15,0.18,0.36,0.27,0.41
0.63,0.42,0.49,0.38,0.34,0.18,0.23,0.36,1,0.16,0.53,0.06,0.37,0.22,0.20,0.33,0.13,0.55,0.15,0.33,0.33,0.43,0.34,0.0,0.05,0.34,0.12,0.30,0.42,0.31,0.06,0.40,0.22,0.44,0.27,0.24,0.30,0.55,0.0,0.07,0.21,0.0,-0.04,0.06,0.31,0.48,0.16,0.17,0.07,0.13,0.19,0.18,0.32,0.19,0.35
0.10,0.17,0.20,0.14,0.10,0.16,0.09,0.12,0.16,1,0.18,0.03,0.21,0.02,0.29,0.21,0.15,0.18,0.12,0.19,0.08,0.19,0.20,0.0,0.01,0.15,0.04,0.17,0.15,0.10,0.03,0.12,0.13,0.15,0.15,0.19,0.12,0.16,0.0,0.29,0.17,0.0,-0.11,0.07,0.37,0.14,0.05,0.22,0.17,0.22,0.09,0.06,0.13,0.27,0.14
0.43,0.47,0.78,0.45,0.48,0.32,0.30,0.41,0.53,0.18,1,0.10,0.49,0.14,0.30,0.39,0.26,0.83,0.13,0.62,0.51,0.47,0.52,0.0,0.12,0.43,0.12,0.48,0.45,0.54,0.10,0.59,0.33,0.38,0.53,0.36,0.32,0.91,0.0,0.15,0.25,0.0,0.08,0.16,0.21,0.69,0.19,0.33,0.16,0.19,0.36,0.11,0.61,0.37,0.47
0.02,-0.01,0.14,0.02,0.05,0.09,0.00,0.14,0.06,0.03,0.10,1,0.11,0.0,0.04,0.03,0.08,0.09,0.03,0.07,0.10,0.01,0.08,0.0,-0.03,0.02,0.15,0.07,-0.02,0.25,1.00,0.05,0.04,0.06,0.10,-0.02,0.00,0.10,0.0,0.09,0.06,0.0,-0.01,0.03,0.06,0.05,0.15,0.06,0.10,-0.08,-0.02,0.04,0.07,0.10,0.04
0.26,0.54,0.43,0.23,0.21,0.07,0.11,0.30,0.37,0.21,0.49,0.11,1,0.14,0.31,0.42,0.12,0.46,0.26,0.36,0.34,0.55,0.39,0.0,0.06,0.56,0.11,0.31,0.41,0.25,0.11,0.26,0.22,0.28,0.21,0.48,0.21,0.43,0.0,0.17,0.18,0.0,0.04,0.16,0.32,0.68,0.10,0.21,0.03,0.07,0.12,0.03,0.40,0.21,0.36
0.29,0.13,0.08,0.09,0.10,0.10,0.13,0.09,0.22,0.02,0.14,0.0,0.14,1,0.14,0.25,0.01,0.13,-0.06,0.09,0.06,0.14,0.14,0.0,0.03,0.06,0.04,0.05,0.09,0.12,0.0,0.04,0.19,0.27,0.12,0.08,0.05,0.16,0.0,0.03,0.03,0.0,-0.01,0.16,0.10,0.35,-0.07,0.04,0.0,0.20,0.06,0.04,0.28,0.04,0.08
0.16,0.19,0.22,0.41,0.15,0.16,0.16,0.23,0.20,0.29,0.30,0.04,0.31,0.14,1,0.41,0.18,0.23,0.14,0.39,0.20,0.19,0.36,0.0,0.05,0.22,0.06,0.16,0.09,0.22,0.04,0.49,0.07,0.15,0.17,0.19,0.26,0.25,0.0,0.07,0.11,0.0,0.03,0.14,0.11,0.25,0.19,0.25,0.04,0.07,0.08,0.02,0.19,0.24,0.20
0.40,0.41,0.36,0.26,0.26,0.11,0.10,0.38,0.33,0.21,0.39,0.03,0.42,0.25,0.41,1,0.15,0.37,0.06,0.58,0.40,0.38,0.37,0.0,0.09,0.28,0.14,0.34,0.46,0.22,0.03,0.40,0.14,0.28,0.17,0.33,0.45,0.38,0.0,0.18,0.15,0.0,0.01,0.27,0.38,0.48,0.04,0.16,0.15,0.15,0.08,0.11,0.31,0.17,0.34
0.16,0.09,0.20,0.36,0.26,0.20,0.10,0.12,0.13,0.15,0.26,0.08,0.12,0.01,0.18,0.15,1,0.25,0.06,0.22,0.16,0.10,0.13,0.0,0.03,0.09,0.02,0.16,0.08,0.27,0.08,0.17,0.25,0.15,0.26,0.03,0.09,0.28,0.0,0.14,0.10,0.0,0.03,0.09,0.11,0.16,0.12,0.26,0.09,0.11,0.18,0.20,0.16,0.23,0.12
0.42,0.42,0.65,0.36,0.42,0.33,0.49,0.35,0.55,0.18,0.83,0.09,0.46,0.13,0.23,0.37,0.25,1,0.16,0.55,0.44,0.42,0.49,0.0,0.09,0.36,0.09,0.56,0.34,0.47,0.09,0.46,0.24,0.40,0.46,0.35,0.27,0.98,0.0,0.21,0.37,0.0,0.07,0.19,0.29,0.64,0.26,0.30,0.15,0.24,0.30,0.17,0.55,0.35,0.42
0.30,0.34,0.14,0.15,0.14,0.13,0.17,0.44,0.15,0.12,0.13,0.03,0.26,-0.06,0.14,0.06,0.06,0.16,1,0.07,0.10,0.32,0.11,0.0,0.01,0.62,0.06,0.03,0.17,0.16,0.03,0.16,0.05,0.05,0.04,0.13,0.09,0.11,0.0,0.30,0.08,0.0,0.17,-0.03,0.05,0.19,0.12,0.26,0.13,0.09,0.09,0.01,0.11,0.09,0.30
0.35,0.43,0.52,0.31,0.31,0.22,0.20,0.34,0.33,0.19,0.62,0.07,0.36,0.09,0.39,0.58,0.22,0.55,0.07,1,0.40,0.44,0.43,0.0,0.09,0.37,0.11,0.39,0.33,0.34,0.07,0.44,0.18,0.31,0.40,0.39,0.35,0.59,0.0,0.16,0.17,0.0,0.03,0.20,0.31,0.57,0.14,0.23,0.09,0.07,0.25,0.26,0.45,0.27,0.33
0.33,0.45,0.50,0.30,0.43,0.19,0.22,0.40,0.33,0.08,0.51,0.10,0.34,0.06,0.20,0.40,0.16,0.44,0.10,0.40,1,0.46,0.51,0.0,0.06,0.26,0.20,0.29,0.23,0.38,0.10,0.32,0.15,0.28,0.36,0.27,0.31,0.48,0.0,0.09,0.19,0.0,0.21,0.02,0.14,0.44,0.19,0.17,0.09,0.17,0.25,0.09,0.34,0.27,0.60
0.41,1.00,0.46,0.39,0.21,0.14,0.23,0.29,0.43,0.19,0.47,0.01,0.55,0.14,0.19,0.38,0.10,0.42,0.32,0.44,0.46,1,0.43,0.0,0.04,0.57,0.08,0.30,0.64,0.27,0.01,0.26,0.38,0.17,0.20,0.45,0.22,0.45,0.0,0.15,0.13,0.0,0.04,0.15,0.46,0.52,0.11,0.17,0.02,0.10,0.12,0.12,0.46,0.18,0.39
0.42,0.43,0.48,0.26,0.25,0.16,0.15,0.32,0.34,0.20,0.52,0.08,0.39,0.14,0.36,0.37,0.13,0.49,0.11,0.43,0.51,0.43,1,0.0,0.13,0.40,0.05,0.34,0.35,0.32,0.08,0.51,0.16,0.22,0.29,0.23,0.16,0.46,0.0,0.11,0.13,0.0,0.05,0.18,0.18,0.45,0.10,0.15,0.06,0.14,0.17,0.22,0.31,0.24,0.46
