1,0.0,0.13,0.10,0.03,0.03,0.20,0.23,0.08,0.0,0.12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13,0.0,1,0.10,0.18,0.08,0.18,0.24,0.58,0.0,0.11
0.10,0.0,0.10,1,0.16,0.00,0.19,0.22,0.14,0.0,0.01
0.03,0.0,0.18,0.16,1,0.13,0.17,0.17,0.11,0.0,0.31
0.03,0.0,0.08,0.00,0.13,1,0.07,0.02,0.05,0.0,0.14
0.20,0.0,0.18,0.19,0.17,0.07,1,0.14,0.10,0.0,0.15
0.23,0.0,0.24,0.22,0.17,0.02,0.14,1,0.16,0.0,0.01
0.08,0.0,0.58,0.14,0.11,0.05,0.10,0.16,1,0.0,0.08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12,0.0,0.11,0.01,0.31,0.14,0.15,0.01,0.08,0.0,1
