1,0.38,0.21,0.33,0.37,0.46,0.37
0.38,1,0.34,0.27,0.17,0.23,0.18
0.21,0.34,1,0.19,0.12,0.16,0.08
0.33,0.27,0.19,1,0.16,0.13,0.14
0.37,0.17,0.12,0.16,1,0.21,0.15
0.46,0.23,0.16,0.13,0.21,1,0.29
0.37,0.18,0.08,0.14,0.15,0.29,1
