1,0.30,0.33,0.23,0.34,0.24,0.20,0.26,0.29,0.16,0.07,0.34
0.30,1,0.40,0.41,0.10,0.40,0.16,0.45,0.54,0.08,0.09,0.35
0.33,0.40,1,0.33,0.28,0.22,0.16,0.62,0.24,0.10,0.04,0.26
0.23,0.41,0.33,1,0.22,0.47,0.18,0.44,0.24,0.09,0.23,0.24
0.34,0.10,0.28,0.22,1,0.26,0.17,0.28,0.07,0.22,0.01,0.22
0.24,0.40,0.22,0.47,0.26,1,0.50,0.17,0.26,0.25,0.15,0.24
0.20,0.16,0.16,0.18,0.17,0.50,1,0.21,0.17,0.04,0.08,0.34
0.26,0.45,0.62,0.44,0.28,0.17,0.21,1,0.19,0.13,0.17,0.29
0.29,0.54,0.24,0.24,0.07,0.26,0.17,0.19,1,0.06,0.05,0.33
0.16,0.08,0.10,0.09,0.22,0.25,0.04,0.13,0.06,1,0.03,0.22
0.07,0.09,0.04,0.23,0.01,0.15,0.08,0.17,0.05,0.03,1,0.07
0.34,0.35,0.26,0.24,0.22,0.24,0.34,0.29,0.33,0.22,0.07,1
