1,0.38,0.38,0.40,0.48,0.41,0.19,0.76,0.42,0.67,0.37,0.30,0.23,0.0,0.17,0.04,0.14,0.22,0.23,0.34,0.22,0.26,0.0,0.0,0.54,0.0,0.50,0.0,0.22,0.16,0.59,0.96,0.27,0.15,0.40,0.21,0.23,0.08,0.33,0.14
0.38,1,0.18,0.15,0.41,0.32,0.25,0.25,0.26,0.34,0.39,0.15,0.15,0.0,0.08,0.07,0.20,0.26,0.12,0.26,0.42,0.23,0.0,0.0,0.18,0.0,0.45,0.0,0.08,0.33,0.41,0.39,0.09,0.24,0.52,0.22,0.17,0.12,0.31,0.16
0.38,0.18,1,0.19,0.36,0.26,0.24,0.31,0.28,0.23,0.22,0.28,0.24,0.0,0.11,0.10,0.22,0.31,0.08,0.35,0.27,0.35,0.0,0.0,0.27,0.0,0.46,0.0,0.17,0.34,0.40,0.45,0.18,0.15,0.38,0.29,0.08,0.23,0.41,0.21
0.40,0.15,0.19,1,0.28,0.20,0.08,0.32,0.10,0.31,0.16,0.15,0.52,0.0,0.34,-0.04,0.26,0.19,0.07,0.25,0.14,0.19,0.0,0.0,0.48,0.0,0.24,0.0,0.23,0.13,0.35,0.45,0.20,0.27,0.35,0.13,0.10,0.18,0.18,0.12
0.48,0.41,0.36,0.28,1,0.55,0.37,0.24,0.10,0.34,0.14,0.31,0.13,0.0,0.17,0.19,0.34,0.37,0.16,0.16,0.35,0.37,0.0,0.0,0.18,0.0,0.45,0.0,0.11,0.40,0.32,0.52,0.11,0.16,0.48,0.43,0.15,0.15,0.49,0.26
0.41,0.32,0.26,0.20,0.55,1,0.26,0.32,0.27,0.43,0.09,0.23,0.14,0.0,0.17,0.07,0.40,0.32,0.21,0.18,0.24,0.32,0.0,0.0,0.24,0.0,0.51,0.0,0.18,0.24,0.32,0.51,0.09,0.24,0.33,0.22,0.10,0.09,0.32,0.22
0.19,0.25,0.24,0.08,0.37,0.26,1,0.14,0.21,0.15,0.08,0.26,0.10,0.0,0.10,0.02,0.17,0.22,0.14,0.13,0.54,0.33,0.0,0.0,0.09,0.0,0.44,0.0,0.10,0.26,0.16,0.36,0.09,0.10,0.33,0.37,0.03,0.08,0.44,0.16
0.76,0.25,0.31,0.32,0.24,0.32,0.14,1,0.32,0.56,0.24,0.19,0.27,0.0,0.12,0.11,0.09,0.28,0.24,0.26,0.20,0.22,0.0,0.0,0.57,0.0,0.46,0.0,0.22,0.13,0.49,0.75,0.25,0.11,0.23,0.18,0.22,0.06,0.25,0.18
0.42,0.26,0.28,0.10,0.10,0.27,0.21,0.32,1,0.50,0.14,0.11,0.12,0.0,0.08,0.61,0.18,0.24,0.06,0.22,0.26,0.12,0.0,0.0,0.29,0.0,0.36,0.0,0.17,0.08,0.30,0.46,0.12,0.16,0.18,0.15,0.03,0.06,0.22,0.11
0.67,0.34,0.23,0.31,0.34,0.43,0.15,0.56,0.50,1,0.16,0.27,0.14,0.0,0.49,0.03,0.12,0.28,0.12,0.11,0.25,0.25,0.0,0.0,0.55,0.0,0.47,0.0,0.29,0.11,0.53,0.68,0.18,0.30,0.34,0.28,0.15,0.13,0.28,0.16
0.37,0.39,0.22,0.16,0.14,0.09,0.08,0.24,0.14,0.16,1,0.22,0.23,0.0,0.10,0.11,0.15,0.19,0.26,0.17,0.52,0.25,0.0,0.0,0.17,0.0,0.21,0.0,0.09,0.12,0.22,0.39,0.13,0.18,0.19,0.26,0.03,0.01,0.22,0.23
0.30,0.15,0.28,0.15,0.31,0.23,0.26,0.19,0.11,0.27,0.22,1,0.19,0.0,0.18,0.25,0.14,0.26,0.22,0.15,0.20,0.33,0.0,0.0,0.29,0.0,0.50,0.0,0.20,0.25,0.30,0.36,0.20,0.11,0.32,0.29,0.09,0.16,0.49,0.21
0.23,0.15,0.24,0.52,0.13,0.14,0.10,0.27,0.12,0.14,0.23,0.19,1,0.0,0.10,0.02,0.11,0.28,0.03,0.15,0.16,0.40,0.0,0.0,0.32,0.0,0.23,0.0,0.17,0.28,0.22,0.23,0.09,0.08,0.15,0.34,0.09,0.08,0.27,0.41
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17,0.08,0.11,0.34,0.17,0.17,0.10,0.12,0.08,0.49,0.10,0.18,0.10,0.0,1,0.09,0.14,0.18,0.12,0.10,0.14,0.23,0.0,0.0,0.27,0.0,0.22,0.0,0.31,0.14,0.19,0.20,0.19,0.28,0.18,0.23,0.06,0.02,0.33,0.30
0.04,0.07,0.10,-0.04,0.19,0.07,0.02,0.11,0.61,0.03,0.11,0.25,0.02,0.0,0.09,1,0.12,0.11,0.10,0.26,0.05,0.12,0.0,0.0,0.04,0.0,0.39,0.0,0.10,0.06,0.14,0.08,0.00,0.07,0.05,0.10,0.03,0.02,0.27,0.13
0.14,0.20,0.22,0.26,0.34,0.40,0.17,0.09,0.18,0.12,0.15,0.14,0.11,0.0,0.14,0.12,1,0.28,0.21,0.10,0.25,0.22,0.0,0.0,0.12,0.0,0.42,0.0,0.20,0.33,0.10,0.33,0.14,0.13,0.36,0.24,0.10,0.21,0.32,0.19
0.22,0.26,0.31,0.19,0.37,0.32,0.22,0.28,0.24,0.28,0.19,0.26,0.28,0.0,0.18,0.11,0.28,1,0.17,0.14,0.29,0.33,0.0,0.0,0.24,0.0,0.65,0.0,0.17,0.26,0.27,0.42,0.22,0.19,0.40,0.32,0.14,0.14,0.52,0.23
0.23,0.12,0.08,0.07,0.16,0.21,0.14,0.24,0.06,0.12,0.26,0.22,0.03,0.0,0.12,0.10,0.21,0.17,1,0.23,0.14,0.14,0.0,0.0,0.29,0.0,0.21,0.0,0.19,0.09,0.16,0.25,0.08,0.19,0.13,0.14,-0.08,0.01,0.19,0.19
0.34,0.26,0.35,0.25,0.16,0.18,0.13,0.26,0.22,0.11,0.17,0.15,0.15,0.0,0.10,0.26,0.10,0.14,0.23,1,0.20,0.32,0.0,0.0,0.13,0.0,0.28,0.0,0.20,0.11,0.30,0.37,0.12,0.34,0.15,0.19,0.09,0.26,0.26,0.21
0.22,0.42,0.27,0.14,0.35,0.24,0.54,0.20,0.26,0.25,0.52,0.20,0.16,0.0,0.14,0.05,0.25,0.29,0.14,0.20,1,0.29,0.0,0.0,0.23,0.0,0.42,0.0,0.14,0.37,0.25,0.29,0.24,0.17,0.43,0.35,0.05,0.00,0.33,0.18
