1,0.58,0.28,0.30,0.53,0.20,0.63
0.58,1,0.25,0.22,0.49,0.12,0.53
0.28,0.25,1,0.16,0.34,0.11,0.33
0.30,0.22,0.16,1,0.29,0.31,0.39
0.53,0.49,0.34,0.29,1,0.20,0.62
0.20,0.12,0.11,0.31,0.20,1,0.18
0.63,0.53,0.33,0.39,0.62,0.18,1
