1,0.02,0.02,0.05,0.11,0.10,0.05,0.05,0.08,0.03,0.04,0.00,N/A,0.01,0.06,N/A,-0.02,N/A,0.07,0.08,0.08,0.10,0.17,-0.02,0.00,N/A,0.03,0.08,N/A,0.04,0.33,0.10,0.09,0.06,0.03,0.12,N/A,0.03,0.04,0.01,-0.01,0.10,0.03,-0.03,0.11,0.02,0.14,-0.04,0.16,0.14,-0.01,0.06
0.02,1,0.03,0.01,0.02,0.04,0.02,0.00,0.15,-0.03,-0.00,-0.01,N/A,0.10,0.05,N/A,-0.01,N/A,0.04,0.01,0.13,0.04,0.12,-0.00,0.26,N/A,0.02,0.06,N/A,0.04,0.29,0.17,0.17,0.22,0.03,0.12,N/A,0.08,-0.00,0.13,0.09,0.02,0.01,0.02,0.02,0.01,0.11,-0.02,0.42,0.12,0.21,0.08
0.02,0.03,1,0.28,0.19,0.08,0.06,0.10,0.33,0.30,0.05,-0.06,N/A,0.31,0.27,N/A,0.05,N/A,0.15,0.22,0.20,-0.04,0.39,0.03,0.01,N/A,0.22,0.36,N/A,0.17,0.05,0.38,0.35,0.13,0.08,0.27,N/A,0.32,0.12,0.10,0.34,0.24,0.05,0.17,0.14,0.27,0.40,0.00,0.09,0.43,0.10,0.35
0.05,0.01,0.28,1,0.31,0.10,0.13,0.22,0.40,0.28,0.16,-0.00,N/A,0.29,0.28,N/A,0.06,N/A,0.08,0.33,0.25,0.09,0.54,0.09,0.09,N/A,0.25,0.42,N/A,0.14,0.07,0.49,0.44,0.15,0.17,0.33,N/A,0.33,0.13,0.08,0.42,0.23,0.05,0.11,0.18,0.08,0.51,-0.02,0.05,0.52,0.15,0.47
0.11,0.02,0.19,0.31,1,0.14,0.11,0.17,0.28,0.20,0.02,0.11,N/A,0.30,0.28,N/A,0.07,N/A,0.09,0.16,0.16,0.09,0.41,0.07,0.03,N/A,0.16,0.31,N/A,0.10,0.12,0.34,0.32,0.16,0.17,0.17,N/A,0.19,0.11,0.03,0.21,0.16,-0.01,-0.00,0.13,0.09,0.37,-0.03,0.02,0.40,0.17,0.32
0.10,0.04,0.08,0.10,0.14,1,0.30,0.24,0.39,0.09,0.06,0.11,N/A,0.07,0.07,N/A,-0.00,N/A,0.35,0.19,0.41,0.12,0.23,0.03,0.20,N/A,0.04,0.12,N/A,0.05,0.09,0.25,0.36,0.33,0.17,0.22,N/A,0.15,-0.02,0.17,0.10,0.07,0.06,0.05,0.16,0.01,0.25,0.02,0.10,0.26,0.29,0.31
0.05,0.02,0.06,0.13,0.11,0.30,1,0.10,0.33,0.15,0.05,0.04,N/A,0.10,0.01,N/A,-0.03,N/A,0.09,0.20,0.29,0.03,0.20,-0.01,0.05,N/A,0.11,0.14,N/A,0.02,0.16,0.25,0.30,0.19,0.04,0.19,N/A,0.16,0.05,0.17,0.11,0.04,-0.01,0.01,0.09,0.03,0.23,-0.02,0.12,0.20,0.16,0.24
0.05,0.00,0.10,0.22,0.17,0.24,0.10,1,0.33,0.23,0.00,-0.01,N/A,0.22,0.12,N/A,0.05,N/A,0.27,0.24,0.29,0.09,0.29,0.01,0.28,N/A,0.21,0.20,N/A,0.01,0.05,0.27,0.30,0.24,0.32,0.26,N/A,0.13,0.12,0.07,0.22,0.22,0.04,0.06,0.20,0.09,0.30,-0.01,-0.00,0.33,0.17,0.24
0.08,0.15,0.33,0.40,0.28,0.39,0.33,0.33,1,0.43,0.17,0.03,N/A,0.38,0.34,N/A,0.04,N/A,0.41,0.48,0.88,0.13,0.67,0.08,0.19,N/A,0.25,0.42,N/A,0.14,0.22,0.70,0.76,0.50,0.27,0.42,N/A,0.45,0.18,0.26,0.41,0.30,0.15,0.21,0.33,0.16,0.69,0.02,0.22,0.69,0.39,0.62
0.03,-0.03,0.30,0.28,0.20,0.09,0.15,0.23,0.43,1,0.03,0.06,N/A,0.24,0.18,N/A,0.10,N/A,0.24,0.34,0.30,0.03,0.43,0.04,0.05,N/A,0.20,0.34,N/A,0.15,0.11,0.38,0.41,0.25,0.16,0.29,N/A,0.37,0.29,0.14,0.31,0.23,0.03,0.10,0.38,0.01,0.45,0.04,0.04,0.47,0.14,0.44
0.04,-0.00,0.05,0.16,0.02,0.06,0.05,0.00,0.17,0.03,1,0.08,N/A,0.12,0.05,N/A,0.03,N/A,0.07,0.18,0.15,0.08,0.12,0.05,0.06,N/A,-0.01,0.03,N/A,-0.00,-0.00,0.13,0.14,0.11,0.07,0.16,N/A,-0.00,-0.03,0.17,0.01,0.05,0.01,0.02,0.02,0.01,0.13,-0.00,-0.01,0.12,0.04,0.11
0.00,-0.01,-0.06,-0.00,0.11,0.11,0.04,-0.01,0.03,0.06,0.08,1,N/A,0.01,0.01,N/A,-0.01,N/A,0.05,-0.02,0.02,0.17,0.07,0.21,-0.01,N/A,-0.01,0.04,N/A,0.02,0.03,0.05,0.06,0.05,0.03,-0.07,N/A,0.00,0.04,-0.01,-0.02,-0.08,0.04,-0.01,0.05,-0.06,0.04,0.06,-0.02,0.07,0.05,0.04
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.01,0.10,0.31,0.29,0.30,0.07,0.10,0.22,0.38,0.24,0.12,0.01,N/A,1,0.16,N/A,0.03,N/A,0.11,0.32,0.19,0.08,0.43,0.06,0.09,N/A,0.28,0.30,N/A,0.11,0.03,0.42,0.46,0.27,0.21,0.29,N/A,0.21,0.23,0.09,0.29,0.21,0.07,0.13,0.22,0.01,0.46,0.02,0.11,0.41,0.14,0.43
0.06,0.05,0.27,0.28,0.28,0.07,0.01,0.12,0.34,0.18,0.05,0.01,N/A,0.16,1,N/A,0.26,N/A,0.08,0.26,0.23,0.08,0.39,0.02,0.09,N/A,0.13,0.25,N/A,0.09,0.10,0.33,0.31,0.22,0.09,0.13,N/A,0.33,0.04,0.11,0.15,0.11,-0.01,0.01,0.08,0.11,0.34,0.03,0.08,0.39,0.11,0.31
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.02,-0.01,0.05,0.06,0.07,-0.00,-0.03,0.05,0.04,0.10,0.03,-0.01,N/A,0.03,0.26,N/A,1,N/A,0.01,0.03,-0.02,-0.05,0.08,0.00,-0.02,N/A,0.07,0.08,N/A,-0.00,0.04,0.08,0.08,0.02,0.01,0.01,N/A,0.31,-0.02,-0.01,0.02,-0.01,-0.01,0.03,0.13,0.00,0.11,0.18,-0.02,0.08,0.02,0.08
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.07,0.04,0.15,0.08,0.09,0.35,0.09,0.27,0.41,0.24,0.07,0.05,N/A,0.11,0.08,N/A,0.01,N/A,1,0.10,0.41,0.09,0.21,0.01,0.04,N/A,0.12,0.15,N/A,0.09,0.08,0.27,0.32,0.28,0.12,0.22,N/A,0.24,0.13,0.08,0.13,0.18,0.13,0.02,0.16,0.24,0.26,-0.01,0.04,0.23,0.21,0.27
0.08,0.01,0.22,0.33,0.16,0.19,0.20,0.24,0.48,0.34,0.18,-0.02,N/A,0.32,0.26,N/A,0.03,N/A,0.10,1,0.37,0.09,0.43,0.08,0.10,N/A,0.19,0.38,N/A,0.20,0.08,0.45,0.50,0.31,0.21,0.33,N/A,0.34,0.14,0.13,0.35,0.29,0.05,0.20,0.31,0.03,0.48,0.02,0.10,0.44,0.23,0.46
0.08,0.13,0.20,0.25,0.16,0.41,0.29,0.29,0.88,0.30,0.15,0.02,N/A,0.19,0.23,N/A,-0.02,N/A,0.41,0.37,1,0.13,0.46,0.02,0.17,N/A,0.15,0.24,N/A,0.10,0.17,0.49,0.56,0.42,0.20,0.31,N/A,0.31,0.08,0.22,0.32,0.19,0.15,0.16,0.19,0.16,0.46,-0.01,0.17,0.49,0.30,0.40
0.10,0.04,-0.04,0.09,0.09,0.12,0.03,0.09,0.13,0.03,0.08,0.17,N/A,0.08,0.08,N/A,-0.05,N/A,0.09,0.09,0.13,1,0.18,0.04,0.02,N/A,0.14,0.04,N/A,0.09,0.00,0.21,0.22,0.10,0.04,0.09,N/A,0.05,-0.03,0.04,0.06,0.07,0.07,0.06,0.05,0.04,0.18,-0.05,0.00,0.13,0.09,0.12
0.17,0.12,0.39,0.54,0.41,0.23,0.20,0.29,0.67,0.43,0.12,0.07,N/A,0.43,0.39,N/A,0.08,N/A,0.21,0.43,0.46,0.18,1,0.11,0.15,N/A,0.34,0.56,N/A,0.23,0.23,0.87,0.77,0.38,0.20,0.40,N/A,0.49,0.24,0.15,0.47,0.37,0.14,0.21,0.35,0.09,0.90,0.02,0.14,0.92,0.26,0.68
-0.02,-0.00,0.03,0.09,0.07,0.03,-0.01,0.01,0.08,0.04,0.05,0.21,N/A,0.06,0.02,N/A,0.00,N/A,0.01,0.08,0.02,0.04,0.11,1,0.00,N/A,0.04,0.05,N/A,0.00,-0.02,0.13,0.11,0.14,0.01,0.01,N/A,0.04,0.01,-0.00,0.00,0.02,0.02,0.03,0.03,-0.00,0.11,0.06,0.03,0.08,0.10,0.07
0.00,0.26,0.01,0.09,0.03,0.20,0.05,0.28,0.19,0.05,0.06,-0.01,N/A,0.09,0.09,N/A,-0.02,N/A,0.04,0.10,0.17,0.02,0.15,0.00,1,N/A,0.04,0.07,N/A,0.04,0.13,0.15,0.19,0.20,0.05,0.23,N/A,0.09,-0.02,0.19,0.07,0.10,0.05,0.06,0.03,-0.00,0.15,0.00,0.30,0.15,0.04,0.14
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.03,0.02,0.22,0.25,0.16,0.04,0.11,0.21,0.25,0.20,-0.01,-0.01,N/A,0.28,0.13,N/A,0.07,N/A,0.12,0.19,0.15,0.14,0.34,0.04,0.04,N/A,1,0.25,N/A,0.04,0.05,0.32,0.35,0.13,0.08,0.19,N/A,0.22,0.21,0.02,0.19,0.25,-0.04,0.10,0.14,0.01,0.36,-0.01,0.05,0.32,0.15,0.28
0.08,0.06,0.36,0.42,0.31,0.12,0.14,0.20,0.42,0.34,0.03,0.04,N/A,0.30,0.25,N/A,0.08,N/A,0.15,0.38,0.24,0.04,0.56,0.05,0.07,N/A,0.25,1,N/A,0.09,0.12,0.53,0.50,0.24,0.09,0.28,N/A,0.37,0.18,0.06,0.38,0.23,0.07,0.20,0.29,0.03,0.56,0.07,0.04,0.58,0.18,0.49
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.04,0.04,0.17,0.14,0.10,0.05,0.02,0.01,0.14,0.15,-0.00,0.02,N/A,0.11,0.09,N/A,-0.00,N/A,0.09,0.20,0.10,0.09,0.23,0.00,0.04,N/A,0.04,0.09,N/A,1,0.05,0.21,0.22,0.08,0.02,0.10,N/A,0.18,0.06,0.03,0.25,0.13,0.05,0.06,0.10,0.03,0.23,-0.02,0.21,0.20,0.07,0.18
0.33,0.29,0.05,0.07,0.12,0.09,0.16,0.05,0.22,0.11,-0.00,0.03,N/A,0.03,0.10,N/A,0.04,N/A,0.08,0.08,0.17,0.00,0.23,-0.02,0.13,N/A,0.05,0.12,N/A,0.05,1,0.25,0.28,0.18,0.00,0.04,N/A,0.18,0.01,0.29,0.12,0.06,0.02,0.02,0.04,0.02,0.22,0.06,0.40,0.20,0.13,0.16
0.10,0.17,0.38,0.49,0.34,0.25,0.25,0.27,0.70,0.38,0.13,0.05,N/A,0.42,0.33,N/A,0.08,N/A,0.27,0.45,0.49,0.21,0.87,0.13,0.15,N/A,0.32,0.53,N/A,0.21,0.25,1,0.86,0.42,0.23,0.39,N/A,0.50,0.26,0.19,0.47,0.32,0.15,0.23,0.36,0.14,0.90,0.04,0.16,0.82,0.37,0.71
0.09,0.17,0.35,0.44,0.32,0.36,0.30,0.30,0.76,0.41,0.14,0.06,N/A,0.46,0.31,N/A,0.08,N/A,0.32,0.50,0.56,0.22,0.77,0.11,0.19,N/A,0.35,0.50,N/A,0.22,0.28,0.86,1,0.53,0.28,0.41,N/A,0.47,0.22,0.25,0.42,0.35,0.15,0.26,0.38,0.13,0.86,0.02,0.20,0.75,0.44,0.71
0.06,0.22,0.13,0.15,0.16,0.33,0.19,0.24,0.50,0.25,0.11,0.05,N/A,0.27,0.22,N/A,0.02,N/A,0.28,0.31,0.42,0.10,0.38,0.14,0.20,N/A,0.13,0.24,N/A,0.08,0.18,0.42,0.53,1,0.15,0.16,N/A,0.20,0.10,0.18,0.13,0.12,0.05,0.09,0.22,0.06,0.38,0.06,0.19,0.38,0.35,0.38
0.03,0.03,0.08,0.17,0.17,0.17,0.04,0.32,0.27,0.16,0.07,0.03,N/A,0.21,0.09,N/A,0.01,N/A,0.12,0.21,0.20,0.04,0.20,0.01,0.05,N/A,0.08,0.09,N/A,0.02,0.00,0.23,0.28,0.15,1,0.15,N/A,0.11,0.07,0.02,0.19,0.10,0.04,0.08,0.22,0.04,0.23,-0.01,0.03,0.27,0.23,0.26
0.12,0.12,0.27,0.33,0.17,0.22,0.19,0.26,0.42,0.29,0.16,-0.07,N/A,0.29,0.13,N/A,0.01,N/A,0.22,0.33,0.31,0.09,0.40,0.01,0.23,N/A,0.19,0.28,N/A,0.10,0.04,0.39,0.41,0.16,0.15,1,N/A,0.22,0.10,0.24,0.41,0.24,0.14,0.09,0.22,0.11,0.42,0.00,0.03,0.41,0.17,0.34
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
