1,0.26,0.20,0.01,0.20,0.42,0.21,0.57,0.02,0.01,0.19,0.23
0.26,1,0.19,0.16,0.16,0.20,0.12,0.30,0.13,0.03,0.23,0.13
0.20,0.19,1,0.06,0.13,0.35,0.21,0.07,0.12,0.07,0.79,0.19
0.01,0.16,0.06,1,0.01,0.02,0.00,0.01,0.01,-0.00,0.06,0.00
0.20,0.16,0.13,0.01,1,0.10,0.05,0.12,0.11,0.02,0.18,0.04
0.42,0.20,0.35,0.02,0.10,1,0.24,0.27,0.07,0.07,0.30,0.24
0.21,0.12,0.21,0.00,0.05,0.24,1,0.19,0.02,0.13,0.24,0.90
0.57,0.30,0.07,0.01,0.12,0.27,0.19,1,-0.00,0.00,0.08,0.22
0.02,0.13,0.12,0.01,0.11,0.07,0.02,-0.00,1,-0.03,0.20,0.02
0.01,0.03,0.07,-0.00,0.02,0.07,0.13,0.00,-0.03,1,0.06,0.02
0.19,0.23,0.79,0.06,0.18,0.30,0.24,0.08,0.20,0.06,1,0.24
0.23,0.13,0.19,0.00,0.04,0.24,0.90,0.22,0.02,0.02,0.24,1
