1,0.04,0.14,0.26,-0.01,0.25,0.03,-0.00,0.04,0.18,0.17,-0.02,0.23,-0.03,N/A,0.01,0.19,0.03,N/A,0.01,-0.02,N/A,-0.06,0.09,0.09,0.00,0.07,0.15,0.24,N/A,0.16,0.13,N/A,-0.01,N/A,0.06,-0.03,0.06,0.04,0.00,-0.00,N/A,0.01,0.03,-0.00,N/A,0.07
0.04,1,0.03,0.16,-0.02,0.01,0.08,-0.02,0.19,0.09,0.05,0.07,0.01,0.00,N/A,-0.01,0.10,-0.03,N/A,-0.01,0.02,N/A,0.02,0.08,0.01,0.09,-0.01,0.06,0.02,N/A,0.03,0.08,N/A,0.08,N/A,0.05,0.06,0.01,-0.01,0.07,0.02,N/A,-0.03,0.01,0.15,N/A,0.13
0.14,0.03,1,0.02,0.04,0.17,0.16,0.02,0.12,0.22,0.13,0.05,0.10,0.01,N/A,-0.01,0.10,0.06,N/A,0.03,0.11,N/A,0.05,0.12,0.01,0.01,0.10,0.15,0.09,N/A,0.10,0.37,N/A,0.15,N/A,0.03,-0.00,0.01,0.06,0.06,0.06,N/A,-0.02,0.02,-0.01,N/A,0.01
0.26,0.16,0.02,1,-0.08,-0.06,0.06,0.02,-0.03,0.04,0.00,0.01,0.01,-0.06,N/A,0.00,0.08,0.01,N/A,0.01,0.00,N/A,-0.00,0.11,0.13,-0.08,0.01,0.10,0.01,N/A,-0.04,0.03,N/A,-0.03,N/A,-0.02,-0.13,-0.04,0.03,0.05,-0.01,N/A,0.01,-0.06,0.06,N/A,0.06
-0.01,-0.02,0.04,-0.08,1,0.18,-0.04,0.01,-0.05,0.07,0.07,-0.03,0.00,0.02,N/A,0.04,0.03,0.05,N/A,0.04,0.01,N/A,-0.04,-0.05,0.01,-0.01,0.06,0.01,0.02,N/A,0.03,0.08,N/A,0.03,N/A,-0.02,-0.04,0.03,0.05,0.06,0.05,N/A,0.03,-0.05,-0.04,N/A,-0.00
0.25,0.01,0.17,-0.06,0.18,1,0.07,-0.03,-0.03,0.30,0.21,-0.01,0.18,0.02,N/A,0.04,0.21,0.11,N/A,0.12,0.03,N/A,-0.03,0.10,0.07,0.05,0.12,0.24,0.18,N/A,0.19,0.16,N/A,0.06,N/A,0.03,0.08,-0.02,0.01,0.06,0.08,N/A,-0.03,0.09,-0.04,N/A,0.11
0.03,0.08,0.16,0.06,-0.04,0.07,1,0.01,0.18,0.11,0.03,0.01,0.18,0.01,N/A,0.01,0.19,0.13,N/A,0.03,-0.00,N/A,0.13,0.00,-0.05,0.08,0.02,0.02,0.03,N/A,0.01,0.10,N/A,0.24,N/A,-0.01,0.03,-0.03,0.04,0.01,0.02,N/A,-0.03,-0.02,0.00,N/A,0.03
-0.00,-0.02,0.02,0.02,0.01,-0.03,0.01,1,-0.01,0.07,0.04,0.00,-0.00,0.01,N/A,0.02,-0.00,0.00,N/A,-0.01,0.27,N/A,-0.00,0.02,0.02,0.00,-0.00,0.00,0.00,N/A,0.00,0.13,N/A,0.14,N/A,0.01,0.02,-0.00,0.00,0.01,0.26,N/A,0.01,0.01,-0.00,N/A,-0.03
0.04,0.19,0.12,-0.03,-0.05,-0.03,0.18,-0.01,1,0.17,0.16,0.05,0.00,-0.02,N/A,0.05,-0.01,-0.04,N/A,0.05,0.02,N/A,0.09,0.07,-0.06,-0.02,-0.02,0.01,0.01,N/A,0.03,0.08,N/A,0.14,N/A,0.02,0.09,0.03,0.05,0.06,0.04,N/A,-0.02,0.05,0.02,N/A,0.12
0.18,0.09,0.22,0.04,0.07,0.30,0.11,0.07,0.17,1,0.68,0.20,0.18,0.08,N/A,0.18,0.17,0.13,N/A,0.13,0.16,N/A,0.11,0.19,0.06,0.13,0.17,0.24,0.16,N/A,0.28,0.48,N/A,0.36,N/A,0.20,0.07,0.08,0.22,0.22,0.17,N/A,0.08,0.14,0.11,N/A,0.25
