1,0.45,0.56,0.17,0.16,0.14,N/A,0.78,0.50,0.49,0.84,0.39,0.52,0.23,0.39,0.05,0.34,0.49,0.33,N/A,0.10,0.11,0.09,0.34,0.13,0.67,0.40,0.07,0.48,0.77,0.23,0.43,0.30,0.46,0.19,0.52,N/A,0.37,0.21,0.45,0.09,0.23,N/A,0.06,0.42,0.36,0.38,0.55,0.25,0.78,0.55,0.30,0.17,N/A,N/A,0.10,0.46,0.19,0.33,N/A,0.79,0.34,0.32,0.71,0.16,N/A,N/A,0.28,0.24,0.17,0.32,0.33,0.42
0.45,1,0.48,0.08,0.14,0.22,N/A,0.47,0.43,0.34,0.56,0.39,0.45,0.18,0.36,0.09,0.36,0.37,0.24,N/A,0.04,0.04,0.16,0.23,0.12,0.48,0.42,0.07,0.44,0.54,0.28,0.33,0.30,0.47,0.10,0.46,N/A,0.20,0.14,0.28,0.11,0.27,N/A,0.13,0.26,0.25,0.38,0.35,0.19,0.50,0.36,0.27,0.09,N/A,N/A,-0.01,0.39,0.22,0.29,N/A,0.52,0.33,0.25,0.46,0.11,N/A,N/A,0.25,0.19,0.21,0.22,0.27,0.38
0.56,0.48,1,0.28,0.13,0.21,N/A,0.52,0.43,0.40,0.64,0.33,0.48,0.23,0.38,0.08,0.35,0.43,0.31,N/A,0.05,0.03,0.11,0.20,0.10,0.47,0.36,0.09,0.48,0.56,0.28,0.33,0.31,0.43,0.17,0.50,N/A,0.33,0.11,0.36,0.10,0.32,N/A,0.05,0.41,0.27,0.36,0.43,0.19,0.54,0.51,0.23,0.12,N/A,N/A,0.03,0.36,0.18,0.30,N/A,0.57,0.35,0.31,0.48,0.11,N/A,N/A,0.26,0.29,0.20,0.36,0.31,0.40
0.17,0.08,0.28,1,0.00,0.06,N/A,0.19,0.23,0.16,0.23,0.06,0.22,0.09,0.16,0.05,0.15,0.17,0.14,N/A,0.00,0.01,0.04,0.10,-0.02,0.14,0.11,0.12,0.17,0.17,0.12,0.08,0.13,0.17,0.01,0.17,N/A,0.16,0.04,0.12,0.04,0.09,N/A,0.02,0.14,0.03,0.20,0.16,0.03,0.21,0.24,0.08,0.06,N/A,N/A,-0.04,0.09,0.17,0.06,N/A,0.24,0.20,0.08,0.18,0.02,N/A,N/A,0.14,0.17,0.04,0.06,0.09,0.17
0.16,0.14,0.13,0.00,1,0.00,N/A,0.21,0.24,0.04,0.22,0.06,0.07,0.02,0.30,0.02,0.20,0.04,0.00,N/A,-0.04,0.03,0.00,0.01,-0.01,0.06,0.05,-0.06,0.07,0.17,-0.03,0.02,0.18,0.22,0.07,0.10,N/A,0.00,0.11,0.06,0.02,0.12,N/A,0.01,0.14,0.19,0.08,0.04,-0.00,0.16,0.09,0.09,0.06,N/A,N/A,0.00,0.11,0.11,0.05,N/A,0.18,0.24,0.12,0.11,0.07,N/A,N/A,0.09,0.10,0.21,0.06,0.08,0.06
0.14,0.22,0.21,0.06,0.00,1,N/A,0.14,0.17,0.12,0.16,0.05,0.19,0.03,0.11,0.31,0.12,0.13,0.05,N/A,0.03,0.05,0.06,0.05,0.12,0.11,0.09,0.04,0.18,0.13,0.33,0.10,0.11,0.14,0.04,0.19,N/A,0.07,0.03,0.04,0.22,0.03,N/A,0.04,0.10,0.11,0.07,0.15,0.06,0.14,0.18,0.07,0.12,N/A,N/A,0.01,0.07,0.12,0.10,N/A,0.15,0.13,0.03,0.14,-0.02,N/A,N/A,0.25,0.04,0.02,0.15,0.13,0.09
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.78,0.47,0.52,0.19,0.21,0.14,N/A,1,0.70,0.53,0.85,0.45,0.54,0.21,0.56,0.08,0.52,0.53,0.29,N/A,0.06,0.13,0.19,0.31,0.17,0.71,0.51,0.08,0.49,0.81,0.21,0.44,0.46,0.63,0.13,0.53,N/A,0.42,0.20,0.45,0.08,0.26,N/A,0.04,0.46,0.38,0.42,0.58,0.33,0.83,0.51,0.32,0.19,N/A,N/A,0.10,0.49,0.23,0.24,N/A,0.81,0.52,0.38,0.77,0.13,N/A,N/A,0.29,0.23,0.18,0.30,0.29,0.45
0.50,0.43,0.43,0.23,0.24,0.17,N/A,0.70,1,0.42,0.58,0.25,0.42,0.14,0.75,0.14,0.84,0.44,0.22,N/A,0.05,0.08,0.20,0.17,0.17,0.37,0.49,0.12,0.39,0.50,0.26,0.26,0.67,0.83,0.15,0.47,N/A,0.32,0.17,0.29,0.18,0.31,N/A,0.03,0.37,0.22,0.38,0.40,0.25,0.64,0.53,0.33,0.15,N/A,N/A,0.00,0.37,0.21,0.26,N/A,0.64,0.76,0.22,0.62,0.10,N/A,N/A,0.24,0.17,0.22,0.32,0.26,0.48
0.49,0.34,0.40,0.16,0.04,0.12,N/A,0.53,0.42,1,0.56,0.19,0.47,0.15,0.33,0.11,0.32,0.88,0.26,N/A,0.15,0.01,0.11,0.27,0.06,0.53,0.29,0.04,0.42,0.45,0.18,0.29,0.28,0.36,0.02,0.44,N/A,0.25,0.15,0.37,0.13,0.27,N/A,0.06,0.35,0.33,0.37,0.48,0.17,0.55,0.45,0.23,0.02,N/A,N/A,0.02,0.36,0.13,0.19,N/A,0.50,0.30,0.25,0.52,0.09,N/A,N/A,0.14,0.18,0.13,0.30,0.19,0.47
