1,0.01,0.01,0.12,0.16,0.13,0.09,0.17,0.09,0.01,0.04,0.27,0.16,0.32,0.29,0.07,0.05,0.28,-0.01,0.02,0.09,0.37,0.02,0.13,0.37,0.28,0.23,0.38,0.29,0.14,0.07,N/A,0.36,N/A,0.09
0.01,1,-0.02,0.10,0.26,0.01,0.45,0.01,0.02,0.01,0.01,0.01,0.00,-0.00,0.11,0.03,-0.02,0.04,0.01,0.01,-0.00,-0.01,0.00,0.02,0.15,0.04,0.09,0.11,-0.01,0.13,-0.01,N/A,0.04,N/A,0.01
0.01,-0.02,1,0.03,0.04,0.02,-0.00,0.01,-0.01,-0.05,-0.03,0.03,0.00,0.03,-0.02,0.06,0.04,-0.02,0.00,0.03,0.02,0.02,-0.00,0.01,-0.02,-0.02,0.01,0.16,-0.02,0.01,0.03,N/A,0.05,N/A,0.01
0.12,0.10,0.03,1,0.05,0.11,0.18,-0.02,0.20,-0.00,0.05,0.16,0.24,0.17,0.10,0.10,-0.04,0.01,-0.01,0.00,0.02,0.06,0.00,0.16,0.09,0.30,0.08,0.14,-0.00,0.11,0.06,N/A,0.06,N/A,0.17
0.16,0.26,0.04,0.05,1,0.02,0.01,0.03,0.22,0.01,0.03,0.04,0.02,0.10,0.15,0.03,0.03,0.05,0.00,0.02,0.01,0.06,0.00,0.01,0.10,0.10,0.08,0.15,0.02,0.22,0.04,N/A,0.03,N/A,0.19
0.13,0.01,0.02,0.11,0.02,1,0.21,0.10,0.16,0.08,0.12,0.32,0.18,0.24,0.37,0.08,0.07,0.14,0.01,0.04,0.04,0.17,-0.00,0.24,0.34,0.20,0.23,0.36,0.08,0.18,0.11,N/A,0.05,N/A,0.26
0.09,0.45,-0.00,0.18,0.01,0.21,1,0.02,0.01,0.00,0.09,0.25,0.01,0.03,0.13,0.02,-0.00,-0.01,0.00,0.01,0.00,0.38,0.00,0.02,0.19,0.05,0.10,0.13,0.01,0.02,0.01,N/A,0.03,N/A,0.00
0.17,0.01,0.01,-0.02,0.03,0.10,0.02,1,0.03,-0.02,0.00,0.08,0.04,0.07,0.04,0.04,0.12,0.17,0.05,-0.03,0.04,0.05,0.04,0.08,0.05,0.05,0.08,0.06,0.33,0.03,0.08,N/A,0.12,N/A,0.00
0.09,0.02,-0.01,0.20,0.22,0.16,0.01,0.03,1,0.02,0.04,0.14,0.57,0.36,0.13,-0.01,-0.02,-0.02,0.02,0.01,-0.00,0.01,-0.00,0.42,0.12,0.08,0.06,0.12,0.02,0.44,0.04,N/A,0.03,N/A,0.90
0.01,0.01,-0.05,-0.00,0.01,0.08,0.00,-0.02,0.02,1,0.14,0.06,0.01,0.06,0.14,0.08,0.01,0.04,0.01,0.01,0.06,0.05,0.03,0.01,0.13,0.15,0.41,0.09,0.05,0.05,0.06,N/A,0.08,N/A,0.04
0.04,0.01,-0.03,0.05,0.03,0.12,0.09,0.00,0.04,0.14,1,0.13,0.01,0.14,0.25,0.12,-0.00,0.09,-0.02,-0.01,0.19,0.05,-0.01,0.08,0.16,0.17,0.15,0.12,-0.00,0.11,0.08,N/A,0.02,N/A,0.05
0.27,0.01,0.03,0.16,0.04,0.32,0.25,0.08,0.14,0.06,0.13,1,0.21,0.27,0.35,0.18,-0.03,0.15,0.01,0.02,0.19,0.19,0.00,0.11,0.32,0.25,0.24,0.30,0.09,0.17,0.01,N/A,0.06,N/A,0.13
0.16,0.00,0.00,0.24,0.02,0.18,0.01,0.04,0.57,0.01,0.01,0.21,1,0.57,0.03,-0.00,0.01,0.01,0.00,0.01,0.00,0.02,0.00,0.54,0.16,0.12,0.01,0.02,0.06,0.46,0.01,N/A,0.03,N/A,0.59
0.32,-0.00,0.03,0.17,0.10,0.24,0.03,0.07,0.36,0.06,0.14,0.27,0.57,1,0.32,0.13,0.01,0.10,-0.01,0.03,0.12,0.07,0.00,0.38,0.33,0.25,0.24,0.30,0.12,0.36,0.12,N/A,0.07,N/A,0.38
0.29,0.11,-0.02,0.10,0.15,0.37,0.13,0.04,0.13,0.14,0.25,0.35,0.03,0.32,1,0.09,0.03,0.24,0.03,0.03,0.21,0.11,0.01,0.15,0.47,0.40,0.41,0.51,0.17,0.27,0.16,N/A,0.19,N/A,0.15
0.07,0.03,0.06,0.10,0.03,0.08,0.02,0.04,-0.01,0.08,0.12,0.18,-0.00,0.13,0.09,1,0.02,0.05,-0.00,0.02,0.03,0.06,0.03,0.06,0.15,0.14,0.13,0.11,0.01,0.06,0.04,N/A,0.03,N/A,0.00
0.05,-0.02,0.04,-0.04,0.03,0.07,-0.00,0.12,-0.02,0.01,-0.00,-0.03,0.01,0.01,0.03,0.02,1,0.00,0.02,0.03,0.00,0.03,-0.02,0.01,0.05,-0.00,0.02,0.00,0.08,-0.02,0.01,N/A,0.01,N/A,-0.01
0.28,0.04,-0.02,0.01,0.05,0.14,-0.01,0.17,-0.02,0.04,0.09,0.15,0.01,0.10,0.24,0.05,0.00,1,0.05,0.01,0.05,0.05,0.02,0.03,0.19,0.16,0.14,0.17,0.04,0.10,0.02,N/A,0.08,N/A,-0.00
-0.01,0.01,0.00,-0.01,0.00,0.01,0.00,0.05,0.02,0.01,-0.02,0.01,0.00,-0.01,0.03,-0.00,0.02,0.05,1,0.01,-0.00,0.01,0.02,0.02,0.04,0.10,0.13,0.18,0.06,0.00,-0.00,N/A,0.02,N/A,0.00
