1,0.16,0.36,0.28,0.10,0.32,0.45,0.33,0.23,0.61,0.20
0.16,1,0.11,0.13,0.02,0.29,0.09,0.35,0.10,0.16,0.25
0.36,0.11,1,0.16,0.06,0.22,0.25,0.20,0.15,0.21,0.06
0.28,0.13,0.16,1,0.22,0.50,0.25,0.33,0.20,0.27,0.09
0.10,0.02,0.06,0.22,1,0.14,0.05,0.04,0.07,0.10,0.06
0.32,0.29,0.22,0.50,0.14,1,0.27,0.33,0.30,0.32,0.17
0.45,0.09,0.25,0.25,0.05,0.27,1,0.32,0.23,0.45,0.18
0.33,0.35,0.20,0.33,0.04,0.33,0.32,1,0.24,0.33,0.53
0.23,0.10,0.15,0.20,0.07,0.30,0.23,0.24,1,0.21,0.08
0.61,0.16,0.21,0.27,0.10,0.32,0.45,0.33,0.21,1,0.26
0.20,0.25,0.06,0.09,0.06,0.17,0.18,0.53,0.08,0.26,1
