N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.62,0.57,0.56,0.52,0.32,0.00,0.78,0.72,0.49
N/A,0.62,1,0.45,0.37,0.49,0.32,0.06,0.61,0.58,0.43
N/A,0.57,0.45,1,0.54,0.47,0.22,-0.01,0.50,0.56,0.42
N/A,0.56,0.37,0.54,1,0.40,0.23,0.11,0.47,0.49,0.45
N/A,0.52,0.49,0.47,0.40,1,0.26,0.18,0.53,0.55,0.28
N/A,0.32,0.32,0.22,0.23,0.26,1,-0.00,0.37,0.29,0.16
N/A,0.00,0.06,-0.01,0.11,0.18,-0.00,1,0.03,0.05,-0.00
N/A,0.78,0.61,0.50,0.47,0.53,0.37,0.03,1,0.79,0.54
N/A,0.72,0.58,0.56,0.49,0.55,0.29,0.05,0.79,1,0.57
N/A,0.49,0.43,0.42,0.45,0.28,0.16,-0.00,0.54,0.57,1
