1,0.13,N/A,N/A,0.12,0.24,0.01,0.26,0.18,0.26,0.29,0.04,0.09,0.09,N/A,0.17,0.01,0.08,0.14,0.20,0.12,0.21,0.18,-0.02,0.09,-0.01,0.14,0.11,0.28,-0.01,0.19,0.27,0.02,0.17,N/A,0.32,0.28,0.18,0.16,N/A,0.06,0.09,0.12,0.05,0.19,0.03,0.28,0.09,0.21,0.04,0.14,0.02,N/A,0.10,0.27,0.05,0.10,0.17,0.15,N/A,0.03,N/A,0.02,N/A
0.13,1,N/A,N/A,0.21,0.51,0.12,0.32,0.16,0.49,0.52,0.19,0.31,0.21,N/A,0.35,0.21,0.16,0.30,0.35,0.35,0.53,0.35,0.01,0.12,0.02,0.00,0.23,0.51,0.09,0.35,0.46,0.13,0.51,N/A,0.49,0.50,0.11,0.24,N/A,0.02,0.22,0.42,0.47,0.39,-0.01,0.49,0.06,0.26,0.05,0.26,0.21,N/A,0.33,0.45,0.04,0.17,0.43,0.25,N/A,0.07,N/A,-0.00,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.12,0.21,N/A,N/A,1,0.42,0.04,0.35,0.28,0.37,0.41,0.21,0.18,0.13,N/A,0.24,0.06,0.25,0.22,0.28,0.35,0.25,0.24,0.10,0.28,0.11,0.14,0.18,0.41,0.02,0.25,0.43,0.10,0.35,N/A,0.42,0.39,0.34,0.23,N/A,0.10,0.26,0.34,0.06,0.30,0.16,0.41,0.02,0.30,0.12,0.18,0.14,N/A,0.22,0.46,0.08,0.23,0.44,0.15,N/A,0.02,N/A,0.33,N/A
0.24,0.51,N/A,N/A,0.42,1,0.20,0.50,0.44,0.72,0.72,0.32,0.32,0.11,N/A,0.43,0.06,0.26,0.39,0.45,0.53,0.52,0.41,0.24,0.30,0.25,0.10,0.28,0.82,0.13,0.43,0.70,0.23,0.69,N/A,0.77,0.78,0.21,0.26,N/A,0.13,0.29,0.52,0.31,0.79,0.00,0.80,0.14,0.43,0.18,0.73,0.24,N/A,0.68,0.70,0.34,0.23,0.68,0.32,N/A,0.07,N/A,0.11,N/A
0.01,0.12,N/A,N/A,0.04,0.20,1,0.18,0.25,0.18,0.07,0.13,0.19,0.04,N/A,0.06,0.01,0.03,0.09,0.03,0.03,0.11,0.01,0.10,0.32,0.06,0.14,0.02,0.14,0.02,0.02,0.09,0.02,0.13,N/A,0.12,0.12,0.01,0.06,N/A,0.14,0.01,0.12,0.12,0.27,-0.04,0.13,0.02,-0.02,0.04,0.28,0.01,N/A,0.19,0.06,0.06,0.01,0.03,0.03,N/A,0.01,N/A,0.01,N/A
0.26,0.32,N/A,N/A,0.35,0.50,0.18,1,0.48,0.47,0.52,0.34,0.36,0.08,N/A,0.22,0.02,0.24,0.33,0.36,0.44,0.34,0.33,0.15,0.40,0.04,0.21,0.23,0.52,0.07,0.35,0.52,0.16,0.44,N/A,0.51,0.54,0.33,0.32,N/A,0.19,0.28,0.38,0.20,0.45,0.06,0.52,0.12,0.30,0.04,0.27,0.12,N/A,0.26,0.48,0.18,0.21,0.41,0.33,N/A,-0.00,N/A,0.16,N/A
0.18,0.16,N/A,N/A,0.28,0.44,0.25,0.48,1,0.30,0.25,0.48,0.32,0.14,N/A,0.25,0.01,0.12,0.16,0.21,0.31,0.21,0.12,0.44,0.58,0.12,0.46,0.12,0.32,-0.01,0.16,0.39,0.18,0.29,N/A,0.33,0.34,0.29,0.11,N/A,0.40,0.13,0.18,0.04,0.41,0.01,0.32,0.03,0.13,0.02,0.37,0.14,N/A,0.31,0.26,0.30,0.10,0.23,0.15,N/A,0.01,N/A,0.08,N/A
0.26,0.49,N/A,N/A,0.37,0.72,0.18,0.47,0.30,1,0.76,0.24,0.27,0.12,N/A,0.36,0.05,0.25,0.42,0.48,0.51,0.47,0.43,0.17,0.21,0.11,0.08,0.33,0.77,0.10,0.43,0.74,0.17,0.57,N/A,0.75,0.77,0.22,0.34,N/A,0.11,0.24,0.53,0.28,0.54,0.07,0.77,0.05,0.34,0.14,0.33,0.19,N/A,0.33,0.62,0.32,0.19,0.57,0.33,N/A,0.07,N/A,0.04,N/A
0.29,0.52,N/A,N/A,0.41,0.72,0.07,0.52,0.25,0.76,1,0.21,0.31,0.17,N/A,0.33,0.07,0.33,0.40,0.55,0.58,0.49,0.58,0.08,0.18,0.11,0.09,0.35,0.93,0.17,0.59,0.91,0.22,0.63,N/A,0.89,0.91,0.13,0.44,N/A,0.12,0.32,0.56,0.23,0.52,0.09,0.92,0.08,0.42,0.17,0.28,0.24,N/A,0.30,0.74,0.09,0.29,0.65,0.37,N/A,0.09,N/A,0.04,N/A
0.04,0.19,N/A,N/A,0.21,0.32,0.13,0.34,0.48,0.24,0.21,1,0.29,0.11,N/A,0.20,-0.01,0.23,0.23,0.21,0.23,0.25,0.15,0.26,0.34,0.03,0.27,0.22,0.25,0.02,0.16,0.26,0.06,0.33,N/A,0.26,0.26,0.21,0.16,N/A,0.28,0.08,0.22,0.19,0.25,-0.05,0.22,0.13,0.10,0.07,0.20,0.06,N/A,0.23,0.23,0.17,0.03,0.20,0.11,N/A,-0.04,N/A,0.04,N/A
0.09,0.31,N/A,N/A,0.18,0.32,0.19,0.36,0.32,0.27,0.31,0.29,1,0.27,N/A,0.18,-0.01,0.13,0.19,0.13,0.21,0.30,0.20,0.05,0.23,0.05,0.28,0.11,0.35,0.03,0.20,0.31,0.17,0.36,N/A,0.34,0.34,0.12,0.12,N/A,0.54,0.15,0.35,0.25,0.26,-0.01,0.32,0.14,0.10,0.07,0.16,0.10,N/A,0.15,0.24,0.05,0.11,0.31,0.15,N/A,0.04,N/A,-0.04,N/A
0.09,0.21,N/A,N/A,0.13,0.11,0.04,0.08,0.14,0.12,0.17,0.11,0.27,1,N/A,0.04,-0.01,0.04,0.08,0.04,0.04,0.23,0.09,0.02,0.09,0.02,0.15,0.06,0.15,-0.00,0.08,0.18,0.02,0.17,N/A,0.17,0.15,0.08,0.04,N/A,0.17,0.03,0.07,0.03,0.06,0.06,0.15,-0.01,0.03,0.01,0.01,0.05,N/A,0.02,0.11,0.04,0.03,0.11,0.08,N/A,0.07,N/A,-0.03,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.17,0.35,N/A,N/A,0.24,0.43,0.06,0.22,0.25,0.36,0.33,0.20,0.18,0.04,N/A,1,0.10,0.17,0.23,0.16,0.30,0.33,0.22,0.39,0.10,0.02,-0.02,0.16,0.36,0.09,0.22,0.34,0.18,0.36,N/A,0.33,0.37,0.10,0.10,N/A,0.03,0.12,0.28,0.23,0.35,0.06,0.36,0.07,0.18,0.09,0.27,0.17,N/A,0.31,0.31,0.15,0.12,0.39,0.17,N/A,0.06,N/A,-0.02,N/A
0.01,0.21,N/A,N/A,0.06,0.06,0.01,0.02,0.01,0.05,0.07,-0.01,-0.01,-0.01,N/A,0.10,1,0.01,-0.01,0.02,0.02,0.14,0.01,-0.01,-0.01,-0.03,0.03,0.01,0.06,-0.01,0.01,0.07,0.01,0.03,N/A,0.05,0.06,0.01,0.01,N/A,-0.02,0.05,0.02,0.04,0.02,0.00,0.06,0.01,0.07,-0.02,0.01,0.03,N/A,0.01,0.07,0.02,0.03,0.04,0.03,N/A,0.02,N/A,0.02,N/A
0.08,0.16,N/A,N/A,0.25,0.26,0.03,0.24,0.12,0.25,0.33,0.23,0.13,0.04,N/A,0.17,0.01,1,0.15,0.27,0.40,0.30,0.28,0.08,0.10,-0.08,0.09,0.16,0.31,0.12,0.28,0.28,0.10,0.32,N/A,0.32,0.28,0.00,0.18,N/A,0.09,0.29,0.25,0.09,0.23,0.17,0.28,-0.00,0.20,0.06,0.07,0.10,N/A,0.14,0.34,0.06,0.21,0.30,0.26,N/A,0.00,N/A,-0.04,N/A
0.14,0.30,N/A,N/A,0.22,0.39,0.09,0.33,0.16,0.42,0.40,0.23,0.19,0.08,N/A,0.23,-0.01,0.15,1,0.39,0.32,0.34,0.33,0.03,0.11,0.06,0.07,0.53,0.41,0.01,0.34,0.38,0.09,0.40,N/A,0.42,0.44,0.20,0.27,N/A,0.03,0.17,0.38,0.24,0.37,0.16,0.41,0.03,0.26,0.06,0.21,0.21,N/A,0.21,0.40,0.05,0.12,0.40,0.13,N/A,-0.00,N/A,0.03,N/A
0.20,0.35,N/A,N/A,0.28,0.45,0.03,0.36,0.21,0.48,0.55,0.21,0.13,0.04,N/A,0.16,0.02,0.27,0.39,1,0.47,0.29,0.47,0.01,0.15,0.06,0.10,0.38,0.52,0.15,0.48,0.51,0.24,0.43,N/A,0.55,0.53,0.32,0.40,N/A,0.09,0.20,0.39,0.15,0.37,0.01,0.52,0.01,0.30,0.09,0.20,0.15,N/A,0.19,0.51,0.06,0.19,0.43,0.19,N/A,0.04,N/A,0.07,N/A
0.12,0.35,N/A,N/A,0.35,0.53,0.03,0.44,0.31,0.51,0.58,0.23,0.21,0.04,N/A,0.30,0.02,0.40,0.32,0.47,1,0.39,0.54,0.10,0.19,0.04,0.08,0.29,0.55,0.21,0.54,0.50,0.25,0.55,N/A,0.57,0.56,0.12,0.32,N/A,0.12,0.38,0.44,0.08,0.45,0.08,0.54,0.04,0.37,0.14,0.23,0.24,N/A,0.24,0.60,0.04,0.26,0.58,0.30,N/A,0.00,N/A,-0.01,N/A
0.21,0.53,N/A,N/A,0.25,0.52,0.11,0.34,0.21,0.47,0.49,0.25,0.30,0.23,N/A,0.33,0.14,0.30,0.34,0.29,0.39,1,0.34,0.05,0.14,-0.01,0.06,0.25,0.49,0.10,0.33,0.43,0.18,0.55,N/A,0.49,0.51,0.09,0.30,N/A,0.08,0.26,0.38,0.27,0.41,0.05,0.47,0.09,0.36,0.11,0.28,0.22,N/A,0.35,0.50,0.07,0.20,0.48,0.28,N/A,-0.03,N/A,-0.02,N/A
0.18,0.35,N/A,N/A,0.24,0.41,0.01,0.33,0.12,0.43,0.58,0.15,0.20,0.09,N/A,0.22,0.01,0.28,0.33,0.47,0.54,0.34,1,0.03,0.09,0.05,0.08,0.31,0.51,0.15,0.99,0.50,0.16,0.45,N/A,0.53,0.50,0.10,0.34,N/A,0.12,0.23,0.43,0.16,0.30,0.01,0.49,0.13,0.35,0.11,0.07,0.15,N/A,0.09,0.56,0.03,0.21,0.48,0.28,N/A,0.02,N/A,-0.01,N/A
-0.02,0.01,N/A,N/A,0.10,0.24,0.10,0.15,0.44,0.17,0.08,0.26,0.05,0.02,N/A,0.39,-0.01,0.08,0.03,0.01,0.10,0.05,0.03,1,0.27,0.16,0.16,0.03,0.11,0.02,0.05,0.17,0.11,0.09,N/A,0.10,0.10,0.05,-0.04,N/A,0.09,0.01,0.01,0.03,0.18,-0.07,0.10,0.04,0.05,-0.03,0.19,0.06,N/A,0.11,0.08,0.37,0.02,0.07,0.05,N/A,-0.04,N/A,0.01,N/A
0.09,0.12,N/A,N/A,0.28,0.30,0.32,0.40,0.58,0.21,0.18,0.34,0.23,0.09,N/A,0.10,-0.01,0.10,0.11,0.15,0.19,0.14,0.09,0.27,1,0.14,0.29,0.11,0.22,0.00,0.11,0.32,0.11,0.24,N/A,0.20,0.24,0.34,0.08,N/A,0.22,0.12,0.09,0.07,0.27,0.01,0.23,0.01,0.12,-0.00,0.28,0.08,N/A,0.23,0.21,0.18,0.10,0.18,0.06,N/A,0.02,N/A,0.30,N/A
-0.01,0.02,N/A,N/A,0.11,0.25,0.06,0.04,0.12,0.11,0.11,0.03,0.05,0.02,N/A,0.02,-0.03,-0.08,0.06,0.06,0.04,-0.01,0.05,0.16,0.14,1,-0.02,0.05,0.18,0.02,0.09,0.17,0.09,0.05,N/A,0.10,0.17,0.05,-0.03,N/A,-0.01,0.07,0.09,-0.01,0.21,-0.09,0.18,0.04,0.07,-0.04,0.28,0.06,N/A,0.19,0.14,0.05,0.00,0.16,-0.05,N/A,-0.06,N/A,0.15,N/A
0.14,0.00,N/A,N/A,0.14,0.10,0.14,0.21,0.46,0.08,0.09,0.27,0.28,0.15,N/A,-0.02,0.03,0.09,0.07,0.10,0.08,0.06,0.08,0.16,0.29,-0.02,1,0.03,0.10,0.01,0.08,0.16,0.02,0.07,N/A,0.11,0.10,0.28,0.07,N/A,0.55,0.09,0.05,-0.01,0.05,0.04,0.08,-0.03,0.01,-0.04,0.07,0.09,N/A,0.01,0.07,0.11,0.07,0.02,-0.03,N/A,-0.04,N/A,0.12,N/A
0.11,0.23,N/A,N/A,0.18,0.28,0.02,0.23,0.12,0.33,0.35,0.22,0.11,0.06,N/A,0.16,0.01,0.16,0.53,0.38,0.29,0.25,0.31,0.03,0.11,0.05,0.03,1,0.34,0.05,0.31,0.34,0.11,0.31,N/A,0.33,0.42,0.14,0.25,N/A,0.02,0.11,0.31,0.13,0.24,0.15,0.37,0.03,0.17,0.02,0.12,0.07,N/A,0.14,0.30,0.03,0.11,0.33,0.08,N/A,0.01,N/A,0.02,N/A
0.28,0.51,N/A,N/A,0.41,0.82,0.14,0.52,0.32,0.77,0.93,0.25,0.35,0.15,N/A,0.36,0.06,0.31,0.41,0.52,0.55,0.49,0.51,0.11,0.22,0.18,0.10,0.34,1,0.14,0.53,0.91,0.23,0.65,N/A,0.90,0.94,0.15,0.37,N/A,0.12,0.35,0.67,0.26,0.67,0.05,0.96,0.12,0.44,0.15,0.51,0.25,N/A,0.48,0.72,0.09,0.29,0.66,0.35,N/A,0.08,N/A,0.05,N/A
-0.01,0.09,N/A,N/A,0.02,0.13,0.02,0.07,-0.01,0.10,0.17,0.02,0.03,-0.00,N/A,0.09,-0.01,0.12,0.01,0.15,0.21,0.10,0.15,0.02,0.00,0.02,0.01,0.05,0.14,1,0.16,0.13,0.04,0.12,N/A,0.15,0.13,-0.03,0.19,N/A,-0.02,0.01,0.11,-0.01,0.16,0.03,0.13,-0.00,0.10,0.04,0.02,0.03,N/A,0.03,0.19,-0.01,0.05,0.18,0.07,N/A,-0.04,N/A,-0.02,N/A
0.19,0.35,N/A,N/A,0.25,0.43,0.02,0.35,0.16,0.43,0.59,0.16,0.20,0.08,N/A,0.22,0.01,0.28,0.34,0.48,0.54,0.33,0.99,0.05,0.11,0.09,0.08,0.31,0.53,0.16,1,0.52,0.19,0.45,N/A,0.55,0.52,0.11,0.33,N/A,0.13,0.23,0.43,0.15,0.33,-0.00,0.51,0.13,0.35,0.11,0.11,0.15,N/A,0.11,0.57,0.04,0.21,0.48,0.28,N/A,0.02,N/A,0.01,N/A
