1,0.15,0.16,0.21,-0.02,0.10
0.15,1,0.52,0.55,0.08,0.22
0.16,0.52,1,0.79,0.23,0.21
0.21,0.55,0.79,1,0.17,0.24
-0.02,0.08,0.23,0.17,1,0.18
0.10,0.22,0.21,0.24,0.18,1
