1,0.35,0.06,0.29,0.23,0.39,0.40
0.35,1,0.13,0.32,0.09,0.53,0.63
0.06,0.13,1,0.02,0.00,0.12,0.05
0.29,0.32,0.02,1,0.09,0.41,0.42
0.23,0.09,0.00,0.09,1,0.21,0.17
0.39,0.53,0.12,0.41,0.21,1,0.74
0.40,0.63,0.05,0.42,0.17,0.74,1
