1,0.14,0.21,0.52,0.22,0.18,0.66,0.16,0.28,0.17,N/A,0.03,0.05
0.14,1,0.03,0.18,0.04,-0.05,0.18,-0.01,0.01,0.13,N/A,0.01,0.26
0.21,0.03,1,0.10,0.06,0.05,0.17,0.08,0.24,0.03,N/A,0.03,0.04
0.52,0.18,0.10,1,0.10,0.08,0.55,0.09,0.15,0.17,N/A,0.01,0.05
0.22,0.04,0.06,0.10,1,0.07,0.16,0.12,0.11,0.06,N/A,0.03,0.02
0.18,-0.05,0.05,0.08,0.07,1,0.19,-0.06,-0.03,0.13,N/A,0.04,-0.03
0.66,0.18,0.17,0.55,0.16,0.19,1,0.15,0.22,0.20,N/A,0.04,0.07
0.16,-0.01,0.08,0.09,0.12,-0.06,0.15,1,0.07,0.03,N/A,0.00,-0.03
0.28,0.01,0.24,0.15,0.11,-0.03,0.22,0.07,1,0.05,N/A,-0.00,0.02
0.17,0.13,0.03,0.17,0.06,0.13,0.20,0.03,0.05,1,N/A,0.07,0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.03,0.01,0.03,0.01,0.03,0.04,0.04,0.00,-0.00,0.07,N/A,1,0.01
0.05,0.26,0.04,0.05,0.02,-0.03,0.07,-0.03,0.02,0.01,N/A,0.01,1
