1,0.12,0.53,0.17,0.15,0.24,0.26,0.50,0.11,0.22,0.53,N/A,0.25,0.25
0.12,1,0.26,0.07,0.11,0.36,0.33,0.13,0.07,0.11,0.02,N/A,0.33,0.23
0.53,0.26,1,0.01,0.07,0.16,0.24,0.58,0.03,0.11,0.34,N/A,0.17,0.10
0.17,0.07,0.01,1,0.26,0.32,0.22,0.13,0.05,0.14,0.20,N/A,0.36,0.40
0.15,0.11,0.07,0.26,1,0.35,0.26,0.09,0.06,0.16,0.07,N/A,0.29,0.22
0.24,0.36,0.16,0.32,0.35,1,0.61,0.26,0.16,0.25,0.06,N/A,0.60,0.51
0.26,0.33,0.24,0.22,0.26,0.61,1,0.31,0.14,0.20,0.09,N/A,0.45,0.37
0.50,0.13,0.58,0.13,0.09,0.26,0.31,1,0.06,0.16,0.42,N/A,0.22,0.18
0.11,0.07,0.03,0.05,0.06,0.16,0.14,0.06,1,0.17,0.17,N/A,0.08,0.03
0.22,0.11,0.11,0.14,0.16,0.25,0.20,0.16,0.17,1,0.15,N/A,0.22,0.17
0.53,0.02,0.34,0.20,0.07,0.06,0.09,0.42,0.17,0.15,1,N/A,0.06,0.10
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.25,0.33,0.17,0.36,0.29,0.60,0.45,0.22,0.08,0.22,0.06,N/A,1,0.54
0.25,0.23,0.10,0.40,0.22,0.51,0.37,0.18,0.03,0.17,0.10,N/A,0.54,1
