1,0.10,N/A,0.27,0.21,N/A,0.08,-0.01,0.07,0.20,N/A,0.28,0.18,0.27
0.10,1,N/A,0.34,0.38,N/A,0.06,0.10,0.29,0.10,N/A,0.33,0.06,0.17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.27,0.34,N/A,1,0.72,N/A,0.25,0.17,0.41,0.35,N/A,0.68,0.30,0.46
0.21,0.38,N/A,0.72,1,N/A,0.20,0.12,0.39,0.27,N/A,0.54,0.21,0.40
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.08,0.06,N/A,0.25,0.20,N/A,1,0.15,0.05,0.07,N/A,0.20,0.18,0.11
-0.01,0.10,N/A,0.17,0.12,N/A,0.15,1,0.04,0.11,N/A,0.16,0.10,0.12
0.07,0.29,N/A,0.41,0.39,N/A,0.05,0.04,1,0.13,N/A,0.32,0.13,0.17
0.20,0.10,N/A,0.35,0.27,N/A,0.07,0.11,0.13,1,N/A,0.28,0.18,0.31
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.28,0.33,N/A,0.68,0.54,N/A,0.20,0.16,0.32,0.28,N/A,1,0.32,0.52
0.18,0.06,N/A,0.30,0.21,N/A,0.18,0.10,0.13,0.18,N/A,0.32,1,0.23
0.27,0.17,N/A,0.46,0.40,N/A,0.11,0.12,0.17,0.31,N/A,0.52,0.23,1
