N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.30,0.68,N/A,N/A,0.27,0.19,0.73,0.27,0.29,0.21,0.93,0.79,0.27,0.77,0.80,0.36,N/A,0.36,0.90,0.59,0.87,0.30,N/A,1,0.07,0.73,N/A,0.88,0.84,0.16,0.17,0.26
0.10,0.04,N/A,N/A,0.00,-0.01,0.06,-0.00,0.00,0.05,0.07,0.05,-0.01,0.07,0.05,0.00,N/A,-0.00,0.02,0.09,0.03,0.00,N/A,0.07,1,0.01,N/A,0.03,0.05,0.00,0.00,0.00
0.44,0.65,N/A,N/A,0.27,0.14,0.65,0.21,0.35,0.24,0.84,0.89,0.20,0.79,0.87,0.74,N/A,0.35,0.88,0.67,0.73,0.76,N/A,0.73,0.01,1,N/A,0.89,0.92,0.06,0.12,0.19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.37,0.73,N/A,N/A,0.31,0.15,0.78,0.25,0.33,0.22,0.92,0.90,0.21,0.83,0.92,0.57,N/A,0.40,0.97,0.67,0.89,0.54,N/A,0.88,0.03,0.89,N/A,1,0.95,0.12,0.15,0.18
0.41,0.70,N/A,N/A,0.29,0.18,0.73,0.24,0.34,0.23,0.91,0.92,0.20,0.85,0.91,0.65,N/A,0.36,0.96,0.69,0.86,0.63,N/A,0.84,0.05,0.92,N/A,0.95,1,0.08,0.15,0.17
-0.01,0.06,N/A,N/A,-0.01,0.02,0.09,-0.07,0.02,0.01,0.10,0.07,-0.01,0.07,0.05,-0.01,N/A,-0.01,0.15,0.03,0.10,-0.02,N/A,0.16,0.00,0.06,N/A,0.12,0.08,1,0.10,0.03
0.03,0.14,N/A,N/A,0.15,0.31,0.07,0.10,0.07,0.03,0.20,0.14,0.01,0.10,0.16,0.09,N/A,0.07,0.16,0.08,0.18,0.08,N/A,0.17,0.00,0.12,N/A,0.15,0.15,0.10,1,0.02
0.12,0.17,N/A,N/A,0.07,0.07,0.18,0.30,0.18,0.20,0.25,0.18,0.17,0.18,0.16,0.12,N/A,0.16,0.17,0.17,0.17,0.07,N/A,0.26,0.00,0.19,N/A,0.18,0.17,0.03,0.02,1
