1,0.09,0.04,0.04,0.13,0.14,0.13,0.03,0.04,0.12,0.07
0.09,1,-0.02,0.26,0.35,0.31,0.32,0.03,0.08,0.14,0.08
0.04,-0.02,1,0.04,0.21,0.09,0.19,-0.02,0.08,0.02,0.02
0.04,0.26,0.04,1,0.17,0.24,0.28,0.03,0.18,0.11,0.03
0.13,0.35,0.21,0.17,1,0.41,0.69,0.07,0.23,0.31,0.08
0.14,0.31,0.09,0.24,0.41,1,0.54,0.09,0.21,0.37,0.24
0.13,0.32,0.19,0.28,0.69,0.54,1,0.13,0.27,0.42,0.23
0.03,0.03,-0.02,0.03,0.07,0.09,0.13,1,-0.01,0.08,0.01
0.04,0.08,0.08,0.18,0.23,0.21,0.27,-0.01,1,0.10,0.12
0.12,0.14,0.02,0.11,0.31,0.37,0.42,0.08,0.10,1,0.09
0.07,0.08,0.02,0.03,0.08,0.24,0.23,0.01,0.12,0.09,1
