1,0.13,0.54,0.52,0.36,0.47,0.55,0.50,0.11,0.08,0.30,0.47,0.55,0.03,0.49,0.26,0.54,0.45,0.49,0.22,0.20,0.22,0.13,0.26,0.46,0.12,0.43
0.13,1,0.30,0.31,0.10,0.31,0.27,0.26,-0.02,0.31,0.20,0.29,0.28,-0.01,0.29,0.07,0.24,0.17,0.28,0.24,0.03,0.13,0.07,0.23,0.26,0.06,0.27
0.54,0.30,1,0.94,0.36,0.78,0.82,0.83,0.10,0.13,0.32,0.81,0.80,0.14,0.80,0.33,0.75,0.54,0.79,0.18,0.22,0.21,0.22,0.36,0.77,0.14,0.77
0.52,0.31,0.94,1,0.32,0.92,0.92,0.93,0.11,0.14,0.34,0.93,0.92,0.15,0.93,0.34,0.79,0.65,0.92,0.22,0.19,0.19,0.23,0.38,0.93,0.14,0.92
0.36,0.10,0.36,0.32,1,0.25,0.29,0.34,-0.09,0.05,0.19,0.30,0.29,0.08,0.29,0.27,0.28,0.18,0.30,0.05,0.05,0.04,0.15,0.15,0.27,0.02,0.24
0.47,0.31,0.78,0.92,0.25,1,0.89,0.89,0.11,0.15,0.38,0.90,0.91,0.12,0.92,0.29,0.75,0.71,0.91,0.21,0.16,0.12,0.26,0.38,0.92,0.17,0.92
0.55,0.27,0.82,0.92,0.29,0.89,1,0.89,0.14,0.16,0.35,0.91,0.91,0.13,0.90,0.33,0.93,0.67,0.92,0.25,0.14,0.16,0.24,0.41,0.89,0.20,0.89
0.50,0.26,0.83,0.93,0.34,0.89,0.89,1,0.11,0.15,0.33,0.93,0.89,0.12,0.92,0.34,0.77,0.58,0.90,0.24,0.26,0.16,0.21,0.35,0.92,0.17,0.91
0.11,-0.02,0.10,0.11,-0.09,0.11,0.14,0.11,1,0.02,0.00,0.08,0.12,-0.05,0.13,0.12,0.17,0.06,0.09,0.01,0.06,0.03,-0.06,0.08,0.11,0.08,0.12
0.08,0.31,0.13,0.14,0.05,0.15,0.16,0.15,0.02,1,0.04,0.16,0.17,0.00,0.14,0.02,0.16,0.06,0.17,0.03,0.02,0.02,0.02,0.25,0.14,0.03,0.12
0.30,0.20,0.32,0.34,0.19,0.38,0.35,0.33,0.00,0.04,1,0.33,0.36,0.04,0.50,0.12,0.33,0.32,0.38,0.17,0.04,0.00,0.13,0.15,0.30,0.06,0.32
0.47,0.29,0.81,0.93,0.30,0.90,0.91,0.93,0.08,0.16,0.33,1,0.90,0.12,0.94,0.34,0.78,0.60,0.92,0.24,0.16,0.16,0.23,0.39,0.93,0.13,0.92
0.55,0.28,0.80,0.92,0.29,0.91,0.91,0.89,0.12,0.17,0.36,0.90,1,0.15,0.90,0.32,0.80,0.69,0.91,0.23,0.17,0.15,0.25,0.39,0.91,0.20,0.90
0.03,-0.01,0.14,0.15,0.08,0.12,0.13,0.12,-0.05,0.00,0.04,0.12,0.15,1,0.12,0.02,0.13,0.15,0.12,-0.01,-0.02,-0.01,0.10,0.06,0.13,0.02,0.12
0.49,0.29,0.80,0.93,0.29,0.92,0.90,0.92,0.13,0.14,0.50,0.94,0.90,0.12,1,0.32,0.76,0.62,0.93,0.28,0.15,0.12,0.23,0.35,0.94,0.14,0.93
0.26,0.07,0.33,0.34,0.27,0.29,0.33,0.34,0.12,0.02,0.12,0.34,0.32,0.02,0.32,1,0.35,0.24,0.34,0.08,0.03,0.15,0.19,0.22,0.31,0.03,0.29
0.54,0.24,0.75,0.79,0.28,0.75,0.93,0.77,0.17,0.16,0.33,0.78,0.80,0.13,0.76,0.35,1,0.58,0.80,0.21,0.13,0.15,0.23,0.41,0.72,0.24,0.73
0.45,0.17,0.54,0.65,0.18,0.71,0.67,0.58,0.06,0.06,0.32,0.60,0.69,0.15,0.62,0.24,0.58,1,0.68,0.19,0.10,0.23,0.13,0.31,0.66,0.12,0.67
0.49,0.28,0.79,0.92,0.30,0.91,0.92,0.90,0.09,0.17,0.38,0.92,0.91,0.12,0.93,0.34,0.80,0.68,1,0.23,0.16,0.16,0.27,0.40,0.92,0.11,0.92
0.22,0.24,0.18,0.22,0.05,0.21,0.25,0.24,0.01,0.03,0.17,0.24,0.23,-0.01,0.28,0.08,0.21,0.19,0.23,1,0.07,0.00,-0.02,0.05,0.23,0.02,0.24
0.20,0.03,0.22,0.19,0.05,0.16,0.14,0.26,0.06,0.02,0.04,0.16,0.17,-0.02,0.15,0.03,0.13,0.10,0.16,0.07,1,-0.02,0.03,0.06,0.20,0.02,0.19
0.22,0.13,0.21,0.19,0.04,0.12,0.16,0.16,0.03,0.02,0.00,0.16,0.15,-0.01,0.12,0.15,0.15,0.23,0.16,0.00,-0.02,1,0.04,0.17,0.15,-0.01,0.14
0.13,0.07,0.22,0.23,0.15,0.26,0.24,0.21,-0.06,0.02,0.13,0.23,0.25,0.10,0.23,0.19,0.23,0.13,0.27,-0.02,0.03,0.04,1,0.07,0.20,0.04,0.19
0.26,0.23,0.36,0.38,0.15,0.38,0.41,0.35,0.08,0.25,0.15,0.39,0.39,0.06,0.35,0.22,0.41,0.31,0.40,0.05,0.06,0.17,0.07,1,0.37,0.05,0.34
0.46,0.26,0.77,0.93,0.27,0.92,0.89,0.92,0.11,0.14,0.30,0.93,0.91,0.13,0.94,0.31,0.72,0.66,0.92,0.23,0.20,0.15,0.20,0.37,1,0.13,0.95
0.12,0.06,0.14,0.14,0.02,0.17,0.20,0.17,0.08,0.03,0.06,0.13,0.20,0.02,0.14,0.03,0.24,0.12,0.11,0.02,0.02,-0.01,0.04,0.05,0.13,1,0.13
0.43,0.27,0.77,0.92,0.24,0.92,0.89,0.91,0.12,0.12,0.32,0.92,0.90,0.12,0.93,0.29,0.73,0.67,0.92,0.24,0.19,0.14,0.19,0.34,0.95,0.13,1
