1,0.39,0.24,0.40,0.12,0.21
0.39,1,0.40,0.89,0.18,0.21
0.24,0.40,1,0.41,0.17,0.11
0.40,0.89,0.41,1,0.15,0.19
0.12,0.18,0.17,0.15,1,0.03
0.21,0.21,0.11,0.19,0.03,1
