1,0.01,0.00,0.07,0.02,0.01,0.12,-0.06,0.04,0.11,0.10,0.16,0.02,-0.01,0.11,0.02,0.13,0.05,0.08,0.01,0.01,0.01,0.02,-0.02,-0.01,0.18,0.05,0.04,0.06,0.09,-0.02,0.01,-0.05,0.01,0.04,0.05,-0.03,0.00,N/A
0.01,1,-0.05,0.01,0.05,0.01,-0.06,0.24,-0.04,-0.05,0.03,0.09,0.02,0.05,0.03,-0.05,0.09,0.06,-0.04,-0.05,-0.01,-0.00,0.01,-0.01,0.05,0.03,-0.02,0.03,-0.06,0.02,-0.08,0.07,0.03,0.05,-0.04,0.03,-0.03,-0.04,N/A
0.00,-0.05,1,-0.01,0.06,0.00,0.08,0.06,0.06,-0.05,0.07,0.02,0.02,0.01,0.04,0.04,0.16,0.14,0.07,0.08,0.02,0.12,0.06,0.03,0.19,-0.05,0.10,0.38,0.09,0.03,-0.04,0.03,-0.00,0.06,0.07,-0.02,0.25,-0.02,N/A
0.07,0.01,-0.01,1,-0.00,0.00,-0.02,0.03,0.37,0.01,0.20,0.03,-0.01,-0.00,0.21,0.02,0.06,0.01,-0.03,0.01,-0.00,0.00,0.01,-0.00,0.02,0.08,0.01,0.00,0.01,0.26,0.01,-0.00,0.00,0.20,0.29,0.29,0.01,0.23,N/A
0.02,0.05,0.06,-0.00,1,-0.00,0.07,0.05,0.02,0.01,0.16,0.05,-0.02,0.02,0.12,0.07,0.20,0.26,0.07,0.04,0.13,0.13,0.07,0.04,0.06,0.03,0.18,0.01,0.15,0.18,0.05,0.05,0.01,0.14,0.10,0.15,0.01,0.03,N/A
0.01,0.01,0.00,0.00,-0.00,1,-0.04,0.03,0.02,0.00,0.01,-0.01,0.02,0.00,0.00,0.00,0.04,0.22,-0.01,0.00,0.01,0.01,0.03,-0.00,0.01,-0.00,0.00,0.01,0.25,0.01,0.02,0.00,0.00,0.01,0.02,0.00,0.01,0.01,N/A
0.12,-0.06,0.08,-0.02,0.07,-0.04,1,-0.08,0.04,0.04,0.14,0.05,0.07,-0.06,0.01,0.09,0.12,0.13,0.02,-0.02,0.11,0.04,0.19,0.03,0.09,0.01,0.11,-0.02,0.08,0.04,0.09,-0.01,0.02,0.02,0.14,0.02,0.03,-0.05,N/A
-0.06,0.24,0.06,0.03,0.05,0.03,-0.08,1,-0.03,0.04,0.01,0.02,0.10,-0.06,-0.04,0.02,0.14,0.02,0.02,-0.03,0.03,0.04,-0.00,0.03,0.12,0.08,-0.02,0.01,0.02,-0.01,-0.09,0.02,0.00,0.01,0.00,0.13,-0.04,0.06,N/A
0.04,-0.04,0.06,0.37,0.02,0.02,0.04,-0.03,1,0.04,0.24,0.06,0.01,0.01,0.19,0.08,0.06,0.11,0.13,0.00,0.08,0.12,0.04,-0.00,0.09,0.06,0.04,-0.01,0.05,0.03,0.09,-0.01,-0.03,0.04,-0.02,0.01,0.01,0.00,N/A
0.11,-0.05,-0.05,0.01,0.01,0.00,0.04,0.04,0.04,1,0.04,0.04,-0.01,0.01,0.06,-0.01,0.10,0.03,0.22,0.01,-0.05,-0.05,-0.03,-0.03,-0.02,0.05,0.07,0.01,0.03,0.31,0.01,0.02,0.01,0.07,0.06,0.04,-0.00,0.06,N/A
0.10,0.03,0.07,0.20,0.16,0.01,0.14,0.01,0.24,0.04,1,0.31,0.05,0.18,0.13,0.09,0.30,0.15,0.09,0.16,0.08,0.15,0.06,0.02,0.10,0.13,0.24,-0.00,0.18,0.15,0.12,0.07,0.01,0.17,0.38,0.19,0.07,0.07,N/A
0.16,0.09,0.02,0.03,0.05,-0.01,0.05,0.02,0.06,0.04,0.31,1,0.01,0.48,0.10,0.03,0.21,0.11,0.02,0.12,0.00,0.11,0.07,-0.01,0.03,0.15,0.09,0.01,0.15,0.05,0.05,0.02,-0.03,0.16,0.06,0.12,0.06,0.03,N/A
0.02,0.02,0.02,-0.01,-0.02,0.02,0.07,0.10,0.01,-0.01,0.05,0.01,1,-0.01,0.02,-0.00,0.05,0.04,0.00,0.03,0.07,0.06,0.04,0.06,0.01,0.03,0.04,0.00,0.01,-0.02,-0.00,0.01,0.01,0.01,0.01,0.01,0.01,-0.01,N/A
-0.01,0.05,0.01,-0.00,0.02,0.00,-0.06,-0.06,0.01,0.01,0.18,0.48,-0.01,1,0.02,-0.01,0.06,-0.01,0.08,0.00,-0.01,-0.02,0.04,0.01,-0.05,0.01,0.01,0.00,0.02,0.01,-0.02,0.02,0.01,0.12,0.01,0.03,0.01,0.01,N/A
0.11,0.03,0.04,0.21,0.12,0.00,0.01,-0.04,0.19,0.06,0.13,0.10,0.02,0.02,1,0.02,0.19,0.08,0.01,0.13,0.07,0.02,0.06,0.06,0.05,0.02,0.05,0.00,0.20,0.04,-0.02,-0.01,0.02,0.04,0.04,0.06,0.08,0.01,N/A
0.02,-0.05,0.04,0.02,0.07,0.00,0.09,0.02,0.08,-0.01,0.09,0.03,-0.00,-0.01,0.02,1,0.24,-0.02,0.05,-0.02,0.17,-0.03,-0.02,0.10,0.00,-0.08,0.14,-0.01,0.05,0.01,0.05,0.11,0.01,0.06,0.09,-0.01,0.07,-0.01,N/A
0.13,0.09,0.16,0.06,0.20,0.04,0.12,0.14,0.06,0.10,0.30,0.21,0.05,0.06,0.19,0.24,1,0.22,0.10,0.16,0.18,0.03,0.13,0.09,0.10,0.12,0.16,0.04,0.29,0.16,0.08,0.26,0.07,0.21,0.20,0.22,0.15,0.08,N/A
0.05,0.06,0.14,0.01,0.26,0.22,0.13,0.02,0.11,0.03,0.15,0.11,0.04,-0.01,0.08,-0.02,0.22,1,0.05,0.10,0.04,0.13,0.08,0.05,0.00,0.04,0.08,0.12,0.23,0.06,0.01,0.04,0.02,0.21,0.09,0.16,0.17,0.03,N/A
0.08,-0.04,0.07,-0.03,0.07,-0.01,0.02,0.02,0.13,0.22,0.09,0.02,0.00,0.08,0.01,0.05,0.10,0.05,1,-0.00,0.13,-0.01,0.06,0.02,0.04,0.09,0.03,-0.00,0.08,0.33,-0.00,-0.00,-0.02,-0.00,0.17,0.10,0.11,0.04,N/A
0.01,-0.05,0.08,0.01,0.04,0.00,-0.02,-0.03,0.00,0.01,0.16,0.12,0.03,0.00,0.13,-0.02,0.16,0.10,-0.00,1,0.07,0.13,0.08,-0.00,-0.01,0.15,0.09,0.27,0.44,0.08,0.02,0.02,0.02,0.11,0.11,0.12,0.08,0.04,N/A
0.01,-0.01,0.02,-0.00,0.13,0.01,0.11,0.03,0.08,-0.05,0.08,0.00,0.07,-0.01,0.07,0.17,0.18,0.04,0.13,0.07,1,-0.01,0.13,0.03,0.03,-0.04,0.01,0.03,0.08,0.04,-0.02,0.14,0.11,0.03,0.12,0.01,0.06,0.03,N/A
0.01,-0.00,0.12,0.00,0.13,0.01,0.04,0.04,0.12,-0.05,0.15,0.11,0.06,-0.02,0.02,-0.03,0.03,0.13,-0.01,0.13,-0.01,1,-0.05,-0.05,-0.06,-0.02,0.08,-0.01,0.09,-0.02,0.11,0.03,-0.02,0.01,0.04,0.00,0.04,-0.01,N/A
0.02,0.01,0.06,0.01,0.07,0.03,0.19,-0.00,0.04,-0.03,0.06,0.07,0.04,0.04,0.06,-0.02,0.13,0.08,0.06,0.08,0.13,-0.05,1,0.07,0.06,0.02,0.01,-0.02,0.06,-0.00,0.09,0.03,0.00,0.05,0.10,0.07,-0.03,-0.00,N/A
-0.02,-0.01,0.03,-0.00,0.04,-0.00,0.03,0.03,-0.00,-0.03,0.02,-0.01,0.06,0.01,0.06,0.10,0.09,0.05,0.02,-0.00,0.03,-0.05,0.07,1,-0.03,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.06,0.27,0.03,0.01,0.01,0.01,N/A
-0.01,0.05,0.19,0.02,0.06,0.01,0.09,0.12,0.09,-0.02,0.10,0.03,0.01,-0.05,0.05,0.00,0.10,0.00,0.04,-0.01,0.03,-0.06,0.06,-0.03,1,0.03,-0.02,0.01,0.06,-0.06,-0.00,0.06,0.00,0.03,0.02,0.01,0.05,0.04,N/A
0.18,0.03,-0.05,0.08,0.03,-0.00,0.01,0.08,0.06,0.05,0.13,0.15,0.03,0.01,0.02,-0.08,0.12,0.04,0.09,0.15,-0.04,-0.02,0.02,0.00,0.03,1,0.06,0.05,0.19,0.12,0.00,0.05,0.01,0.15,0.11,0.39,0.01,0.05,N/A
0.05,-0.02,0.10,0.01,0.18,0.00,0.11,-0.02,0.04,0.07,0.24,0.09,0.04,0.01,0.05,0.14,0.16,0.08,0.03,0.09,0.01,0.08,0.01,0.00,-0.02,0.06,1,0.02,0.13,0.24,0.02,0.02,0.06,0.11,0.10,0.09,0.05,0.00,N/A
0.04,0.03,0.38,0.00,0.01,0.01,-0.02,0.01,-0.01,0.01,-0.00,0.01,0.00,0.00,0.00,-0.01,0.04,0.12,-0.00,0.27,0.03,-0.01,-0.02,0.00,0.01,0.05,0.02,1,0.13,0.02,-0.03,-0.00,-0.00,0.10,-0.01,0.01,0.26,0.01,N/A
