1,0.02,0.09,N/A,0.24,0.18,0.05,0.14,0.19,0.12,0.47,0.14,0.14,0.09,0.12,0.29,0.15,0.13,0.03,0.79,0.43,0.16,N/A,0.20,0.09,0.43,0.41,0.14,0.41,0.22,0.13,0.19,0.25,0.41,0.02,0.07,0.42,0.33,0.42,0.03,0.17,0.11,N/A,0.12
0.02,1,0.02,N/A,0.17,0.14,0.07,0.00,0.02,0.10,0.01,0.01,-0.01,-0.04,0.07,0.15,0.09,0.01,0.07,0.01,0.12,0.06,N/A,0.08,0.04,0.07,0.07,0.03,0.05,0.21,0.05,0.08,0.14,0.10,0.01,-0.00,0.11,0.05,0.13,0.04,0.07,0.01,N/A,-0.00
0.09,0.02,1,N/A,0.12,0.17,0.05,0.23,-0.00,0.03,0.00,0.11,0.06,0.01,-0.00,0.07,0.08,0.09,0.13,0.13,0.19,0.35,N/A,0.06,0.02,0.08,0.09,0.12,0.03,0.09,0.01,0.18,0.36,0.13,-0.07,0.01,0.16,0.02,0.09,-0.04,0.05,0.03,N/A,0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.24,0.17,0.12,N/A,1,0.07,0.05,0.24,0.01,0.17,0.09,0.10,0.03,0.08,0.11,0.37,0.17,0.05,0.08,0.25,0.40,0.17,N/A,0.09,0.04,0.36,0.38,-0.01,0.16,0.12,0.14,0.11,0.20,0.46,0.04,-0.02,0.47,0.15,0.47,0.03,0.08,0.10,N/A,0.03
0.18,0.14,0.17,N/A,0.07,1,0.10,0.04,0.13,0.10,0.13,0.14,0.17,0.10,0.14,0.12,0.26,0.17,0.15,0.15,0.26,0.24,N/A,0.24,0.17,0.29,0.17,0.14,0.12,0.25,0.19,0.12,0.44,0.25,-0.03,0.08,0.23,0.12,0.17,0.04,0.25,0.14,N/A,0.10
0.05,0.07,0.05,N/A,0.05,0.10,1,0.05,0.25,0.07,0.13,0.36,0.07,0.02,0.05,0.14,0.28,0.07,0.04,0.06,0.28,0.07,N/A,0.25,0.26,0.20,0.23,0.28,0.29,0.19,0.14,0.08,0.19,0.19,-0.02,0.03,0.19,0.12,0.18,0.04,0.18,0.01,N/A,0.08
0.14,0.00,0.23,N/A,0.24,0.04,0.05,1,0.01,0.16,0.02,0.14,0.01,-0.00,0.16,0.17,0.06,0.07,0.08,0.14,0.23,0.20,N/A,0.12,0.01,0.17,0.24,0.01,0.14,0.14,0.11,0.15,0.14,0.29,-0.01,0.08,0.29,0.04,0.20,-0.00,0.08,0.00,N/A,0.04
0.19,0.02,-0.00,N/A,0.01,0.13,0.25,0.01,1,0.00,0.33,0.56,-0.00,0.12,0.64,0.09,0.21,0.04,-0.01,0.02,0.47,0.01,N/A,0.18,0.87,0.33,0.33,0.90,0.45,0.01,0.09,0.00,0.08,0.12,0.01,0.52,0.11,0.43,0.13,0.01,0.12,0.04,N/A,0.01
0.12,0.10,0.03,N/A,0.17,0.10,0.07,0.16,0.00,1,0.13,0.08,0.03,0.02,0.05,0.22,0.19,0.08,0.14,0.05,0.23,0.08,N/A,0.14,0.00,0.20,0.24,0.04,0.14,0.05,0.19,0.00,0.07,0.28,0.04,0.00,0.25,0.10,0.19,0.01,0.09,0.01,N/A,0.08
0.47,0.01,0.00,N/A,0.09,0.13,0.13,0.02,0.33,0.13,1,0.16,0.11,0.24,0.19,0.27,0.12,0.08,0.08,0.14,0.35,0.15,N/A,0.14,0.19,0.32,0.36,0.25,0.53,0.11,0.11,0.14,0.14,0.27,-0.02,0.15,0.26,0.49,0.27,-0.04,0.06,0.11,N/A,0.17
0.14,0.01,0.11,N/A,0.10,0.14,0.36,0.14,0.56,0.08,0.16,1,0.16,0.04,0.37,0.11,0.35,0.16,0.03,0.09,0.41,0.12,N/A,0.23,0.55,0.35,0.52,0.58,0.34,0.05,0.15,0.10,0.17,0.20,0.03,0.23,0.18,0.26,0.22,0.03,0.13,0.01,N/A,0.03
0.14,-0.01,0.06,N/A,0.03,0.17,0.07,0.01,-0.00,0.03,0.11,0.16,1,-0.06,0.00,0.02,0.08,0.04,0.08,0.10,0.12,0.17,N/A,0.25,0.03,0.16,0.12,-0.00,-0.02,0.16,0.28,0.22,0.29,0.09,0.09,0.00,0.07,0.01,0.11,0.28,0.34,-0.02,N/A,0.01
0.09,-0.04,0.01,N/A,0.08,0.10,0.02,-0.00,0.12,0.02,0.24,0.04,-0.06,1,0.08,0.11,0.01,-0.01,-0.03,-0.03,0.11,0.07,N/A,0.02,0.04,0.05,0.09,0.04,0.17,-0.00,0.03,0.06,-0.02,0.10,-0.03,-0.02,0.16,0.17,0.06,0.03,-0.00,0.07,N/A,-0.00
0.12,0.07,-0.00,N/A,0.11,0.14,0.05,0.16,0.64,0.05,0.19,0.37,0.00,0.08,1,0.20,0.11,0.03,0.06,0.01,0.37,0.03,N/A,0.10,0.61,0.29,0.27,0.55,0.27,-0.01,0.06,-0.01,0.10,0.15,0.01,0.51,0.17,0.29,0.15,0.00,0.06,0.07,N/A,0.03
0.29,0.15,0.07,N/A,0.37,0.12,0.14,0.17,0.09,0.22,0.27,0.11,0.02,0.11,0.20,1,0.15,0.13,0.11,0.24,0.50,0.19,N/A,0.24,0.06,0.33,0.40,0.07,0.35,0.12,0.12,0.24,0.18,0.52,0.00,0.05,0.51,0.28,0.50,0.00,0.10,0.17,N/A,0.12
0.15,0.09,0.08,N/A,0.17,0.26,0.28,0.06,0.21,0.19,0.12,0.35,0.08,0.01,0.11,0.15,1,0.16,0.08,0.16,0.34,0.30,N/A,0.36,0.21,0.42,0.36,0.22,0.24,0.21,0.32,0.11,0.36,0.25,-0.04,0.02,0.24,0.17,0.33,0.16,0.38,0.03,N/A,0.05
0.13,0.01,0.09,N/A,0.05,0.17,0.07,0.07,0.04,0.08,0.08,0.16,0.04,-0.01,0.03,0.13,0.16,1,0.09,0.14,0.26,0.17,N/A,0.19,0.04,0.28,0.24,0.08,0.10,0.11,0.12,0.14,0.18,0.24,0.02,0.01,0.22,0.10,0.22,0.03,0.14,0.07,N/A,0.10
0.03,0.07,0.13,N/A,0.08,0.15,0.04,0.08,-0.01,0.14,0.08,0.03,0.08,-0.03,0.06,0.11,0.08,0.09,1,0.02,0.23,0.12,N/A,0.09,0.01,0.13,0.12,0.01,0.08,0.02,0.09,0.02,0.11,0.20,-0.00,0.03,0.18,0.04,0.20,0.09,0.07,-0.02,N/A,0.10
0.79,0.01,0.13,N/A,0.25,0.15,0.06,0.14,0.02,0.05,0.14,0.09,0.10,-0.03,0.01,0.24,0.16,0.14,0.02,1,0.38,0.20,N/A,0.18,-0.02,0.35,0.32,0.02,0.15,0.24,0.11,0.21,0.25,0.40,0.06,0.01,0.40,0.10,0.43,0.03,0.17,0.13,N/A,0.04
0.43,0.12,0.19,N/A,0.40,0.26,0.28,0.23,0.47,0.23,0.35,0.41,0.12,0.11,0.37,0.50,0.34,0.26,0.23,0.38,1,0.26,N/A,0.34,0.43,0.71,0.73,0.51,0.47,0.22,0.26,0.26,0.37,0.76,0.05,0.29,0.76,0.37,0.81,0.15,0.26,0.16,N/A,0.11
0.16,0.06,0.35,N/A,0.17,0.24,0.07,0.20,0.01,0.08,0.15,0.12,0.17,0.07,0.03,0.19,0.30,0.17,0.12,0.20,0.26,1,N/A,0.25,0.02,0.31,0.27,0.01,0.12,0.22,0.21,0.24,0.41,0.24,0.00,-0.01,0.27,0.19,0.23,0.03,0.18,0.15,N/A,0.14
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.20,0.08,0.06,N/A,0.09,0.24,0.25,0.12,0.18,0.14,0.14,0.23,0.25,0.02,0.10,0.24,0.36,0.19,0.09,0.18,0.34,0.25,N/A,1,0.19,0.32,0.27,0.19,0.19,0.35,0.63,0.14,0.37,0.28,0.09,0.02,0.29,0.12,0.26,0.36,0.78,0.03,N/A,0.10
0.09,0.04,0.02,N/A,0.04,0.17,0.26,0.01,0.87,0.00,0.19,0.55,0.03,0.04,0.61,0.06,0.21,0.04,0.01,-0.02,0.43,0.02,N/A,0.19,1,0.31,0.31,0.80,0.34,-0.03,0.09,0.02,0.10,0.11,-0.03,0.52,0.10,0.34,0.12,0.02,0.14,0.03,N/A,0.03
0.43,0.07,0.08,N/A,0.36,0.29,0.20,0.17,0.33,0.20,0.32,0.35,0.16,0.05,0.29,0.33,0.42,0.28,0.13,0.35,0.71,0.31,N/A,0.32,0.31,1,0.72,0.34,0.44,0.25,0.27,0.23,0.44,0.57,0.04,0.25,0.58,0.41,0.62,0.13,0.27,0.10,N/A,0.20
0.41,0.07,0.09,N/A,0.38,0.17,0.23,0.24,0.33,0.24,0.36,0.52,0.12,0.09,0.27,0.40,0.36,0.24,0.12,0.32,0.73,0.27,N/A,0.27,0.31,0.72,1,0.32,0.56,0.18,0.25,0.20,0.32,0.60,0.06,0.33,0.65,0.56,0.65,0.13,0.19,0.17,N/A,0.15
0.14,0.03,0.12,N/A,-0.01,0.14,0.28,0.01,0.90,0.04,0.25,0.58,-0.00,0.04,0.55,0.07,0.22,0.08,0.01,0.02,0.51,0.01,N/A,0.19,0.80,0.34,0.32,1,0.42,0.01,0.09,0.04,0.13,0.11,0.01,0.47,0.10,0.35,0.13,0.01,0.12,0.03,N/A,0.02
0.41,0.05,0.03,N/A,0.16,0.12,0.29,0.14,0.45,0.14,0.53,0.34,-0.02,0.17,0.27,0.35,0.24,0.10,0.08,0.15,0.47,0.12,N/A,0.19,0.34,0.44,0.56,0.42,1,0.04,0.10,0.13,0.14,0.30,-0.00,0.21,0.35,0.56,0.33,-0.04,0.11,0.09,N/A,0.22
0.22,0.21,0.09,N/A,0.12,0.25,0.19,0.14,0.01,0.05,0.11,0.05,0.16,-0.00,-0.01,0.12,0.21,0.11,0.02,0.24,0.22,0.22,N/A,0.35,-0.03,0.25,0.18,0.01,0.04,1,0.41,0.27,0.54,0.20,0.08,-0.05,0.19,0.06,0.24,0.17,0.46,-0.01,N/A,0.02
0.13,0.05,0.01,N/A,0.14,0.19,0.14,0.11,0.09,0.19,0.11,0.15,0.28,0.03,0.06,0.12,0.32,0.12,0.09,0.11,0.26,0.21,N/A,0.63,0.09,0.27,0.25,0.09,0.10,0.41,1,0.16,0.36,0.25,0.08,0.01,0.23,0.04,0.22,0.35,0.79,0.01,N/A,0.09
0.19,0.08,0.18,N/A,0.11,0.12,0.08,0.15,0.00,0.00,0.14,0.10,0.22,0.06,-0.01,0.24,0.11,0.14,0.02,0.21,0.26,0.24,N/A,0.14,0.02,0.23,0.20,0.04,0.13,0.27,0.16,1,0.43,0.25,0.04,-0.04,0.24,0.07,0.27,0.06,0.15,-0.01,N/A,0.09
0.25,0.14,0.36,N/A,0.20,0.44,0.19,0.14,0.08,0.07,0.14,0.17,0.29,-0.02,0.10,0.18,0.36,0.18,0.11,0.25,0.37,0.41,N/A,0.37,0.10,0.44,0.32,0.13,0.14,0.54,0.36,0.43,1,0.31,-0.01,0.04,0.30,0.11,0.35,0.12,0.43,0.05,N/A,0.16
0.41,0.10,0.13,N/A,0.46,0.25,0.19,0.29,0.12,0.28,0.27,0.20,0.09,0.10,0.15,0.52,0.25,0.24,0.20,0.40,0.76,0.24,N/A,0.28,0.11,0.57,0.60,0.11,0.30,0.20,0.25,0.25,0.31,1,0.08,0.07,0.94,0.27,0.76,0.11,0.21,0.16,N/A,0.08
0.02,0.01,-0.07,N/A,0.04,-0.03,-0.02,-0.01,0.01,0.04,-0.02,0.03,0.09,-0.03,0.01,0.00,-0.04,0.02,-0.00,0.06,0.05,0.00,N/A,0.09,-0.03,0.04,0.06,0.01,-0.00,0.08,0.08,0.04,-0.01,0.08,1,0.02,0.09,-0.08,0.06,0.22,0.10,0.03,N/A,-0.02
0.07,-0.00,0.01,N/A,-0.02,0.08,0.03,0.08,0.52,0.00,0.15,0.23,0.00,-0.02,0.51,0.05,0.02,0.01,0.03,0.01,0.29,-0.01,N/A,0.02,0.52,0.25,0.33,0.47,0.21,-0.05,0.01,-0.04,0.04,0.07,0.02,1,0.09,0.31,0.07,0.02,0.01,0.05,N/A,-0.01
0.42,0.11,0.16,N/A,0.47,0.23,0.19,0.29,0.11,0.25,0.26,0.18,0.07,0.16,0.17,0.51,0.24,0.22,0.18,0.40,0.76,0.27,N/A,0.29,0.10,0.58,0.65,0.10,0.35,0.19,0.23,0.24,0.30,0.94,0.09,0.09,1,0.31,0.73,0.11,0.21,0.18,N/A,0.09
0.33,0.05,0.02,N/A,0.15,0.12,0.12,0.04,0.43,0.10,0.49,0.26,0.01,0.17,0.29,0.28,0.17,0.10,0.04,0.10,0.37,0.19,N/A,0.12,0.34,0.41,0.56,0.35,0.56,0.06,0.04,0.07,0.11,0.27,-0.08,0.31,0.31,1,0.22,-0.01,0.03,0.14,N/A,0.07
0.42,0.13,0.09,N/A,0.47,0.17,0.18,0.20,0.13,0.19,0.27,0.22,0.11,0.06,0.15,0.50,0.33,0.22,0.20,0.43,0.81,0.23,N/A,0.26,0.12,0.62,0.65,0.13,0.33,0.24,0.22,0.27,0.35,0.76,0.06,0.07,0.73,0.22,1,0.13,0.22,0.08,N/A,0.14
0.03,0.04,-0.04,N/A,0.03,0.04,0.04,-0.00,0.01,0.01,-0.04,0.03,0.28,0.03,0.00,0.00,0.16,0.03,0.09,0.03,0.15,0.03,N/A,0.36,0.02,0.13,0.13,0.01,-0.04,0.17,0.35,0.06,0.12,0.11,0.22,0.02,0.11,-0.01,0.13,1,0.47,0.07,N/A,0.01
0.17,0.07,0.05,N/A,0.08,0.25,0.18,0.08,0.12,0.09,0.06,0.13,0.34,-0.00,0.06,0.10,0.38,0.14,0.07,0.17,0.26,0.18,N/A,0.78,0.14,0.27,0.19,0.12,0.11,0.46,0.79,0.15,0.43,0.21,0.10,0.01,0.21,0.03,0.22,0.47,1,0.01,N/A,0.09
0.11,0.01,0.03,N/A,0.10,0.14,0.01,0.00,0.04,0.01,0.11,0.01,-0.02,0.07,0.07,0.17,0.03,0.07,-0.02,0.13,0.16,0.15,N/A,0.03,0.03,0.10,0.17,0.03,0.09,-0.01,0.01,-0.01,0.05,0.16,0.03,0.05,0.18,0.14,0.08,0.07,0.01,1,N/A,-0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.12,-0.00,0.01,N/A,0.03,0.10,0.08,0.04,0.01,0.08,0.17,0.03,0.01,-0.00,0.03,0.12,0.05,0.10,0.10,0.04,0.11,0.14,N/A,0.10,0.03,0.20,0.15,0.02,0.22,0.02,0.09,0.09,0.16,0.08,-0.02,-0.01,0.09,0.07,0.14,0.01,0.09,-0.01,N/A,1
