1,0.05,0.13,0.07,-0.00,0.09,0.07,-0.01,0.17,0.04,-0.00,0.27,0.05,0.18,-0.02,0.17,0.15,0.01,0.17,0.02,0.16,0.01,-0.00,0.14,0.16,0.03,0.02,-0.01,0.23
0.05,1,0.21,0.73,0.06,0.33,0.47,0.03,0.71,0.22,0.15,0.23,0.89,0.19,0.12,0.67,0.73,0.20,0.15,0.16,0.38,0.20,0.10,0.25,0.27,0.36,0.33,0.02,0.36
0.13,0.21,1,0.09,-0.01,0.21,0.07,-0.02,0.24,0.10,0.05,0.07,0.23,0.13,0.02,0.24,0.17,0.07,0.18,0.00,0.28,0.03,0.14,0.02,0.09,0.13,0.21,-0.01,0.10
0.07,0.73,0.09,1,0.11,0.24,0.52,0.06,0.67,0.36,0.21,0.22,0.64,0.19,0.18,0.62,0.67,0.24,0.10,0.11,0.28,0.09,0.10,0.28,0.33,0.30,0.17,0.03,0.32
-0.00,0.06,-0.01,0.11,1,0.03,0.01,-0.04,0.05,-0.02,0.06,0.05,0.05,0.03,0.58,0.05,0.09,0.08,-0.06,0.11,0.05,0.06,-0.00,0.17,-0.06,-0.01,-0.02,-0.02,0.01
0.09,0.33,0.21,0.24,0.03,1,0.29,0.04,0.41,0.06,0.08,0.32,0.29,0.33,0.08,0.37,0.40,0.19,0.18,0.12,0.29,0.17,0.06,0.09,0.20,0.19,0.13,0.11,0.40
0.07,0.47,0.07,0.52,0.01,0.29,1,0.04,0.44,0.26,0.12,0.12,0.37,0.21,0.07,0.37,0.40,0.20,0.16,0.11,0.31,0.08,0.13,0.17,0.29,0.21,0.18,0.09,0.22
-0.01,0.03,-0.02,0.06,-0.04,0.04,0.04,1,0.02,0.01,0.04,0.00,0.02,0.11,0.00,0.06,0.03,0.04,0.03,-0.08,-0.01,0.02,0.05,0.02,0.02,0.06,-0.04,0.01,0.03
0.17,0.71,0.24,0.67,0.05,0.41,0.44,0.02,1,0.29,0.29,0.64,0.67,0.35,0.15,0.82,0.89,0.33,0.11,0.17,0.43,0.10,0.08,0.24,0.40,0.34,0.30,0.10,0.69
0.04,0.22,0.10,0.36,-0.02,0.06,0.26,0.01,0.29,1,0.13,0.12,0.19,0.11,0.04,0.20,0.28,0.09,0.05,0.02,0.22,-0.00,0.01,0.10,0.27,0.15,0.10,0.00,0.13
-0.00,0.15,0.05,0.21,0.06,0.08,0.12,0.04,0.29,0.13,1,0.14,0.12,0.25,0.10,0.22,0.27,0.09,0.00,0.05,0.10,0.05,0.00,0.09,0.03,0.05,0.03,0.02,0.17
0.27,0.23,0.07,0.22,0.05,0.32,0.12,0.00,0.64,0.12,0.14,1,0.23,0.30,0.13,0.63,0.69,0.22,0.04,0.08,0.28,0.06,0.01,0.18,0.26,0.18,0.19,-0.02,0.84
0.05,0.89,0.23,0.64,0.05,0.29,0.37,0.02,0.67,0.19,0.12,0.23,1,0.16,0.10,0.61,0.68,0.25,0.16,0.14,0.37,0.24,0.11,0.22,0.26,0.34,0.38,0.02,0.35
0.18,0.19,0.13,0.19,0.03,0.33,0.21,0.11,0.35,0.11,0.25,0.30,0.16,1,0.12,0.42,0.41,0.20,0.10,0.10,0.12,0.04,0.12,0.03,0.11,0.25,0.21,0.02,0.29
-0.02,0.12,0.02,0.18,0.58,0.08,0.07,0.00,0.15,0.04,0.10,0.13,0.10,0.12,1,0.15,0.17,0.08,-0.04,-0.01,0.11,0.03,0.00,0.19,0.03,0.07,-0.00,-0.00,0.10
0.17,0.67,0.24,0.62,0.05,0.37,0.37,0.06,0.82,0.20,0.22,0.63,0.61,0.42,0.15,1,0.82,0.34,0.10,0.11,0.35,0.09,0.08,0.21,0.37,0.41,0.26,0.03,0.66
0.15,0.73,0.17,0.67,0.09,0.40,0.40,0.03,0.89,0.28,0.27,0.69,0.68,0.41,0.17,0.82,1,0.30,0.12,0.15,0.40,0.11,0.07,0.22,0.37,0.37,0.28,0.01,0.70
0.01,0.20,0.07,0.24,0.08,0.19,0.20,0.04,0.33,0.09,0.09,0.22,0.25,0.20,0.08,0.34,0.30,1,0.03,0.02,0.19,0.21,-0.02,0.02,0.25,0.17,0.10,0.02,0.25
0.17,0.15,0.18,0.10,-0.06,0.18,0.16,0.03,0.11,0.05,0.00,0.04,0.16,0.10,-0.04,0.10,0.12,0.03,1,-0.02,0.20,0.02,-0.06,-0.00,0.04,0.11,0.09,0.05,0.09
0.02,0.16,0.00,0.11,0.11,0.12,0.11,-0.08,0.17,0.02,0.05,0.08,0.14,0.10,-0.01,0.11,0.15,0.02,-0.02,1,0.06,0.06,0.07,0.01,0.04,0.06,0.07,0.06,0.13
0.16,0.38,0.28,0.28,0.05,0.29,0.31,-0.01,0.43,0.22,0.10,0.28,0.37,0.12,0.11,0.35,0.40,0.19,0.20,0.06,1,0.05,0.13,0.16,0.29,0.20,0.26,0.13,0.30
0.01,0.20,0.03,0.09,0.06,0.17,0.08,0.02,0.10,-0.00,0.05,0.06,0.24,0.04,0.03,0.09,0.11,0.21,0.02,0.06,0.05,1,0.04,0.01,0.03,0.04,0.01,0.01,0.08
-0.00,0.10,0.14,0.10,-0.00,0.06,0.13,0.05,0.08,0.01,0.00,0.01,0.11,0.12,0.00,0.08,0.07,-0.02,-0.06,0.07,0.13,0.04,1,-0.02,0.18,0.04,0.03,-0.01,0.07
0.14,0.25,0.02,0.28,0.17,0.09,0.17,0.02,0.24,0.10,0.09,0.18,0.22,0.03,0.19,0.21,0.22,0.02,-0.00,0.01,0.16,0.01,-0.02,1,0.09,0.09,0.02,-0.01,0.19
0.16,0.27,0.09,0.33,-0.06,0.20,0.29,0.02,0.40,0.27,0.03,0.26,0.26,0.11,0.03,0.37,0.37,0.25,0.04,0.04,0.29,0.03,0.18,0.09,1,0.26,0.14,0.00,0.31
0.03,0.36,0.13,0.30,-0.01,0.19,0.21,0.06,0.34,0.15,0.05,0.18,0.34,0.25,0.07,0.41,0.37,0.17,0.11,0.06,0.20,0.04,0.04,0.09,0.26,1,0.29,-0.00,0.32
0.02,0.33,0.21,0.17,-0.02,0.13,0.18,-0.04,0.30,0.10,0.03,0.19,0.38,0.21,-0.00,0.26,0.28,0.10,0.09,0.07,0.26,0.01,0.03,0.02,0.14,0.29,1,0.02,0.24
-0.01,0.02,-0.01,0.03,-0.02,0.11,0.09,0.01,0.10,0.00,0.02,-0.02,0.02,0.02,-0.00,0.03,0.01,0.02,0.05,0.06,0.13,0.01,-0.01,-0.01,0.00,-0.00,0.02,1,0.08
0.23,0.36,0.10,0.32,0.01,0.40,0.22,0.03,0.69,0.13,0.17,0.84,0.35,0.29,0.10,0.66,0.70,0.25,0.09,0.13,0.30,0.08,0.07,0.19,0.31,0.32,0.24,0.08,1
