N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,-0.02,0.27,0.34,0.25,-0.00,0.04,0.17,-0.02,-0.02,0.11,-0.00,0.05,N/A,0.18,0.06,N/A,0.03
N/A,-0.02,1,0.23,0.08,0.20,0.02,0.03,0.11,0.06,0.74,-0.00,-0.02,0.09,N/A,0.02,0.05,N/A,0.02
N/A,0.27,0.23,1,0.33,0.28,-0.01,0.17,0.27,0.04,0.19,0.26,0.04,0.10,N/A,0.27,0.01,N/A,0.04
N/A,0.34,0.08,0.33,1,0.75,0.07,0.12,0.34,0.10,0.07,0.32,0.17,0.18,N/A,0.51,0.08,N/A,0.11
N/A,0.25,0.20,0.28,0.75,1,0.07,0.06,0.33,0.09,0.18,0.19,0.16,0.09,N/A,0.40,0.05,N/A,0.11
N/A,-0.00,0.02,-0.01,0.07,0.07,1,-0.02,0.00,-0.03,0.08,0.05,0.00,-0.07,N/A,0.09,0.00,N/A,0.02
N/A,0.04,0.03,0.17,0.12,0.06,-0.02,1,0.01,0.01,0.01,0.18,0.01,-0.00,N/A,0.16,-0.01,N/A,0.01
N/A,0.17,0.11,0.27,0.34,0.33,0.00,0.01,1,0.17,0.08,0.23,0.03,0.05,N/A,0.24,0.11,N/A,0.19
N/A,-0.02,0.06,0.04,0.10,0.09,-0.03,0.01,0.17,1,0.03,0.05,0.02,0.01,N/A,0.05,-0.00,N/A,-0.07
N/A,-0.02,0.74,0.19,0.07,0.18,0.08,0.01,0.08,0.03,1,-0.02,-0.03,0.08,N/A,0.03,-0.02,N/A,-0.03
N/A,0.11,-0.00,0.26,0.32,0.19,0.05,0.18,0.23,0.05,-0.02,1,0.03,0.06,N/A,0.29,0.03,N/A,0.07
N/A,-0.00,-0.02,0.04,0.17,0.16,0.00,0.01,0.03,0.02,-0.03,0.03,1,0.01,N/A,0.11,0.04,N/A,0.05
N/A,0.05,0.09,0.10,0.18,0.09,-0.07,-0.00,0.05,0.01,0.08,0.06,0.01,1,N/A,0.03,-0.02,N/A,0.05
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.18,0.02,0.27,0.51,0.40,0.09,0.16,0.24,0.05,0.03,0.29,0.11,0.03,N/A,1,0.19,N/A,0.16
N/A,0.06,0.05,0.01,0.08,0.05,0.00,-0.01,0.11,-0.00,-0.02,0.03,0.04,-0.02,N/A,0.19,1,N/A,0.05
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.03,0.02,0.04,0.11,0.11,0.02,0.01,0.19,-0.07,-0.03,0.07,0.05,0.05,N/A,0.16,0.05,N/A,1
