1,0.03,0.17,0.09,0.12,0.25,0.14,0.02,0.14,N/A,N/A,0.14
0.03,1,0.25,0.15,0.18,0.12,0.01,0.00,0.22,N/A,N/A,0.02
0.17,0.25,1,0.11,0.15,0.20,0.07,0.02,0.15,N/A,N/A,0.04
0.09,0.15,0.11,1,0.34,0.06,0.24,0.02,0.46,N/A,N/A,0.23
0.12,0.18,0.15,0.34,1,0.20,0.19,0.05,0.38,N/A,N/A,0.15
0.25,0.12,0.20,0.06,0.20,1,0.03,0.02,0.22,N/A,N/A,0.13
0.14,0.01,0.07,0.24,0.19,0.03,1,-0.00,0.14,N/A,N/A,0.36
0.02,0.00,0.02,0.02,0.05,0.02,-0.00,1,0.08,N/A,N/A,0.04
0.14,0.22,0.15,0.46,0.38,0.22,0.14,0.08,1,N/A,N/A,0.13
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.14,0.02,0.04,0.23,0.15,0.13,0.36,0.04,0.13,N/A,N/A,1
