1,-0.01,0.08,0.05,0.16,0.13,0.09,0.12,0.16
-0.01,1,0.06,0.10,0.26,0.26,0.15,0.21,0.27
0.08,0.06,1,0.06,0.28,0.26,0.28,0.31,0.29
0.05,0.10,0.06,1,0.32,0.35,0.18,0.22,0.29
0.16,0.26,0.28,0.32,1,0.80,0.38,0.55,0.96
0.13,0.26,0.26,0.35,0.80,1,0.45,0.59,0.81
0.09,0.15,0.28,0.18,0.38,0.45,1,0.40,0.35
0.12,0.21,0.31,0.22,0.55,0.59,0.40,1,0.55
0.16,0.27,0.29,0.29,0.96,0.81,0.35,0.55,1
