1,0.29,0.16,0.17,0.16,0.19,N/A,N/A,0.45,0.28,0.13,0.24,0.26,0.24,0.29
0.29,1,0.44,0.32,0.68,0.49,N/A,N/A,0.18,0.93,0.53,0.21,0.85,0.49,0.87
0.16,0.44,1,0.08,0.46,0.87,N/A,N/A,0.15,0.46,0.38,0.16,0.47,0.23,0.49
0.17,0.32,0.08,1,0.22,0.09,N/A,N/A,0.11,0.28,0.16,0.07,0.25,0.20,0.26
0.16,0.68,0.46,0.22,1,0.49,N/A,N/A,0.14,0.65,0.52,0.12,0.66,0.42,0.67
0.19,0.49,0.87,0.09,0.49,1,N/A,N/A,0.17,0.51,0.44,0.21,0.67,0.32,0.56
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.45,0.18,0.15,0.11,0.14,0.17,N/A,N/A,1,0.16,0.17,0.16,0.16,0.14,0.19
0.28,0.93,0.46,0.28,0.65,0.51,N/A,N/A,0.16,1,0.52,0.19,0.87,0.46,0.91
0.13,0.53,0.38,0.16,0.52,0.44,N/A,N/A,0.17,0.52,1,0.18,0.53,0.38,0.55
0.24,0.21,0.16,0.07,0.12,0.21,N/A,N/A,0.16,0.19,0.18,1,0.18,0.21,0.20
0.26,0.85,0.47,0.25,0.66,0.67,N/A,N/A,0.16,0.87,0.53,0.18,1,0.48,0.83
0.24,0.49,0.23,0.20,0.42,0.32,N/A,N/A,0.14,0.46,0.38,0.21,0.48,1,0.47
0.29,0.87,0.49,0.26,0.67,0.56,N/A,N/A,0.19,0.91,0.55,0.20,0.83,0.47,1
