1,0.27,0.16,0.06,0.35,0.01,0.08,N/A,0.21,0.03,0.57,0.06,0.33
0.27,1,0.35,0.16,0.29,0.09,0.27,N/A,0.43,0.15,0.24,0.33,0.48
0.16,0.35,1,0.16,0.12,0.02,0.18,N/A,0.21,0.08,0.17,0.26,0.24
0.06,0.16,0.16,1,0.02,-0.00,0.09,N/A,0.13,0.08,0.04,0.07,0.07
0.35,0.29,0.12,0.02,1,0.02,0.02,N/A,0.19,0.04,0.33,0.20,0.28
0.01,0.09,0.02,-0.00,0.02,1,0.00,N/A,0.06,0.05,0.00,0.02,0.02
0.08,0.27,0.18,0.09,0.02,0.00,1,N/A,0.28,0.09,0.12,0.08,0.21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.21,0.43,0.21,0.13,0.19,0.06,0.28,N/A,1,0.17,0.17,0.26,0.45
0.03,0.15,0.08,0.08,0.04,0.05,0.09,N/A,0.17,1,0.01,0.03,0.06
0.57,0.24,0.17,0.04,0.33,0.00,0.12,N/A,0.17,0.01,1,0.06,0.22
0.06,0.33,0.26,0.07,0.20,0.02,0.08,N/A,0.26,0.03,0.06,1,0.30
0.33,0.48,0.24,0.07,0.28,0.02,0.21,N/A,0.45,0.06,0.22,0.30,1
