1,0.42,-0.04,0.25,0.24,0.02,0.15,0.33,0.13,0.01
0.42,1,-0.03,0.10,0.24,0.06,0.12,0.30,0.10,0.05
-0.04,-0.03,1,0.04,-0.04,0.02,0.02,-0.03,-0.03,0.03
0.25,0.10,0.04,1,0.16,0.01,0.00,0.16,0.08,-0.03
0.24,0.24,-0.04,0.16,1,0.02,0.09,0.18,0.02,0.00
0.02,0.06,0.02,0.01,0.02,1,-0.04,0.02,0.05,0.05
0.15,0.12,0.02,0.00,0.09,-0.04,1,0.11,0.12,0.01
0.33,0.30,-0.03,0.16,0.18,0.02,0.11,1,0.08,0.05
0.13,0.10,-0.03,0.08,0.02,0.05,0.12,0.08,1,-0.02
0.01,0.05,0.03,-0.03,0.00,0.05,0.01,0.05,-0.02,1
