1,0.06,0.08,0.19,0.02,0.05,-0.00,-0.03,-0.01,0.06,0.00,0.03
0.06,1,0.08,0.33,0.22,0.07,0.03,0.09,0.06,0.18,0.14,0.03
0.08,0.08,1,0.33,0.38,0.13,0.11,0.08,0.01,0.08,0.11,0.15
0.19,0.33,0.33,1,0.47,0.19,0.26,0.20,0.13,0.34,0.30,0.21
0.02,0.22,0.38,0.47,1,0.17,0.26,0.21,0.01,0.13,0.24,0.31
0.05,0.07,0.13,0.19,0.17,1,0.07,0.23,0.11,0.08,0.25,0.04
-0.00,0.03,0.11,0.26,0.26,0.07,1,0.07,0.01,0.01,0.07,0.08
-0.03,0.09,0.08,0.20,0.21,0.23,0.07,1,0.08,0.14,0.91,0.08
-0.01,0.06,0.01,0.13,0.01,0.11,0.01,0.08,1,0.04,0.17,0.00
0.06,0.18,0.08,0.34,0.13,0.08,0.01,0.14,0.04,1,0.25,0.13
0.00,0.14,0.11,0.30,0.24,0.25,0.07,0.91,0.17,0.25,1,0.07
0.03,0.03,0.15,0.21,0.31,0.04,0.08,0.08,0.00,0.13,0.07,1
