1,0.03,-0.01,N/A,-0.03,0.03,0.03,0.04,0.01,0.06,0.03,-0.00,-0.00,N/A,0.02,0.02,0.06,-0.01,N/A,-0.02,0.04,0.03,0.04,0.01,-0.01,0.04,0.05,0.09,N/A,0.07,0.01,0.03,0.04,-0.06
0.03,1,-0.02,N/A,0.01,0.03,-0.03,0.07,0.02,-0.01,0.04,0.09,0.04,N/A,0.04,-0.04,0.08,0.07,N/A,0.01,0.02,-0.01,0.02,0.01,0.04,0.07,0.00,0.06,N/A,0.10,0.01,0.03,0.05,0.09
-0.01,-0.02,1,N/A,0.06,0.00,0.02,0.03,-0.06,0.04,0.25,0.02,0.02,N/A,-0.05,0.04,0.00,0.02,N/A,0.01,-0.01,-0.07,-0.04,-0.00,-0.02,-0.00,-0.02,0.02,N/A,0.05,0.00,-0.01,0.00,0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.03,0.01,0.06,N/A,1,0.00,0.01,0.05,0.01,0.03,-0.00,-0.01,0.03,N/A,0.14,0.03,-0.06,-0.02,N/A,-0.01,0.01,-0.03,0.00,-0.02,-0.04,-0.06,0.03,-0.01,N/A,-0.02,0.02,-0.01,0.01,0.04
0.03,0.03,0.00,N/A,0.00,1,0.43,0.02,0.02,0.24,0.01,0.10,-0.00,N/A,0.08,-0.00,0.34,0.13,N/A,0.00,0.00,0.14,0.01,-0.00,0.05,0.32,0.02,0.38,N/A,0.01,-0.00,0.59,0.02,-0.00
0.03,-0.03,0.02,N/A,0.01,0.43,1,0.04,0.09,0.21,0.08,0.11,0.09,N/A,0.13,0.05,0.58,0.10,N/A,-0.01,0.02,0.36,0.11,0.02,0.08,0.47,0.06,0.33,N/A,0.04,0.02,0.28,0.01,-0.03
0.04,0.07,0.03,N/A,0.05,0.02,0.04,1,0.31,0.04,0.18,0.04,0.15,N/A,0.28,0.01,0.01,0.08,N/A,0.00,0.28,0.04,0.00,0.01,-0.02,0.04,0.03,0.05,N/A,0.02,0.01,0.05,0.18,0.33
0.01,0.02,-0.06,N/A,0.01,0.02,0.09,0.31,1,0.06,0.01,0.05,-0.05,N/A,0.26,0.01,0.08,0.01,N/A,-0.00,0.02,-0.00,0.05,0.00,0.02,0.06,-0.00,0.04,N/A,0.06,0.00,0.01,0.07,0.22
0.06,-0.01,0.04,N/A,0.03,0.24,0.21,0.04,0.06,1,0.12,0.09,0.03,N/A,-0.00,0.03,0.14,0.13,N/A,0.25,-0.00,0.05,-0.03,0.28,0.06,0.22,0.03,0.10,N/A,0.11,0.00,0.13,0.04,0.01
0.03,0.04,0.25,N/A,-0.00,0.01,0.08,0.18,0.01,0.12,1,0.16,0.08,N/A,-0.02,0.01,0.05,0.04,N/A,0.01,0.05,0.09,0.04,0.24,0.02,0.11,0.03,0.05,N/A,0.05,-0.00,0.05,0.14,0.07
-0.00,0.09,0.02,N/A,-0.01,0.10,0.11,0.04,0.05,0.09,0.16,1,0.01,N/A,0.05,0.04,0.16,0.23,N/A,0.18,0.01,0.26,0.11,0.02,0.02,0.22,0.05,0.13,N/A,0.15,0.12,0.06,0.17,0.10
-0.00,0.04,0.02,N/A,0.03,-0.00,0.09,0.15,-0.05,0.03,0.08,0.01,1,N/A,0.01,-0.04,0.09,0.07,N/A,0.07,0.01,0.02,-0.00,-0.03,-0.02,-0.01,0.09,0.01,N/A,0.03,-0.00,-0.02,0.06,0.10
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.02,0.04,-0.05,N/A,0.14,0.08,0.13,0.28,0.26,-0.00,-0.02,0.05,0.01,N/A,1,0.01,0.11,0.06,N/A,-0.01,0.03,0.39,0.07,0.01,-0.01,0.09,0.02,0.12,N/A,0.03,0.03,0.04,0.04,0.39
0.02,-0.04,0.04,N/A,0.03,-0.00,0.05,0.01,0.01,0.03,0.01,0.04,-0.04,N/A,0.01,1,0.09,0.01,N/A,0.03,0.01,0.04,0.01,-0.02,0.01,0.06,0.00,0.03,N/A,0.24,0.02,0.02,0.03,0.02
0.06,0.08,0.00,N/A,-0.06,0.34,0.58,0.01,0.08,0.14,0.05,0.16,0.09,N/A,0.11,0.09,1,0.14,N/A,0.02,0.04,0.43,0.17,-0.03,0.14,0.51,-0.01,0.29,N/A,0.03,0.02,0.23,0.12,0.05
-0.01,0.07,0.02,N/A,-0.02,0.13,0.10,0.08,0.01,0.13,0.04,0.23,0.07,N/A,0.06,0.01,0.14,1,N/A,0.02,-0.01,0.12,0.01,0.00,0.03,0.40,0.03,0.12,N/A,0.03,0.00,0.12,0.11,-0.00
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.02,0.01,0.01,N/A,-0.01,0.00,-0.01,0.00,-0.00,0.25,0.01,0.18,0.07,N/A,-0.01,0.03,0.02,0.02,N/A,1,0.01,0.02,0.01,-0.00,0.01,0.02,0.00,0.03,N/A,0.22,-0.00,0.00,-0.01,0.00
0.04,0.02,-0.01,N/A,0.01,0.00,0.02,0.28,0.02,-0.00,0.05,0.01,0.01,N/A,0.03,0.01,0.04,-0.01,N/A,0.01,1,-0.01,0.43,0.02,-0.01,0.03,0.04,0.06,N/A,0.21,0.00,0.02,0.35,0.05
0.03,-0.01,-0.07,N/A,-0.03,0.14,0.36,0.04,-0.00,0.05,0.09,0.26,0.02,N/A,0.39,0.04,0.43,0.12,N/A,0.02,-0.01,1,0.32,-0.00,0.03,0.27,0.01,0.16,N/A,0.02,0.01,0.10,0.02,0.16
0.04,0.02,-0.04,N/A,0.00,0.01,0.11,0.00,0.05,-0.03,0.04,0.11,-0.00,N/A,0.07,0.01,0.17,0.01,N/A,0.01,0.43,0.32,1,0.00,0.01,0.07,0.04,0.07,N/A,0.16,0.02,0.01,0.33,0.02
0.01,0.01,-0.00,N/A,-0.02,-0.00,0.02,0.01,0.00,0.28,0.24,0.02,-0.03,N/A,0.01,-0.02,-0.03,0.00,N/A,-0.00,0.02,-0.00,0.00,1,-0.00,0.00,0.02,0.00,N/A,0.02,0.00,-0.00,-0.01,0.04
-0.01,0.04,-0.02,N/A,-0.04,0.05,0.08,-0.02,0.02,0.06,0.02,0.02,-0.02,N/A,-0.01,0.01,0.14,0.03,N/A,0.01,-0.01,0.03,0.01,-0.00,1,0.11,0.00,0.03,N/A,0.27,0.00,0.01,0.17,-0.02
0.04,0.07,-0.00,N/A,-0.06,0.32,0.47,0.04,0.06,0.22,0.11,0.22,-0.01,N/A,0.09,0.06,0.51,0.40,N/A,0.02,0.03,0.27,0.07,0.00,0.11,1,0.03,0.23,N/A,0.08,0.01,0.21,0.06,0.05
0.05,0.00,-0.02,N/A,0.03,0.02,0.06,0.03,-0.00,0.03,0.03,0.05,0.09,N/A,0.02,0.00,-0.01,0.03,N/A,0.00,0.04,0.01,0.04,0.02,0.00,0.03,1,-0.00,N/A,0.04,0.00,0.03,0.18,0.06
0.09,0.06,0.02,N/A,-0.01,0.38,0.33,0.05,0.04,0.10,0.05,0.13,0.01,N/A,0.12,0.03,0.29,0.12,N/A,0.03,0.06,0.16,0.07,0.00,0.03,0.23,-0.00,1,N/A,0.04,-0.01,0.17,0.16,0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.07,0.10,0.05,N/A,-0.02,0.01,0.04,0.02,0.06,0.11,0.05,0.15,0.03,N/A,0.03,0.24,0.03,0.03,N/A,0.22,0.21,0.02,0.16,0.02,0.27,0.08,0.04,0.04,N/A,1,0.02,0.01,0.13,0.07
0.01,0.01,0.00,N/A,0.02,-0.00,0.02,0.01,0.00,0.00,-0.00,0.12,-0.00,N/A,0.03,0.02,0.02,0.00,N/A,-0.00,0.00,0.01,0.02,0.00,0.00,0.01,0.00,-0.01,N/A,0.02,1,-0.00,0.01,-0.01
0.03,0.03,-0.01,N/A,-0.01,0.59,0.28,0.05,0.01,0.13,0.05,0.06,-0.02,N/A,0.04,0.02,0.23,0.12,N/A,0.00,0.02,0.10,0.01,-0.00,0.01,0.21,0.03,0.17,N/A,0.01,-0.00,1,0.05,0.05
0.04,0.05,0.00,N/A,0.01,0.02,0.01,0.18,0.07,0.04,0.14,0.17,0.06,N/A,0.04,0.03,0.12,0.11,N/A,-0.01,0.35,0.02,0.33,-0.01,0.17,0.06,0.18,0.16,N/A,0.13,0.01,0.05,1,-0.00
-0.06,0.09,0.01,N/A,0.04,-0.00,-0.03,0.33,0.22,0.01,0.07,0.10,0.10,N/A,0.39,0.02,0.05,-0.00,N/A,0.00,0.05,0.16,0.02,0.04,-0.02,0.05,0.06,0.02,N/A,0.07,-0.01,0.05,-0.00,1
