1,0.00,0.06,-0.00,0.05,0.04,0.08,N/A,0.01,-0.02,0.04
0.00,1,0.02,0.18,0.09,0.11,0.10,N/A,0.07,0.13,0.25
0.06,0.02,1,0.16,-0.00,0.04,0.59,N/A,0.56,0.16,0.14
-0.00,0.18,0.16,1,0.13,0.22,0.26,N/A,0.18,0.19,0.28
0.05,0.09,-0.00,0.13,1,0.10,0.08,N/A,-0.01,0.06,0.09
0.04,0.11,0.04,0.22,0.10,1,0.18,N/A,0.14,0.23,0.24
0.08,0.10,0.59,0.26,0.08,0.18,1,N/A,0.51,0.16,0.32
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.01,0.07,0.56,0.18,-0.01,0.14,0.51,N/A,1,0.17,0.24
-0.02,0.13,0.16,0.19,0.06,0.23,0.16,N/A,0.17,1,0.25
0.04,0.25,0.14,0.28,0.09,0.24,0.32,N/A,0.24,0.25,1
