1,0.17,0.46,0.38,0.16,0.22,0.17,0.37,0.14,0.04,0.07,0.15,0.27,0.41,0.16,0.24,0.13,0.48
0.17,1,0.22,0.24,0.06,0.18,0.16,0.27,0.05,0.06,0.01,0.02,0.09,0.16,0.13,0.26,0.05,0.27
0.46,0.22,1,0.57,0.20,0.38,0.21,0.55,0.16,0.13,-0.01,0.19,0.34,0.47,0.20,0.47,0.02,0.63
0.38,0.24,0.57,1,0.33,0.34,0.32,0.60,0.25,0.12,0.10,0.18,0.42,0.59,0.32,0.47,0.09,0.71
0.16,0.06,0.20,0.33,1,0.11,0.16,0.24,0.22,0.04,-0.02,0.05,0.20,0.32,0.13,0.15,0.03,0.32
0.22,0.18,0.38,0.34,0.11,1,0.17,0.46,0.18,0.05,-0.03,0.12,0.19,0.27,0.21,0.42,0.04,0.42
0.17,0.16,0.21,0.32,0.16,0.17,1,0.20,0.16,0.07,0.01,0.14,0.18,0.33,0.08,0.17,0.05,0.30
0.37,0.27,0.55,0.60,0.24,0.46,0.20,1,0.18,0.06,0.01,0.14,0.40,0.46,0.34,0.51,0.07,0.65
0.14,0.05,0.16,0.25,0.22,0.18,0.16,0.18,1,0.01,0.05,0.03,0.26,0.25,0.10,0.13,0.01,0.24
0.04,0.06,0.13,0.12,0.04,0.05,0.07,0.06,0.01,1,0.00,0.01,0.05,0.12,0.05,0.04,-0.01,0.13
0.07,0.01,-0.01,0.10,-0.02,-0.03,0.01,0.01,0.05,0.00,1,0.10,0.02,0.06,0.03,0.00,0.05,0.04
0.15,0.02,0.19,0.18,0.05,0.12,0.14,0.14,0.03,0.01,0.10,1,0.06,0.21,0.20,0.14,0.06,0.20
0.27,0.09,0.34,0.42,0.20,0.19,0.18,0.40,0.26,0.05,0.02,0.06,1,0.29,0.24,0.31,0.04,0.43
0.41,0.16,0.47,0.59,0.32,0.27,0.33,0.46,0.25,0.12,0.06,0.21,0.29,1,0.27,0.29,0.09,0.61
0.16,0.13,0.20,0.32,0.13,0.21,0.08,0.34,0.10,0.05,0.03,0.20,0.24,0.27,1,0.19,0.05,0.28
0.24,0.26,0.47,0.47,0.15,0.42,0.17,0.51,0.13,0.04,0.00,0.14,0.31,0.29,0.19,1,0.02,0.55
0.13,0.05,0.02,0.09,0.03,0.04,0.05,0.07,0.01,-0.01,0.05,0.06,0.04,0.09,0.05,0.02,1,0.08
0.48,0.27,0.63,0.71,0.32,0.42,0.30,0.65,0.24,0.13,0.04,0.20,0.43,0.61,0.28,0.55,0.08,1
