1,0.27,0.38,0.31,N/A,0.27,0.19,0.15,0.61,0.62,0.19,N/A,N/A,0.16,0.94,0.27,0.24,0.37,0.05,0.73,0.20,0.17,0.30,0.84,0.21,0.84,0.31,0.22,0.30,0.19,N/A,0.34,0.40,0.33,0.05,0.15,0.12,0.27,0.17,0.38,0.94,0.31,0.20,0.18,0.18,0.26,0.12,0.16,0.33,0.25,0.14,0.08,0.26,0.09,N/A,0.12,0.32,0.85,0.59,0.16,N/A,N/A,0.09
0.27,1,0.47,0.10,N/A,0.15,0.06,0.09,0.20,0.17,0.08,N/A,N/A,0.21,0.24,0.23,0.61,0.35,0.03,0.23,0.14,0.19,0.21,0.21,0.02,0.24,0.13,0.46,0.09,0.08,N/A,0.13,0.21,0.09,0.09,0.09,0.03,0.10,0.05,0.20,0.24,0.52,0.04,0.23,0.04,0.06,0.10,0.12,0.13,0.04,0.10,0.03,0.17,0.04,N/A,0.14,0.24,0.27,0.24,0.02,N/A,N/A,-0.02
0.38,0.47,1,0.16,N/A,0.15,0.08,0.10,0.35,0.23,0.18,N/A,N/A,0.11,0.38,0.18,0.37,0.29,0.00,0.31,0.31,0.15,0.30,0.42,0.10,0.38,0.23,0.27,0.17,0.14,N/A,0.16,0.26,0.10,0.16,0.15,0.08,0.11,0.14,0.18,0.38,0.29,0.05,0.28,0.04,0.10,0.08,0.12,0.19,0.16,0.19,0.05,0.16,0.01,N/A,0.07,0.24,0.40,0.25,0.10,N/A,N/A,0.00
0.31,0.10,0.16,1,N/A,0.10,0.07,-0.01,0.15,0.19,0.08,N/A,N/A,0.05,0.28,0.09,0.08,0.17,0.01,0.20,0.14,0.08,0.13,0.27,0.06,0.24,0.20,0.04,0.20,0.10,N/A,0.10,0.18,0.08,0.00,0.12,0.01,0.07,0.14,0.13,0.28,0.12,0.05,0.02,0.04,0.05,0.03,0.03,0.11,0.13,0.11,-0.00,0.07,-0.06,N/A,0.04,0.10,0.28,0.15,-0.02,N/A,N/A,0.05
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.27,0.15,0.15,0.10,N/A,1,0.06,0.02,0.34,0.27,0.05,N/A,N/A,0.16,0.27,0.18,0.22,0.16,0.05,0.33,0.19,0.11,0.08,0.23,0.10,0.32,0.16,0.04,0.21,0.23,N/A,0.15,0.19,0.14,0.00,0.02,0.03,0.14,0.13,0.15,0.27,0.12,0.07,0.20,0.01,0.11,0.15,0.07,0.12,0.09,0.19,0.01,0.11,0.07,N/A,0.08,0.26,0.31,0.30,0.23,N/A,N/A,0.02
0.19,0.06,0.08,0.07,N/A,0.06,1,0.03,0.16,0.18,0.02,N/A,N/A,0.09,0.19,0.14,0.05,0.11,-0.01,0.14,0.02,0.14,0.20,0.17,0.14,0.23,0.12,0.08,0.09,0.02,N/A,0.08,0.11,0.02,0.19,0.04,-0.00,0.20,0.03,0.11,0.19,0.09,0.80,0.04,0.13,0.02,0.03,0.04,0.03,0.02,-0.01,0.04,0.07,0.05,N/A,0.18,0.09,0.19,0.13,0.06,N/A,N/A,-0.05
0.15,0.09,0.10,-0.01,N/A,0.02,0.03,1,0.10,0.01,-0.01,N/A,N/A,-0.04,0.16,-0.00,0.01,0.03,0.03,0.12,0.02,0.02,0.01,0.14,0.08,0.12,0.07,-0.02,0.07,0.08,N/A,-0.01,0.12,-0.03,-0.00,0.16,0.02,0.03,0.01,0.05,0.16,0.05,0.02,-0.01,0.10,0.00,0.03,0.03,0.02,0.08,0.00,-0.00,-0.02,0.01,N/A,0.09,0.03,0.15,0.02,0.03,N/A,N/A,-0.09
0.61,0.20,0.35,0.15,N/A,0.34,0.16,0.10,1,0.44,0.19,N/A,N/A,0.28,0.61,0.23,0.19,0.29,0.05,0.69,0.39,0.12,0.14,0.56,0.19,0.60,0.18,0.18,0.26,0.18,N/A,0.31,0.36,0.18,0.09,0.12,0.07,0.18,0.11,0.25,0.61,0.23,0.15,0.19,0.13,0.14,0.11,0.06,0.21,0.17,0.16,0.13,0.20,0.12,N/A,0.17,0.35,0.60,0.43,0.14,N/A,N/A,0.02
0.62,0.17,0.23,0.19,N/A,0.27,0.18,0.01,0.44,1,0.15,N/A,N/A,0.08,0.63,0.24,0.19,0.25,0.05,0.50,0.13,0.11,0.26,0.62,0.13,0.63,0.30,0.30,0.21,0.13,N/A,0.26,0.34,0.12,0.07,0.05,0.07,0.20,0.10,0.34,0.63,0.29,0.19,0.16,0.24,0.28,0.11,0.10,0.28,0.19,0.12,0.06,0.28,-0.00,N/A,0.02,0.21,0.59,0.37,0.18,N/A,N/A,0.05
0.19,0.08,0.18,0.08,N/A,0.05,0.02,-0.01,0.19,0.15,1,N/A,N/A,0.19,0.18,0.07,0.17,0.11,0.01,0.11,0.10,0.08,0.01,0.21,0.08,0.19,0.05,0.02,0.08,0.01,N/A,0.18,0.11,0.08,0.01,0.03,0.06,0.06,0.13,0.10,0.18,0.12,0.00,0.13,-0.05,0.07,0.05,0.05,0.03,0.06,0.05,-0.04,0.04,0.03,N/A,0.07,0.13,0.20,0.14,0.01,N/A,N/A,-0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.16,0.21,0.11,0.05,N/A,0.16,0.09,-0.04,0.28,0.08,0.19,N/A,N/A,1,0.14,0.10,0.25,0.18,-0.00,0.16,0.13,0.11,0.04,0.12,0.08,0.17,0.02,0.01,0.07,0.01,N/A,0.17,0.06,0.13,0.03,-0.03,0.02,0.12,0.14,0.13,0.14,0.08,0.18,0.17,0.05,0.01,-0.00,0.05,0.04,0.04,0.20,0.01,0.12,0.01,N/A,0.38,0.27,0.13,0.23,0.05,N/A,N/A,-0.00
0.94,0.24,0.38,0.28,N/A,0.27,0.19,0.16,0.61,0.63,0.18,N/A,N/A,0.14,1,0.24,0.23,0.35,0.05,0.73,0.21,0.17,0.29,0.89,0.22,0.87,0.33,0.23,0.31,0.22,N/A,0.32,0.42,0.29,0.05,0.17,0.13,0.27,0.17,0.38,1.00,0.30,0.18,0.17,0.22,0.29,0.14,0.16,0.32,0.26,0.13,0.07,0.27,0.10,N/A,0.13,0.30,0.87,0.57,0.18,N/A,N/A,0.07
0.27,0.23,0.18,0.09,N/A,0.18,0.14,-0.00,0.23,0.24,0.07,N/A,N/A,0.10,0.24,1,0.21,0.33,-0.01,0.26,0.11,0.10,0.10,0.24,0.05,0.26,0.09,0.17,0.12,0.07,N/A,0.15,0.11,0.05,0.06,0.05,0.09,0.04,0.07,0.14,0.24,0.19,0.12,0.12,0.08,0.05,0.08,-0.01,0.18,0.05,0.08,0.02,0.11,0.03,N/A,0.12,0.32,0.27,0.38,0.04,N/A,N/A,0.14
0.24,0.61,0.37,0.08,N/A,0.22,0.05,0.01,0.19,0.19,0.17,N/A,N/A,0.25,0.23,0.21,1,0.29,0.06,0.24,0.09,0.22,0.13,0.21,0.05,0.25,0.11,0.36,0.16,0.07,N/A,0.14,0.16,0.09,0.08,0.08,0.07,0.10,0.10,0.24,0.23,0.38,0.06,0.16,0.07,0.15,0.02,0.22,0.15,0.01,0.20,0.14,0.20,0.04,N/A,0.14,0.28,0.25,0.26,0.01,N/A,N/A,0.03
0.37,0.35,0.29,0.17,N/A,0.16,0.11,0.03,0.29,0.25,0.11,N/A,N/A,0.18,0.35,0.33,0.29,1,0.00,0.39,0.13,0.15,0.14,0.33,0.21,0.39,0.18,0.20,0.24,0.21,N/A,0.33,0.32,0.07,0.05,0.17,0.13,0.24,0.18,0.30,0.35,0.29,0.11,0.24,0.10,0.09,0.15,0.11,0.24,0.14,0.12,0.02,0.12,0.10,N/A,0.16,0.54,0.40,0.50,0.07,N/A,N/A,0.05
0.05,0.03,0.00,0.01,N/A,0.05,-0.01,0.03,0.05,0.05,0.01,N/A,N/A,-0.00,0.05,-0.01,0.06,0.00,1,0.08,0.00,0.04,0.03,0.04,0.01,0.05,0.04,0.04,-0.01,-0.01,N/A,0.01,0.05,-0.00,-0.03,0.01,0.01,-0.04,-0.00,-0.03,0.05,0.01,0.02,0.03,0.04,0.04,-0.03,0.02,-0.02,0.05,0.07,0.00,0.10,-0.07,N/A,-0.00,-0.01,0.08,0.01,0.02,N/A,N/A,-0.01
