1,0.26,0.00,0.11,-0.01,N/A
0.26,1,0.01,0.36,-0.04,N/A
0.00,0.01,1,0.02,-0.05,N/A
0.11,0.36,0.02,1,-0.01,N/A
-0.01,-0.04,-0.05,-0.01,1,N/A
N/A,N/A,N/A,N/A,N/A,N/A
