1,0.04,0.02,0.02,N/A,0.09,0.07,-0.01,0.11,N/A,0.11,0.09,0.01,-0.01,0.03,0.02,0.06,0.01,0.01
0.04,1,0.17,-0.01,N/A,0.28,0.27,0.05,0.28,N/A,0.16,0.24,0.13,0.52,0.15,0.09,0.61,0.14,-0.01
0.02,0.17,1,0.07,N/A,0.16,0.06,-0.01,0.13,N/A,0.16,0.11,0.09,0.23,0.16,0.08,0.20,0.15,0.03
0.02,-0.01,0.07,1,N/A,0.03,0.05,-0.02,0.04,N/A,0.05,0.12,0.07,0.04,0.03,0.02,0.05,0.04,0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.09,0.28,0.16,0.03,N/A,1,0.12,0.03,0.39,N/A,0.30,0.48,0.17,0.26,0.40,0.07,0.21,0.22,0.04
0.07,0.27,0.06,0.05,N/A,0.12,1,0.00,0.26,N/A,0.06,0.15,0.17,0.13,0.13,0.14,0.19,0.07,-0.01
-0.01,0.05,-0.01,-0.02,N/A,0.03,0.00,1,0.02,N/A,-0.02,0.02,-0.01,0.09,0.10,0.00,0.00,0.00,0.04
0.11,0.28,0.13,0.04,N/A,0.39,0.26,0.02,1,N/A,0.37,0.42,0.16,0.22,0.31,0.16,0.27,0.21,0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.11,0.16,0.16,0.05,N/A,0.30,0.06,-0.02,0.37,N/A,1,0.30,0.16,0.24,0.36,0.14,0.17,0.09,0.06
0.09,0.24,0.11,0.12,N/A,0.48,0.15,0.02,0.42,N/A,0.30,1,0.24,0.30,0.43,0.08,0.22,0.20,0.02
0.01,0.13,0.09,0.07,N/A,0.17,0.17,-0.01,0.16,N/A,0.16,0.24,1,0.13,0.11,0.18,0.04,0.06,-0.02
-0.01,0.52,0.23,0.04,N/A,0.26,0.13,0.09,0.22,N/A,0.24,0.30,0.13,1,0.17,0.11,0.38,0.08,-0.02
0.03,0.15,0.16,0.03,N/A,0.40,0.13,0.10,0.31,N/A,0.36,0.43,0.11,0.17,1,0.14,0.17,0.15,0.01
0.02,0.09,0.08,0.02,N/A,0.07,0.14,0.00,0.16,N/A,0.14,0.08,0.18,0.11,0.14,1,0.07,0.11,-0.00
0.06,0.61,0.20,0.05,N/A,0.21,0.19,0.00,0.27,N/A,0.17,0.22,0.04,0.38,0.17,0.07,1,0.10,0.02
0.01,0.14,0.15,0.04,N/A,0.22,0.07,0.00,0.21,N/A,0.09,0.20,0.06,0.08,0.15,0.11,0.10,1,0.03
0.01,-0.01,0.03,0.01,N/A,0.04,-0.01,0.04,0.01,N/A,0.06,0.02,-0.02,-0.02,0.01,-0.00,0.02,0.03,1
