1,0.27,0.46,0.20,0.43,0.53,0.25,0.11,0.17,0.30,0.22,0.34,0.20
0.27,1,0.43,0.23,0.31,0.22,0.25,0.09,0.13,0.33,0.29,0.30,0.17
0.46,0.43,1,0.43,0.40,0.39,0.43,0.25,0.25,0.58,0.45,0.27,0.39
0.20,0.23,0.43,1,0.13,0.32,0.18,0.08,0.12,0.44,0.32,0.12,0.31
0.43,0.31,0.40,0.13,1,0.39,0.20,0.17,0.11,0.28,0.22,0.23,0.21
0.53,0.22,0.39,0.32,0.39,1,0.27,0.14,0.19,0.31,0.26,0.22,0.35
0.25,0.25,0.43,0.18,0.20,0.27,1,0.23,0.14,0.31,0.33,0.14,0.27
0.11,0.09,0.25,0.08,0.17,0.14,0.23,1,0.06,0.07,0.29,0.20,0.10
0.17,0.13,0.25,0.12,0.11,0.19,0.14,0.06,1,0.19,0.12,0.15,0.20
0.30,0.33,0.58,0.44,0.28,0.31,0.31,0.07,0.19,1,0.59,0.13,0.29
0.22,0.29,0.45,0.32,0.22,0.26,0.33,0.29,0.12,0.59,1,0.16,0.23
0.34,0.30,0.27,0.12,0.23,0.22,0.14,0.20,0.15,0.13,0.16,1,0.07
0.20,0.17,0.39,0.31,0.21,0.35,0.27,0.10,0.20,0.29,0.23,0.07,1
