N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.15,0.46,0.32,0.35,0.34,0.26,0.18,0.06,N/A
N/A,0.15,1,0.13,0.03,0.01,0.01,0.14,0.01,0.02,N/A
N/A,0.46,0.13,1,0.52,0.44,0.48,0.47,0.32,0.04,N/A
N/A,0.32,0.03,0.52,1,0.27,0.35,0.22,0.17,0.04,N/A
N/A,0.35,0.01,0.44,0.27,1,0.39,0.34,0.27,0.06,N/A
N/A,0.34,0.01,0.48,0.35,0.39,1,0.46,0.37,0.08,N/A
N/A,0.26,0.14,0.47,0.22,0.34,0.46,1,0.27,0.05,N/A
N/A,0.18,0.01,0.32,0.17,0.27,0.37,0.27,1,0.03,N/A
N/A,0.06,0.02,0.04,0.04,0.06,0.08,0.05,0.03,1,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
