1,0.01,0.00,0.14,0.20,0.14,0.20,0.23,0.15,0.03,0.26,0.18,0.20,0.27,0.06,0.06,0.08,0.06,0.21,0.18,0.26,0.14,0.17
0.01,1,0.11,0.22,0.24,0.17,0.08,0.19,0.15,0.03,0.28,0.04,0.16,0.12,0.07,0.06,0.09,0.06,0.07,0.22,0.05,-0.01,0.13
0.00,0.11,1,0.08,0.14,0.03,0.03,0.04,0.18,0.01,0.13,0.01,0.14,0.07,0.05,0.04,0.05,0.09,0.01,0.09,0.05,0.05,0.07
0.14,0.22,0.08,1,0.51,0.27,0.11,0.28,0.21,0.08,0.39,0.12,0.34,0.19,0.16,0.02,0.27,0.18,0.20,0.38,0.17,0.01,0.21
0.20,0.24,0.14,0.51,1,0.32,0.22,0.36,0.34,0.15,0.61,0.27,0.39,0.19,0.28,0.08,0.47,0.22,0.28,0.58,0.28,0.10,0.30
0.14,0.17,0.03,0.27,0.32,1,0.16,0.40,0.21,0.09,0.40,0.06,0.25,0.11,0.27,0.10,0.18,0.14,0.17,0.35,0.13,0.10,0.17
0.20,0.08,0.03,0.11,0.22,0.16,1,0.14,0.15,0.14,0.30,0.19,0.06,0.20,0.27,0.08,0.10,0.06,0.13,0.22,0.26,0.03,0.10
0.23,0.19,0.04,0.28,0.36,0.40,0.14,1,0.38,0.16,0.48,0.19,0.31,0.16,0.27,0.14,0.16,0.32,0.30,0.52,0.25,0.03,0.23
0.15,0.15,0.18,0.21,0.34,0.21,0.15,0.38,1,0.24,0.45,0.25,0.32,0.09,0.37,0.26,0.16,0.28,0.13,0.40,0.25,0.01,0.32
0.03,0.03,0.01,0.08,0.15,0.09,0.14,0.16,0.24,1,0.26,0.24,0.28,0.26,0.25,0.06,0.05,0.35,0.03,0.31,0.19,0.04,0.21
0.26,0.28,0.13,0.39,0.61,0.40,0.30,0.48,0.45,0.26,1,0.40,0.39,0.19,0.38,0.16,0.28,0.30,0.36,0.67,0.46,0.10,0.45
0.18,0.04,0.01,0.12,0.27,0.06,0.19,0.19,0.25,0.24,0.40,1,0.28,0.14,0.25,0.11,0.15,0.22,0.11,0.35,0.31,-0.01,0.27
0.20,0.16,0.14,0.34,0.39,0.25,0.06,0.31,0.32,0.28,0.39,0.28,1,0.11,0.25,0.14,0.20,0.24,0.20,0.42,0.21,0.03,0.27
0.27,0.12,0.07,0.19,0.19,0.11,0.20,0.16,0.09,0.26,0.19,0.14,0.11,1,0.13,0.04,0.12,0.23,0.07,0.26,0.15,-0.01,0.14
0.06,0.07,0.05,0.16,0.28,0.27,0.27,0.27,0.37,0.25,0.38,0.25,0.25,0.13,1,0.15,0.10,0.18,0.14,0.31,0.23,0.03,0.20
0.06,0.06,0.04,0.02,0.08,0.10,0.08,0.14,0.26,0.06,0.16,0.11,0.14,0.04,0.15,1,0.07,0.14,-0.01,0.14,0.11,-0.01,0.13
0.08,0.09,0.05,0.27,0.47,0.18,0.10,0.16,0.16,0.05,0.28,0.15,0.20,0.12,0.10,0.07,1,0.19,0.15,0.35,0.16,-0.00,0.10
0.06,0.06,0.09,0.18,0.22,0.14,0.06,0.32,0.28,0.35,0.30,0.22,0.24,0.23,0.18,0.14,0.19,1,0.07,0.73,0.20,0.09,0.18
0.21,0.07,0.01,0.20,0.28,0.17,0.13,0.30,0.13,0.03,0.36,0.11,0.20,0.07,0.14,-0.01,0.15,0.07,1,0.25,0.20,0.06,0.14
0.18,0.22,0.09,0.38,0.58,0.35,0.22,0.52,0.40,0.31,0.67,0.35,0.42,0.26,0.31,0.14,0.35,0.73,0.25,1,0.36,0.08,0.36
0.26,0.05,0.05,0.17,0.28,0.13,0.26,0.25,0.25,0.19,0.46,0.31,0.21,0.15,0.23,0.11,0.16,0.20,0.20,0.36,1,0.07,0.22
0.14,-0.01,0.05,0.01,0.10,0.10,0.03,0.03,0.01,0.04,0.10,-0.01,0.03,-0.01,0.03,-0.01,-0.00,0.09,0.06,0.08,0.07,1,-0.00
0.17,0.13,0.07,0.21,0.30,0.17,0.10,0.23,0.32,0.21,0.45,0.27,0.27,0.14,0.20,0.13,0.10,0.18,0.14,0.36,0.22,-0.00,1
