1,0.02,-0.01,-0.00,0.03,0.05,0.00,0.04,-0.00,0.00,0.02,0.00,0.01,0.01,0.02
0.02,1,0.03,0.21,0.01,0.28,0.15,0.20,0.52,-0.05,0.03,0.22,0.64,0.08,0.42
-0.01,0.03,1,0.04,0.01,0.16,0.04,0.15,0.02,0.05,0.08,0.04,0.01,0.05,0.04
-0.00,0.21,0.04,1,0.07,0.09,0.22,0.29,0.02,0.10,0.02,0.05,0.33,0.24,0.23
0.03,0.01,0.01,0.07,1,0.08,0.24,0.15,-0.02,-0.00,0.29,0.02,0.01,0.20,0.02
0.05,0.28,0.16,0.09,0.08,1,0.03,0.15,0.27,0.06,0.07,0.09,0.12,0.06,0.04
0.00,0.15,0.04,0.22,0.24,0.03,1,0.22,0.01,0.04,0.04,0.03,0.22,0.21,0.14
0.04,0.20,0.15,0.29,0.15,0.15,0.22,1,0.10,0.08,0.16,0.13,0.24,0.28,0.21
-0.00,0.52,0.02,0.02,-0.02,0.27,0.01,0.10,1,-0.04,0.04,0.13,0.21,-0.00,0.07
0.00,-0.05,0.05,0.10,-0.00,0.06,0.04,0.08,-0.04,1,0.06,0.08,0.02,0.10,0.00
0.02,0.03,0.08,0.02,0.29,0.07,0.04,0.16,0.04,0.06,1,0.03,0.04,0.07,0.07
0.00,0.22,0.04,0.05,0.02,0.09,0.03,0.13,0.13,0.08,0.03,1,0.21,0.12,0.01
0.01,0.64,0.01,0.33,0.01,0.12,0.22,0.24,0.21,0.02,0.04,0.21,1,0.06,0.43
0.01,0.08,0.05,0.24,0.20,0.06,0.21,0.28,-0.00,0.10,0.07,0.12,0.06,1,0.02
0.02,0.42,0.04,0.23,0.02,0.04,0.14,0.21,0.07,0.00,0.07,0.01,0.43,0.02,1
