1,N/A,-0.02,-0.02,-0.01,N/A
N/A,N/A,N/A,N/A,N/A,N/A
-0.02,N/A,1,0.43,0.01,N/A
-0.02,N/A,0.43,1,0.08,N/A
-0.01,N/A,0.01,0.08,1,N/A
N/A,N/A,N/A,N/A,N/A,N/A
