1,0.09,N/A,0.18,-0.06,0.23,0.24,0.09,-0.01,0.25,0.07,0.17,0.40,N/A,N/A,0.18,0.08,0.05,0.04,0.41,0.05,0.14,0.25,0.30,0.26,-0.00,0.32,0.08,0.09,N/A,0.52,0.11,-0.01,0.10,N/A,0.15,N/A,0.25,0.07,0.29,0.32,0.11,-0.02,0.09,0.38,0.00,0.09,0.13,0.10,0.21,0.07,0.22
0.09,1,N/A,0.08,0.01,0.21,0.14,0.11,0.17,0.21,-0.02,0.08,0.12,N/A,N/A,0.18,0.01,0.16,0.25,0.20,-0.02,0.20,0.21,0.30,0.19,-0.03,0.07,0.05,0.10,N/A,0.11,0.15,0.12,0.04,N/A,0.10,N/A,0.15,0.00,0.07,0.26,0.19,-0.01,0.12,0.17,0.06,0.10,0.15,0.19,0.24,0.08,0.23
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.18,0.08,N/A,1,0.03,0.28,0.12,0.06,0.03,0.19,0.07,0.16,0.24,N/A,N/A,0.19,0.07,0.09,-0.03,0.09,0.02,0.06,0.29,0.16,0.17,0.02,0.24,0.08,0.10,N/A,0.05,0.11,-0.04,0.15,N/A,-0.04,N/A,0.11,0.05,0.17,0.18,0.05,-0.00,0.04,0.22,0.11,0.06,0.02,0.00,0.10,0.03,0.21
-0.06,0.01,N/A,0.03,1,0.04,0.01,0.03,-0.05,-0.06,0.01,-0.02,0.09,N/A,N/A,0.00,-0.00,-0.01,0.02,-0.05,0.03,-0.00,0.10,0.03,-0.03,-0.02,0.02,0.03,0.08,N/A,0.02,0.05,-0.07,0.04,N/A,-0.01,N/A,-0.00,-0.01,-0.01,-0.01,0.03,-0.00,0.03,0.00,-0.05,0.00,0.02,-0.05,-0.00,0.09,-0.00
0.23,0.21,N/A,0.28,0.04,1,0.11,0.18,0.15,0.25,0.07,0.36,0.34,N/A,N/A,0.12,0.10,0.13,0.13,0.29,-0.00,0.21,0.38,0.27,0.21,0.23,0.35,0.08,0.16,N/A,0.30,0.24,0.03,0.14,N/A,0.02,N/A,0.27,0.04,0.22,0.26,0.18,0.00,0.06,0.40,0.22,0.14,0.13,0.16,0.18,0.14,0.19
0.24,0.14,N/A,0.12,0.01,0.11,1,0.14,-0.04,0.12,0.17,0.22,0.26,N/A,N/A,0.17,0.14,0.13,0.03,0.14,0.03,0.07,0.21,0.40,0.28,0.08,0.18,0.09,0.09,N/A,0.12,0.14,0.09,0.25,N/A,0.08,N/A,0.22,0.19,0.16,0.27,0.20,-0.00,0.16,0.30,0.05,0.12,0.22,0.20,0.26,0.14,0.22
0.09,0.11,N/A,0.06,0.03,0.18,0.14,1,0.03,0.09,0.00,0.41,0.23,N/A,N/A,0.06,0.22,0.14,0.14,0.26,-0.01,0.34,0.16,0.23,0.16,0.30,0.41,0.16,0.15,N/A,0.16,0.14,0.12,0.06,N/A,0.13,N/A,0.15,0.04,0.13,0.21,0.38,0.05,0.04,0.24,0.27,0.16,0.13,0.04,0.17,0.25,0.17
-0.01,0.17,N/A,0.03,-0.05,0.15,-0.04,0.03,1,-0.07,-0.04,-0.00,-0.02,N/A,N/A,-0.03,-0.03,-0.04,0.04,-0.02,0.07,0.14,0.00,-0.00,0.01,-0.05,-0.03,-0.03,-0.09,N/A,0.01,0.03,0.05,0.05,N/A,-0.00,N/A,-0.12,0.01,0.00,-0.06,0.04,-0.03,-0.04,0.05,0.02,0.10,0.02,0.02,0.01,0.07,0.00
0.25,0.21,N/A,0.19,-0.06,0.25,0.12,0.09,-0.07,1,0.04,0.21,0.43,N/A,N/A,0.09,0.08,0.08,-0.01,0.29,-0.00,0.05,0.35,0.21,0.29,-0.00,0.23,0.16,0.19,N/A,0.34,0.15,0.01,0.17,N/A,0.03,N/A,0.29,0.03,0.24,0.26,0.08,0.00,0.04,0.32,0.05,0.09,0.04,0.08,0.18,0.09,0.17
