N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,1,-0.02,0.05,0.11,0.27,0.15,0.03,-0.02,N/A,0.25,0.37,0.07,N/A,0.31,0.00,0.39,0.02,0.26,N/A,0.24,0.07,0.11,0.16,0.05,0.15,0.34,0.05,0.14,0.21,0.32,0.09,N/A,0.20,0.21,-0.00,0.29,0.41,-0.06,0.35,0.37,0.24,0.20,0.15,0.17,0.20,0.15,0.17,0.21,0.05,0.16
N/A,N/A,-0.02,1,-0.04,-0.03,0.00,-0.04,-0.02,0.02,N/A,-0.02,-0.00,0.03,N/A,0.09,-0.02,0.01,0.01,0.02,N/A,-0.11,0.09,0.02,0.00,-0.02,-0.03,0.07,-0.05,0.07,-0.01,-0.06,0.04,N/A,0.01,-0.02,0.00,0.02,0.08,0.02,-0.03,0.04,-0.05,0.02,-0.02,0.07,0.02,-0.04,0.01,-0.02,0.17,0.10
N/A,N/A,0.05,-0.04,1,0.02,0.01,-0.01,0.04,0.07,N/A,0.02,0.18,0.01,N/A,0.14,-0.01,0.02,0.03,-0.00,N/A,-0.02,0.00,0.01,0.08,-0.00,0.03,0.42,-0.03,0.04,0.11,0.02,0.08,N/A,0.02,0.08,0.02,0.00,0.06,-0.00,0.02,0.05,0.09,0.06,0.06,0.02,-0.06,0.07,-0.01,0.12,0.02,0.01
N/A,N/A,0.11,-0.03,0.02,1,0.24,0.02,0.02,-0.00,N/A,0.10,0.20,0.03,N/A,0.09,-0.01,0.09,0.54,0.02,N/A,0.06,0.08,0.34,0.14,0.03,-0.02,0.11,0.12,0.06,0.08,0.09,0.05,N/A,0.12,0.14,0.04,0.17,0.17,-0.02,0.33,0.28,0.21,0.26,-0.01,-0.00,0.11,0.17,0.20,0.34,-0.01,-0.00
N/A,N/A,0.27,0.00,0.01,0.24,1,0.46,0.18,0.01,N/A,0.43,0.46,0.14,N/A,0.32,0.01,0.53,0.25,0.16,N/A,0.31,0.11,0.30,0.32,0.02,0.12,0.29,0.32,0.16,0.35,0.33,0.14,N/A,0.35,0.37,0.32,0.53,0.31,0.01,0.51,0.91,0.31,0.27,0.13,0.27,0.30,0.29,0.36,0.37,0.06,0.08
N/A,N/A,0.15,-0.04,-0.01,0.02,0.46,1,0.01,0.01,N/A,0.51,0.17,0.07,N/A,0.15,0.01,0.62,0.30,0.16,N/A,0.44,0.08,0.25,0.12,0.00,0.04,0.09,0.04,0.03,0.18,0.11,0.01,N/A,0.12,0.13,0.42,0.46,0.12,-0.01,0.17,0.21,0.09,0.06,0.08,0.06,0.04,0.13,0.20,0.08,0.04,0.01
N/A,N/A,0.03,-0.02,0.04,0.02,0.18,0.01,1,-0.03,N/A,0.02,0.27,0.01,N/A,0.09,0.01,0.04,0.02,0.07,N/A,0.00,0.00,0.03,0.04,0.00,0.00,0.09,0.01,0.02,0.09,0.05,-0.01,N/A,0.06,0.12,0.04,0.19,0.12,0.01,0.11,0.19,0.16,0.15,0.00,0.02,-0.00,0.05,0.03,0.09,-0.00,-0.02
N/A,N/A,-0.02,0.02,0.07,-0.00,0.01,0.01,-0.03,1,N/A,-0.02,0.03,-0.03,N/A,0.07,-0.02,0.06,-0.02,0.07,N/A,-0.04,0.09,0.03,0.12,-0.02,0.04,0.08,-0.02,0.18,0.00,0.07,-0.02,N/A,-0.03,0.16,0.04,-0.04,0.05,0.02,-0.03,0.06,-0.00,0.06,-0.01,0.02,-0.02,0.12,0.06,0.00,-0.02,0.04
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,0.25,-0.02,0.02,0.10,0.43,0.51,0.02,-0.02,N/A,1,0.38,0.21,N/A,0.36,0.00,0.46,0.17,0.15,N/A,0.24,0.04,0.26,0.24,-0.00,0.10,0.29,0.17,0.16,0.22,0.22,0.14,N/A,0.30,0.27,0.29,0.45,0.32,0.01,0.33,0.38,0.18,0.21,0.17,0.20,0.26,0.26,0.35,0.25,0.10,0.05
