1,0.08,N/A,0.04,N/A,N/A,0.03,N/A,0.08,0.33,0.04,-0.01,0.04
0.08,1,N/A,0.03,N/A,N/A,0.03,N/A,0.20,-0.00,0.08,0.06,-0.04
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.04,0.03,N/A,1,N/A,N/A,0.01,N/A,0.00,-0.02,-0.09,0.08,0.05
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.03,0.03,N/A,0.01,N/A,N/A,1,N/A,0.20,0.69,0.15,-0.03,0.03
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.08,0.20,N/A,0.00,N/A,N/A,0.20,N/A,1,0.21,0.44,0.04,0.04
0.33,-0.00,N/A,-0.02,N/A,N/A,0.69,N/A,0.21,1,0.09,-0.04,0.01
0.04,0.08,N/A,-0.09,N/A,N/A,0.15,N/A,0.44,0.09,1,0.03,0.06
-0.01,0.06,N/A,0.08,N/A,N/A,-0.03,N/A,0.04,-0.04,0.03,1,0.13
0.04,-0.04,N/A,0.05,N/A,N/A,0.03,N/A,0.04,0.01,0.06,0.13,1
