N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.03,0.34,0.02,0.04,-0.05,N/A,0.12,0.05,0.11,0.02,0.01,0.16,-0.00,0.01,0.27,0.33,0.30,N/A,0.03,N/A,0.09,0.14,0.05,0.13,0.21,0.15,0.04,0.07,0.00,0.14,0.35,0.30,0.16,0.08,0.16,0.23,0.19,0.12,N/A,0.06,0.16,0.22,0.19,-0.03,0.00,0.16,0.16,N/A,N/A,0.02,0.04,0.04,0.10,0.31
N/A,0.03,1,0.02,0.01,-0.02,0.01,N/A,0.15,0.01,0.01,0.02,0.03,0.06,0.00,0.01,0.02,0.03,-0.01,N/A,0.02,N/A,0.01,0.04,0.02,0.02,0.02,-0.01,0.01,-0.01,-0.05,0.04,-0.00,-0.01,-0.02,0.07,0.01,0.04,0.00,0.01,N/A,-0.00,0.01,0.02,0.01,-0.04,-0.00,0.01,-0.01,N/A,N/A,0.01,0.00,0.00,0.02,0.02
N/A,0.34,0.02,1,0.10,0.05,0.09,N/A,0.20,0.11,0.43,0.02,-0.00,0.34,0.06,0.11,0.62,0.31,0.46,N/A,0.15,N/A,0.52,0.24,0.34,0.39,0.39,0.41,0.14,0.12,-0.06,0.01,0.67,0.46,0.35,0.13,0.06,0.27,0.23,0.24,N/A,0.28,0.30,0.36,0.23,0.01,0.06,0.06,0.39,N/A,N/A,0.11,0.04,0.10,0.20,0.93
N/A,0.02,0.01,0.10,1,0.04,0.01,N/A,0.02,0.06,0.05,-0.01,0.03,0.06,0.01,0.01,0.07,0.04,0.03,N/A,0.01,N/A,0.06,0.06,0.17,-0.01,0.06,0.09,0.02,0.01,0.03,0.01,0.10,0.03,0.05,0.02,0.05,0.10,0.05,0.03,N/A,0.04,0.05,0.06,0.07,-0.05,0.03,0.05,0.04,N/A,N/A,0.03,0.01,-0.00,0.07,0.13
N/A,0.04,-0.02,0.05,0.04,1,-0.01,N/A,0.03,-0.02,-0.02,-0.01,-0.02,0.07,0.21,0.00,0.03,0.07,0.04,N/A,-0.01,N/A,0.07,0.02,-0.02,0.04,0.08,-0.01,-0.06,-0.01,-0.07,-0.08,0.05,0.04,-0.01,0.16,-0.10,0.02,-0.07,0.00,N/A,-0.01,0.00,0.03,-0.03,0.06,-0.04,-0.10,-0.02,N/A,N/A,-0.01,0.01,-0.02,0.01,0.03
N/A,-0.05,0.01,0.09,0.01,-0.01,1,N/A,-0.04,0.03,0.02,0.01,-0.07,0.08,0.00,-0.08,0.03,-0.01,0.01,N/A,0.01,N/A,0.04,0.01,0.04,0.08,0.04,0.00,0.04,0.01,-0.07,-0.04,0.03,0.01,0.07,0.04,-0.08,0.01,-0.05,0.01,N/A,-0.01,0.01,0.03,-0.01,0.05,0.02,-0.08,-0.01,N/A,N/A,0.02,-0.00,-0.02,-0.02,0.09
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.12,0.15,0.20,0.02,0.03,-0.04,N/A,1,0.14,0.04,0.01,0.01,0.34,0.11,0.02,0.21,0.18,0.15,N/A,0.02,N/A,0.10,0.27,0.13,0.14,0.30,0.12,0.13,0.06,-0.04,-0.01,0.24,0.15,0.04,0.15,0.14,0.28,0.04,0.13,N/A,0.13,0.05,0.28,0.14,0.06,0.06,0.14,0.09,N/A,N/A,0.14,0.00,0.02,0.05,0.18
N/A,0.05,0.01,0.11,0.06,-0.02,0.03,N/A,0.14,1,0.07,0.07,0.04,0.21,0.03,0.02,0.08,0.11,0.14,N/A,0.03,N/A,0.17,0.21,0.09,0.06,0.17,0.04,0.10,0.00,0.02,0.09,0.09,0.14,0.22,0.11,0.10,0.25,0.10,0.11,N/A,0.02,0.05,0.17,0.14,-0.08,0.04,0.10,0.09,N/A,N/A,0.05,0.03,0.01,0.06,0.16
