1,N/A,N/A,0.64,0.05,0.99,0.61,0.63,0.64,0.64,0.65,0.22,0.65,0.26,0.68,0.59,0.29,0.33,0.91,0.66,0.64,N/A,0.06,0.64,0.64,-0.00,0.63,-0.01,0.94,0.67,0.61,0.15,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.64,N/A,N/A,1,0.14,0.72,0.92,0.76,0.37,0.76,0.95,0.49,0.94,0.23,0.90,0.93,0.32,0.64,0.64,0.87,0.90,N/A,0.18,0.95,0.76,0.04,0.47,0.09,0.78,0.91,0.85,0.14,N/A
0.05,N/A,N/A,0.14,1,0.08,0.18,0.05,0.00,0.02,0.14,0.14,0.14,0.01,0.09,0.18,0.06,0.20,0.03,0.09,0.11,N/A,0.18,0.14,0.02,0.22,-0.00,-0.05,0.12,0.09,0.25,-0.02,N/A
0.99,N/A,N/A,0.72,0.08,1,0.70,0.64,0.64,0.64,0.73,0.31,0.72,0.29,0.72,0.69,0.32,0.44,0.90,0.71,0.71,N/A,0.11,0.72,0.64,0.01,0.64,0.02,0.98,0.72,0.67,0.15,N/A
0.61,N/A,N/A,0.92,0.18,0.70,1,0.72,0.40,0.73,0.96,0.55,0.95,0.28,0.89,0.95,0.40,0.66,0.61,0.86,0.91,N/A,0.21,0.96,0.73,0.03,0.47,0.11,0.77,0.90,0.87,0.12,N/A
0.63,N/A,N/A,0.76,0.05,0.64,0.72,1,0.34,0.97,0.83,0.17,0.81,0.14,0.92,0.70,0.18,0.32,0.62,0.86,0.79,N/A,0.05,0.82,0.97,-0.00,0.42,0.01,0.62,0.92,0.80,0.16,N/A
0.64,N/A,N/A,0.37,0.00,0.64,0.40,0.34,1,0.35,0.39,0.16,0.39,0.19,0.40,0.37,0.37,0.19,0.58,0.39,0.39,N/A,0.03,0.39,0.35,0.03,0.75,0.02,0.61,0.39,0.36,-0.02,N/A
0.64,N/A,N/A,0.76,0.02,0.64,0.73,0.97,0.35,1,0.84,0.15,0.82,0.13,0.94,0.69,0.19,0.27,0.62,0.87,0.80,N/A,0.02,0.83,1.00,0.00,0.43,0.02,0.62,0.94,0.81,0.17,N/A
0.65,N/A,N/A,0.95,0.14,0.73,0.96,0.83,0.39,0.84,1,0.47,0.98,0.25,0.97,0.96,0.34,0.63,0.64,0.92,0.93,N/A,0.17,1.00,0.84,0.03,0.47,0.10,0.78,0.97,0.91,0.15,N/A
0.22,N/A,N/A,0.49,0.14,0.31,0.55,0.17,0.16,0.15,0.47,1,0.47,0.21,0.36,0.55,0.29,0.53,0.22,0.37,0.47,N/A,0.23,0.48,0.15,0.03,0.18,0.07,0.39,0.36,0.40,0.03,N/A
0.65,N/A,N/A,0.94,0.14,0.72,0.95,0.81,0.39,0.82,0.98,0.47,1,0.25,0.95,0.95,0.33,0.63,0.63,0.91,0.92,N/A,0.17,0.98,0.82,0.03,0.46,0.10,0.77,0.95,0.89,0.15,N/A
0.26,N/A,N/A,0.23,0.01,0.29,0.28,0.14,0.19,0.13,0.25,0.21,0.25,1,0.21,0.28,0.32,0.24,0.25,0.21,0.26,N/A,0.04,0.25,0.13,0.01,0.19,-0.05,0.31,0.21,0.18,-0.01,N/A
0.68,N/A,N/A,0.90,0.09,0.72,0.89,0.92,0.40,0.94,0.97,0.36,0.95,0.21,1,0.89,0.28,0.52,0.67,0.93,0.91,N/A,0.12,0.96,0.94,0.02,0.49,0.07,0.75,0.99,0.91,0.16,N/A
0.59,N/A,N/A,0.93,0.18,0.69,0.95,0.70,0.37,0.69,0.96,0.55,0.95,0.28,0.89,1,0.36,0.71,0.61,0.86,0.91,N/A,0.25,0.96,0.69,0.04,0.47,0.13,0.79,0.89,0.88,0.14,N/A
0.29,N/A,N/A,0.32,0.06,0.32,0.40,0.18,0.37,0.19,0.34,0.29,0.33,0.32,0.28,0.36,1,0.23,0.27,0.27,0.39,N/A,0.13,0.34,0.19,-0.00,0.30,-0.02,0.35,0.29,0.26,0.06,N/A
0.33,N/A,N/A,0.64,0.20,0.44,0.66,0.32,0.19,0.27,0.63,0.53,0.63,0.24,0.52,0.71,0.23,1,0.38,0.53,0.59,N/A,0.23,0.64,0.27,0.06,0.32,0.13,0.53,0.51,0.56,0.05,N/A
0.91,N/A,N/A,0.64,0.03,0.90,0.61,0.62,0.58,0.62,0.64,0.22,0.63,0.25,0.67,0.61,0.27,0.38,1,0.65,0.65,N/A,0.06,0.63,0.62,0.00,0.84,-0.02,0.89,0.65,0.59,0.13,N/A
0.66,N/A,N/A,0.87,0.09,0.71,0.86,0.86,0.39,0.87,0.92,0.37,0.91,0.21,0.93,0.86,0.27,0.53,0.65,1,0.87,N/A,0.11,0.92,0.87,0.01,0.48,0.06,0.74,0.94,0.86,0.23,N/A
0.64,N/A,N/A,0.90,0.11,0.71,0.91,0.79,0.39,0.80,0.93,0.47,0.92,0.26,0.91,0.91,0.39,0.59,0.65,0.87,1,N/A,0.19,0.93,0.80,0.03,0.49,0.04,0.76,0.91,0.85,0.19,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.06,N/A,N/A,0.18,0.18,0.11,0.21,0.05,0.03,0.02,0.17,0.23,0.17,0.04,0.12,0.25,0.13,0.23,0.06,0.11,0.19,N/A,1,0.18,0.02,0.01,0.03,0.01,0.16,0.12,0.28,-0.01,N/A
0.64,N/A,N/A,0.95,0.14,0.72,0.96,0.82,0.39,0.83,1.00,0.48,0.98,0.25,0.96,0.96,0.34,0.64,0.63,0.92,0.93,N/A,0.18,1,0.83,0.03,0.47,0.10,0.77,0.97,0.91,0.15,N/A
