1,0.07,0.36,0.21,0.67,0.47,0.66,0.25,0.59,0.11,0.80,0.34,0.11,0.34,0.56
0.07,1,0.01,0.00,0.09,0.17,0.06,0.07,0.17,-0.05,0.03,-0.01,-0.02,0.03,0.04
0.36,0.01,1,0.14,0.33,0.12,0.29,0.22,0.37,0.01,0.36,0.19,0.01,0.12,0.22
0.21,0.00,0.14,1,0.24,0.16,0.22,0.06,0.21,0.03,0.21,0.31,0.23,0.15,0.14
0.67,0.09,0.33,0.24,1,0.51,0.53,0.27,0.62,0.15,0.72,0.33,0.05,0.33,0.53
0.47,0.17,0.12,0.16,0.51,1,0.31,0.18,0.46,-0.04,0.41,0.26,0.01,0.52,0.39
0.66,0.06,0.29,0.22,0.53,0.31,1,0.29,0.46,0.04,0.65,0.30,0.13,0.27,0.49
0.25,0.07,0.22,0.06,0.27,0.18,0.29,1,0.20,0.08,0.31,0.12,0.04,0.05,0.23
0.59,0.17,0.37,0.21,0.62,0.46,0.46,0.20,1,0.05,0.56,0.42,0.02,0.20,0.42
0.11,-0.05,0.01,0.03,0.15,-0.04,0.04,0.08,0.05,1,0.13,0.03,-0.03,-0.01,0.23
0.80,0.03,0.36,0.21,0.72,0.41,0.65,0.31,0.56,0.13,1,0.34,0.13,0.33,0.58
0.34,-0.01,0.19,0.31,0.33,0.26,0.30,0.12,0.42,0.03,0.34,1,0.02,0.12,0.18
0.11,-0.02,0.01,0.23,0.05,0.01,0.13,0.04,0.02,-0.03,0.13,0.02,1,-0.01,0.06
0.34,0.03,0.12,0.15,0.33,0.52,0.27,0.05,0.20,-0.01,0.33,0.12,-0.01,1,0.23
0.56,0.04,0.22,0.14,0.53,0.39,0.49,0.23,0.42,0.23,0.58,0.18,0.06,0.23,1
