1,0.28,0.32,0.10,0.25,0.54,0.02,0.26,0.42,0.35
0.28,1,0.21,0.10,0.26,0.33,0.03,0.18,0.26,0.39
0.32,0.21,1,0.12,0.22,0.20,-0.03,0.15,0.27,0.04
0.10,0.10,0.12,1,0.09,0.07,0.12,0.04,0.06,0.26
0.25,0.26,0.22,0.09,1,0.12,0.04,0.19,0.28,0.07
0.54,0.33,0.20,0.07,0.12,1,0.01,0.34,0.38,0.31
0.02,0.03,-0.03,0.12,0.04,0.01,1,0.10,-0.03,0.01
0.26,0.18,0.15,0.04,0.19,0.34,0.10,1,0.31,0.24
0.42,0.26,0.27,0.06,0.28,0.38,-0.03,0.31,1,0.20
0.35,0.39,0.04,0.26,0.07,0.31,0.01,0.24,0.20,1
