1,0.41,0.43,0.12,0.74,0.72,0.55,0.33,N/A,0.32,0.85,0.67
0.41,1,0.17,0.04,0.37,0.41,0.27,0.20,N/A,0.19,0.45,0.40
0.43,0.17,1,0.07,0.38,0.35,0.28,0.20,N/A,0.21,0.37,0.36
0.12,0.04,0.07,1,0.13,0.11,0.09,0.03,N/A,0.01,0.20,0.12
0.74,0.37,0.38,0.13,1,0.58,0.44,0.31,N/A,0.26,0.73,0.58
0.72,0.41,0.35,0.11,0.58,1,0.55,0.37,N/A,0.38,0.69,0.57
0.55,0.27,0.28,0.09,0.44,0.55,1,0.38,N/A,0.35,0.45,0.50
0.33,0.20,0.20,0.03,0.31,0.37,0.38,1,N/A,0.40,0.25,0.28
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.32,0.19,0.21,0.01,0.26,0.38,0.35,0.40,N/A,1,0.27,0.29
0.85,0.45,0.37,0.20,0.73,0.69,0.45,0.25,N/A,0.27,1,0.62
0.67,0.40,0.36,0.12,0.58,0.57,0.50,0.28,N/A,0.29,0.62,1
