1,0.04,0.04,0.07,0.22,-0.02,0.10,0.18
0.04,1,-0.00,0.02,0.04,-0.01,0.03,0.06
0.04,-0.00,1,0.28,0.23,0.03,0.03,0.06
0.07,0.02,0.28,1,0.21,0.00,0.02,0.04
0.22,0.04,0.23,0.21,1,0.10,0.20,0.19
-0.02,-0.01,0.03,0.00,0.10,1,-0.03,0.03
0.10,0.03,0.03,0.02,0.20,-0.03,1,0.03
0.18,0.06,0.06,0.04,0.19,0.03,0.03,1
